Nome,UF,Latitude,Longitude,Altitude,Codigo,ano,mes,tmed,pr_mes,etp_mes
CAMPOS DO JORDAO,SP,-22.75027847290039,-45.603889,1662.95,A706,2010.0,2.0,21.270486537714287,92.25330673499985,107.68503860800003
SAO PAULO - MIRANTE,SP,-23.496289,-46.620067,785.64,A701,2010.0,2.0,24.92629936400001,227.19014064999982,121.75984165799994
PALMAS,TO,-10.147777557373047,-48.314444,267.0,A009,2010.0,2.0,28.695641063428575,181.77401833999983,112.08661337999997
BARREIRAS,BA,-12.12472152709961,-45.026944,474.17,A402,2010.0,3.0,26.5424762007742,201.0899108199998,135.88582580999994
FEIRA DE SANTANA,BA,-12.196110725402832,-38.967498779296875,229.64,A413,2010.0,3.0,28.365081252645158,99.44266882499971,148.4251958
MORADA NOVA,CE,-5.091111183166504,-38.364722,93.0,A332,2010.0,3.0,29.93877336412903,45.09301534999969,176.06299088000003
CAMPOS SALES,CE,-7.077777862548828,-40.36277770996094,577.95,A347,2010.0,3.0,26.969184098580648,115.92953148999968,165.41732166399999
POSSE,GO,-14.089166641235352,-46.366389,830.0,A017,2010.0,3.0,25.175384586322586,186.97891424499986,125.70078651200002
GOIANIA,GO,-16.642778396606445,-49.220278,727.3,A002,2010.0,3.0,26.061602862451615,177.10464997499992,121.452755046
MONTES CLAROS,MG,-16.686389,-43.843889,645.87,A506,2010.0,3.0,25.09641054709677,246.04596657499974,123.141731412
CORUMBA,MS,-18.996667,-57.63750076293945,111.73,A724,2010.0,3.0,30.081284981161293,71.30307565499967,151.49606192
CUIABA,MT,-15.60694408416748,-56.06083297729492,184.0,A901,2010.0,3.0,29.270181628903234,240.5663679049998,131.893699854
BELEM,PA,-1.4111109972000122,-48.439444,21.17,A201,2010.0,3.0,28.644177988129037,289.3608893949998,129.23228255
ITAITUBA,PA,-4.276944160461426,-55.993056,24.46,A231,2010.0,3.0,28.784897873032268,199.77837780499993,129.79527467199998
CABROBO,PE,-8.503889083862305,-39.315278,342.74,A329,2010.0,3.0,29.219186176,43.30768244999979,174.0157468
PALMARES,PE,-8.666666984558105,-35.568056,164.01,A357,2010.0,3.0,28.177776332387104,81.9326730749998,147.45275486199998
MORRETES,PR,-25.508889,-48.808611,50.31,A873,2010.0,3.0,24.98739053832259,389.44253176999985,98.01181033
MAL. CANDIDO RONDON,PR,-24.53333282470703,-54.019167,392.07,A820,2010.0,3.0,25.56157177290322,144.5841245349997,142.12992025399998
NOVA TEBAS,PR,-24.433889,-51.953889,660.0,A822,2010.0,3.0,23.888920917677424,118.75173080499974,118.27952672199997
PICO DO COUTO,RJ,-22.4647216796875,-43.291389,1777.0,A610,2010.0,3.0,20.406896263225804,262.82122916999987,90.43700723399999
RIO DE JANEIRO - VILA MILITAR,RJ,-22.861389,-43.411389,30.43,A621,2010.0,3.0,27.420700595096772,269.67416084,110.704723626
PORTO VELHO,RO,-8.793610572814941,-63.84583282470703,86.7,A925,2010.0,3.0,27.988817505548383,417.46539163499983,110.29527480999998
SANTA MARIA,RS,-29.725000381469727,-53.720556,105.0,A803,2010.0,3.0,24.355460398967743,35.115751104999674,120.73621961800002
URUGUAIANA,RS,-29.84000015258789,-57.08194351196289,74.29,A809,2010.0,3.0,24.203300993548382,92.68587046499965,121.70866055600004
RIO NEGRINHO,SC,-26.248611450195312,-49.574167,856.0,A862,2010.0,3.0,21.1066365723871,258.1656303,91.10236156
CAMPOS DO JORDAO,SP,-22.75027847290039,-45.603889,1662.95,A706,2010.0,3.0,20.126972574451614,183.54558174499982,98.42125914599998
SAO PAULO - MIRANTE,SP,-23.496289,-46.620067,785.64,A701,2010.0,3.0,23.227496110967746,190.54958004499986,112.29133778799998
PALMAS,TO,-10.147777557373047,-48.314444,267.0,A009,2010.0,3.0,28.249859094193543,382.06773355999985,118.791337742
BARREIRAS,BA,-12.12472152709961,-45.026944,474.17,A402,2010.0,4.0,25.47568348533333,105.58147938999971,123.24409361600001
FEIRA DE SANTANA,BA,-12.196110725402832,-38.967498779296875,229.64,A413,2010.0,4.0,26.059319552533335,162.84946548999986,102.05511738799999
MORADA NOVA,CE,-5.091111183166504,-38.364722,93.0,A332,2010.0,4.0,28.6129053712,207.31112136499974,137.57480217600002
CAMPOS SALES,CE,-7.077777862548828,-40.36277770996094,577.95,A347,2010.0,4.0,25.121485608533337,203.4726556299998,124.62598336999999
POSSE,GO,-14.089166641235352,-46.366389,830.0,A017,2010.0,4.0,24.928506869866666,86.88355059499975,128.97637703999996
GOIANIA,GO,-16.642778396606445,-49.220278,727.3,A002,2010.0,4.0,24.913695217599997,79.03495249999972,119.866140884
MONTES CLAROS,MG,-16.686389,-43.843889,645.87,A506,2010.0,4.0,23.707969755199997,56.999824514999716,113.87795195000001
CORUMBA,MS,-18.996667,-57.63750076293945,111.73,A724,2010.0,4.0,27.448196792000008,11.274702279999644,130.10236128399998
CUIABA,MT,-15.60694408416748,-56.06083297729492,184.0,A901,2010.0,4.0,27.630494050666666,70.07395467499978,117.51181019200001
BELEM,PA,-1.4111109972000122,-48.439444,21.17,A201,2010.0,4.0,27.88927070613333,440.557998085,97.19291269799999
ITAITUBA,PA,-4.276944160461426,-55.993056,24.46,A231,2010.0,4.0,28.05974712693334,433.2449998599999,99.70078669599998
CABROBO,PE,-8.503889083862305,-39.315278,342.74,A329,2010.0,4.0,27.507443401066674,74.3724869649997,135.220471484
PALMARES,PE,-8.666666984558105,-35.568056,164.01,A357,2010.0,4.0,27.708824904,165.25279823999995,122.47637708600001
MORRETES,PR,-25.508889,-48.808611,50.31,A873,2010.0,4.0,22.285481458666666,291.3728342949999,70.271653046
MAL. CANDIDO RONDON,PR,-24.53333282470703,-54.019167,392.07,A820,2010.0,4.0,22.653636469333335,165.32833155499972,105.17716460999999
NOVA TEBAS,PR,-24.433889,-51.953889,660.0,A822,2010.0,4.0,21.513281664533338,152.74860127499974,90.64173164200001
PICO DO COUTO,RJ,-22.4647216796875,-43.291389,1777.0,A610,2010.0,4.0,17.92658310026667,225.65198357999995,73.49606247200002
RIO DE JANEIRO - VILA MILITAR,RJ,-22.861389,-43.411389,30.43,A621,2010.0,4.0,24.880796259200004,173.6781961949999,92.94488123199999
PORTO VELHO,RO,-8.793610572814941,-63.84583282470703,86.7,A925,2010.0,4.0,27.771489586666664,143.25200357999975,109.578739382
SANTA MARIA,RS,-29.725000381469727,-53.720556,105.0,A803,2010.0,4.0,19.966888200000003,135.4926721299997,83.57873956600001
URUGUAIANA,RS,-29.84000015258789,-57.08194351196289,74.29,A809,2010.0,4.0,19.7925664464,42.65536132999978,84.34645609600004
RIO NEGRINHO,SC,-26.248611450195312,-49.574167,856.0,A862,2010.0,4.0,17.84113126026667,278.77937068499995,64.74409403000001
CAMPOS DO JORDAO,SP,-22.75027847290039,-45.603889,1662.95,A706,2010.0,4.0,17.315816073866664,99.7104808149999,75.08267663400001
SAO PAULO - MIRANTE,SP,-23.496289,-46.620067,785.64,A701,2010.0,4.0,20.548815230400002,102.23054686999978,82.40157422
PALMAS,TO,-10.147777557373047,-48.314444,267.0,A009,2010.0,4.0,29.236134124266663,123.18074178499981,123.03936920799997
BARREIRAS,BA,-12.12472152709961,-45.026944,474.17,A402,2010.0,5.0,26.095783598451614,9.180357399999679,116.129920438
FEIRA DE SANTANA,BA,-12.196110725402832,-38.967498779296875,229.64,A413,2010.0,5.0,25.265798146064512,44.15228224499984,97.03936939200001
MORADA NOVA,CE,-5.091111183166504,-38.364722,93.0,A332,2010.0,5.0,28.78503569858064,53.64201327499973,139.98031397000005
CAMPOS SALES,CE,-7.077777862548828,-40.36277770996094,577.95,A347,2010.0,5.0,25.465920842322582,26.305819909999627,133.531495118
POSSE,GO,-14.089166641235352,-46.366389,830.0,A017,2010.0,5.0,25.27889157316129,38.37055031499969,113.36614093000001
GOIANIA,GO,-16.642778396606445,-49.220278,727.3,A002,2010.0,5.0,23.831447664,1.8604925099996308,106.45669215999999
MONTES CLAROS,MG,-16.686389,-43.843889,645.87,A506,2010.0,5.0,23.272427239741933,27.92635284999963,102.36220399999999
CORUMBA,MS,-18.996667,-57.63750076293945,111.73,A724,2010.0,5.0,22.81333033806451,84.96087233999975,93.81495996599998
CUIABA,MT,-15.60694408416748,-56.06083297729492,184.0,A901,2010.0,5.0,24.657574001032263,44.42008217999964,98.06299143199999
BELEM,PA,-1.4111109972000122,-48.439444,21.17,A201,2010.0,5.0,28.450257441548384,343.0307430349999,108.81102285200001
ITAITUBA,PA,-4.276944160461426,-55.993056,24.46,A231,2010.0,5.0,28.320150123870967,167.8277855599999,103.89763706000001
CABROBO,PE,-8.503889083862305,-39.315278,342.74,A329,2010.0,5.0,27.55177269161291,23.277620644999615,139.41732184799997
PALMARES,PE,-8.666666984558105,-35.568056,164.01,A357,2010.0,5.0,27.16172638967743,34.70375120499989,113.26377872600003
MORRETES,PR,-25.508889,-48.808611,50.31,A873,2010.0,5.0,20.157294195096775,122.16446330999992,53.74015710000002
MAL. CANDIDO RONDON,PR,-24.53333282470703,-54.019167,392.07,A820,2010.0,5.0,18.155929406967743,93.91500349999978,64.948818438
NOVA TEBAS,PR,-24.433889,-51.953889,660.0,A822,2010.0,5.0,17.47968835380645,77.74400742499972,58.39763738200001
PICO DO COUTO,RJ,-22.4647216796875,-43.291389,1777.0,A610,2010.0,5.0,16.134028612129033,129.86886143999985,60.75196807399999
RIO DE JANEIRO - VILA MILITAR,RJ,-22.861389,-43.411389,30.43,A621,2010.0,5.0,22.987404005677423,71.79060886999983,76.720471898
PORTO VELHO,RO,-8.793610572814941,-63.84583282470703,86.7,A925,2010.0,5.0,27.02169563251613,73.52100844999981,101.95275518400001
SANTA MARIA,RS,-29.725000381469727,-53.720556,105.0,A803,2010.0,5.0,16.630062760774194,126.87499549999984,46.165354004
URUGUAIANA,RS,-29.84000015258789,-57.08194351196289,74.29,A809,2010.0,5.0,16.049679376516128,166.4407192299997,50.25984216400002
RIO NEGRINHO,SC,-26.248611450195312,-49.574167,856.0,A862,2010.0,5.0,15.01261103767742,144.3300579299999,46.421259514
CAMPOS DO JORDAO,SP,-22.75027847290039,-45.603889,1662.95,A706,2010.0,5.0,15.108193055483873,32.10128516999984,63.20866097000002
SAO PAULO - MIRANTE,SP,-23.496289,-46.620067,785.64,A701,2010.0,5.0,18.490569838451613,52.81801347499979,68.12204676200001
PALMAS,TO,-10.147777557373047,-48.314444,267.0,A009,2010.0,5.0,29.45914045574194,35.857350924999736,117.92125900799999
BARREIRAS,BA,-12.12472152709961,-45.026944,474.17,A402,2010.0,6.0,23.597879301333332,-3.616500004000045E-4,121.65747945400003
FEIRA DE SANTANA,BA,-12.196110725402832,-38.967498779296875,229.64,A413,2010.0,6.0,23.373853060799995,96.72348153999991,74.622046716
MORADA NOVA,CE,-5.091111183166504,-38.364722,93.0,A332,2010.0,6.0,28.121130032000003,28.194164839999672,141.464565928
CAMPOS SALES,CE,-7.077777862548828,-40.36277770996094,577.95,A347,2010.0,6.0,24.53727986240001,11.652368854999708,131.074802222
POSSE,GO,-14.089166641235352,-46.366389,830.0,A017,2010.0,6.0,23.327281808000002,-3.616500004000045E-4,108.708660648
GOIANIA,GO,-16.642778396606445,-49.220278,727.3,A002,2010.0,6.0,22.61019845066667,5.863770259999654,96.78346388200002
MONTES CLAROS,MG,-16.686389,-43.843889,645.87,A506,2010.0,6.0,20.275226922666665,0.21250496499962424,91.66535368199999
CORUMBA,MS,-18.996667,-57.63750076293945,111.73,A724,2010.0,6.0,24.484299721600003,5.82943693499962,95.70866073999998
CUIABA,MT,-15.60694408416748,-56.06083297729492,184.0,A901,2010.0,6.0,25.858080469333338,1.0433714299996097,96.01574735199999
BELEM,PA,-1.4111109972000122,-48.439444,21.17,A201,2010.0,6.0,28.25372280373334,186.62185971999992,113.11023542000001
ITAITUBA,PA,-4.276944160461426,-55.993056,24.46,A231,2010.0,6.0,28.302857611733334,126.14714106499983,108.45275513799997
CABROBO,PE,-8.503889083862305,-39.315278,342.74,A329,2010.0,6.0,25.296946720000008,16.75430094999976,109.42519607600002
PALMARES,PE,-8.666666984558105,-35.568056,164.01,A357,2010.0,6.0,25.325003407466664,344.3766214299998,89.464566296
MORRETES,PR,-25.508889,-48.808611,50.31,A873,2010.0,6.0,19.024211985066668,137.03080508999977,49.236220124000006
MAL. CANDIDO RONDON,PR,-24.53333282470703,-54.019167,392.07,A820,2010.0,6.0,19.04343864906667,34.83422989499968,75.082676634
NOVA TEBAS,PR,-24.433889,-51.953889,660.0,A822,2010.0,6.0,17.456669190133333,36.95602937999968,59.52362162599999
PICO DO COUTO,RJ,-22.4647216796875,-43.291389,1777.0,A610,2010.0,6.0,14.788008226933336,57.00669117999976,54.968503547999994
RIO DE JANEIRO - VILA MILITAR,RJ,-22.861389,-43.411389,30.43,A621,2010.0,6.0,20.480453758400007,47.0156936049998,67.098424722
PORTO VELHO,RO,-8.793610572814941,-63.84583282470703,86.7,A925,2010.0,6.0,27.103683457066666,21.533499789999667,102.61810951000001
SANTA MARIA,RS,-29.725000381469727,-53.720556,105.0,A803,2010.0,6.0,14.9363383792,134.4489390499999,41.50787372199999
URUGUAIANA,RS,-29.84000015258789,-57.08194351196289,74.29,A809,2010.0,6.0,14.380972629066665,8.507436284999756,42.633857965999994
RIO NEGRINHO,SC,-26.248611450195312,-49.574167,856.0,A862,2010.0,6.0,13.833938433333332,84.37721786999987,41.047243804000004
CAMPOS DO JORDAO,SP,-22.75027847290039,-45.603889,1662.95,A706,2010.0,6.0,13.410595776,19.336166989999867,53.22834607999999
SAO PAULO - MIRANTE,SP,-23.496289,-46.620067,785.64,A701,2010.0,6.0,16.8790859616,14.941501389999786,59.267716116
PALMAS,TO,-10.147777557373047,-48.314444,267.0,A009,2010.0,6.0,28.53998646773334,0.466571569999644,128.66929042799998
BARREIRAS,BA,-12.12472152709961,-45.026944,474.17,A402,2010.0,7.0,23.681769118451616,-3.73705000413338E-4,130.716534508
FEIRA DE SANTANA,BA,-12.196110725402832,-38.967498779296875,229.64,A413,2010.0,7.0,22.47634687225807,182.69411528499998,72.77952704399999
MORADA NOVA,CE,-5.091111183166504,-38.364722,93.0,A332,2010.0,7.0,27.992400969806454,2.073359124999655,152.468502858
CAMPOS SALES,CE,-7.077777862548828,-40.36277770996094,577.95,A347,2010.0,7.0,24.3772368356129,4.153958619999628,164.59842403199997
POSSE,GO,-14.089166641235352,-46.366389,830.0,A017,2010.0,7.0,22.96342236025807,0.06829294499959815,128.61810932600002
GOIANIA,GO,-16.642778396606445,-49.220278,727.3,A002,2010.0,7.0,23.476960353548385,-3.73705000413338E-4,120.480314108
MONTES CLAROS,MG,-16.686389,-43.843889,645.87,A506,2010.0,7.0,20.733818464000002,0.06142627999960837,107.48031420000001
CORUMBA,MS,-18.996667,-57.63750076293945,111.73,A724,2010.0,7.0,22.358230377290326,8.370090929999634,106.610235466
CUIABA,MT,-15.60694408416748,-56.06083297729492,184.0,A901,2010.0,7.0,23.940192021677426,6.104091479999624,100.36614102199998
BELEM,PA,-1.4111109972000122,-48.439444,21.17,A201,2010.0,7.0,28.42517319174193,169.06378525999986,123.192912514
ITAITUBA,PA,-4.276944160461426,-55.993056,24.46,A231,2010.0,7.0,28.144009073032258,90.30313770999982,109.169290566
CABROBO,PE,-8.503889083862305,-39.315278,342.74,A329,2010.0,7.0,24.86155581264516,10.457557089999682,132.610235282
PALMARES,PE,-8.666666984558105,-35.568056,164.01,A357,2010.0,7.0,24.10585833083871,137.53205957999984,96.62992057600003
MORRETES,PR,-25.508889,-48.808611,50.31,A873,2010.0,7.0,19.075225814709675,170.54011823499988,49.082676817999996
MAL. CANDIDO RONDON,PR,-24.53333282470703,-54.019167,392.07,A820,2010.0,7.0,17.878831141935486,108.17020003999971,81.32677107800001
NOVA TEBAS,PR,-24.433889,-51.953889,660.0,A822,2010.0,7.0,18.046427008774202,80.3396067949997,64.795275132
PICO DO COUTO,RJ,-22.4647216796875,-43.291389,1777.0,A610,2010.0,7.0,16.08689227458065,60.65287823999981,61.00787358400001
RIO DE JANEIRO - VILA MILITAR,RJ,-22.861389,-43.411389,30.43,A621,2010.0,7.0,22.026208631225813,88.75813808499987,74.92913332799999
PORTO VELHO,RO,-8.793610572814941,-63.84583282470703,86.7,A925,2010.0,7.0,26.461021301677416,1.6819592199996123,110.141731504
SANTA MARIA,RS,-29.725000381469727,-53.720556,105.0,A803,2010.0,7.0,14.114401938838713,265.39622854499993,49.850393348000004
URUGUAIANA,RS,-29.84000015258789,-57.08194351196289,74.29,A809,2010.0,7.0,13.34788515148387,147.27585721499972,52.81889726400001
RIO NEGRINHO,SC,-26.248611450195312,-49.574167,856.0,A862,2010.0,7.0,13.402739719741934,127.40372870499985,40.996062701999996
CAMPOS DO JORDAO,SP,-22.75027847290039,-45.603889,1662.95,A706,2010.0,7.0,14.74522947380645,32.78108500499977,60.54724366599999
SAO PAULO - MIRANTE,SP,-23.496289,-46.620067,785.64,A701,2010.0,7.0,18.473892947096775,83.01073947999976,67.61023574200001
PALMAS,TO,-10.147777557373047,-48.314444,267.0,A009,2010.0,7.0,29.166674642064525,-3.73705000413338E-4,151.649605226
BARREIRAS,BA,-12.12472152709961,-45.026944,474.17,A402,2010.0,8.0,23.597282057290318,-3.73705000413338E-4,149.03936902400002
FEIRA DE SANTANA,BA,-12.196110725402832,-38.967498779296875,229.64,A413,2010.0,8.0,21.936897675870974,36.86675067999988,88.901574174
MORADA NOVA,CE,-5.091111183166504,-38.364722,93.0,A332,2010.0,8.0,28.0837793083871,-3.73705000413338E-4,183.33070736400003
CAMPOS SALES,CE,-7.077777862548828,-40.36277770996094,577.95,A347,2010.0,8.0,24.644894050580646,-3.73705000413338E-4,191.62204588799997
POSSE,GO,-14.089166641235352,-46.366389,830.0,A017,2010.0,8.0,23.554004835096777,-3.73705000413338E-4,151.13779420600002
GOIANIA,GO,-16.642778396606445,-49.220278,727.3,A002,2010.0,8.0,23.899257833806452,-3.73705000413338E-4,137.42125886999997
MONTES CLAROS,MG,-16.686389,-43.843889,645.87,A506,2010.0,8.0,20.8950743556129,-3.73705000413338E-4,126.46850304200001
CORUMBA,MS,-18.996667,-57.63750076293945,111.73,A724,2010.0,8.0,23.115443940129033,-3.73705000413338E-4,132.712597486
CUIABA,MT,-15.60694408416748,-56.06083297729492,184.0,A901,2010.0,8.0,25.83832547406451,0.28115955999959397,127.38976287800001
BELEM,PA,-1.4111109972000122,-48.439444,21.17,A201,2010.0,8.0,28.76670490064517,137.25739298,137.21653446200003
ITAITUBA,PA,-4.276944160461426,-55.993056,24.46,A231,2010.0,8.0,29.05351986683871,13.472023024999714,128.61810932599997
CABROBO,PE,-8.503889083862305,-39.315278,342.74,A329,2010.0,8.0,25.076839319225805,3.5290921049997053,166.85039251999999
PALMARES,PE,-8.666666984558105,-35.568056,164.01,A357,2010.0,8.0,23.08581144722582,120.88039695499987,99.75196779800002
MORRETES,PR,-25.508889,-48.808611,50.31,A873,2010.0,8.0,17.82239157987097,68.73494294499977,63.72047199000001
MAL. CANDIDO RONDON,PR,-24.53333282470703,-54.019167,392.07,A820,2010.0,8.0,19.516474307870972,6.083491484999627,124.318896758
NOVA TEBAS,PR,-24.433889,-51.953889,660.0,A822,2010.0,8.0,18.58484251354839,22.37808752999962,91.30708596800001
PICO DO COUTO,RJ,-22.4647216796875,-43.291389,1777.0,A610,2010.0,8.0,15.56088106916129,23.408087279999734,76.87401520400002
RIO DE JANEIRO - VILA MILITAR,RJ,-22.861389,-43.411389,30.43,A621,2010.0,8.0,21.438933969548387,17.145688799999903,94.377952088
PORTO VELHO,RO,-8.793610572814941,-63.84583282470703,86.7,A925,2010.0,8.0,27.620823291354842,14.124356199999596,115.618109418
SANTA MARIA,RS,-29.725000381469727,-53.720556,105.0,A803,2010.0,8.0,14.359180112774196,97.58180260999978,60.13779485
URUGUAIANA,RS,-29.84000015258789,-57.08194351196289,74.29,A809,2010.0,8.0,14.549861758967742,7.408757829999672,66.125983784
RIO NEGRINHO,SC,-26.248611450195312,-49.574167,856.0,A862,2010.0,8.0,12.981131367225807,81.07433994999977,56.24803109799999
CAMPOS DO JORDAO,SP,-22.75027847290039,-45.603889,1662.95,A706,2010.0,8.0,14.865344439225806,0.5901594849996457,82.862204138
SAO PAULO - MIRANTE,SP,-23.496289,-46.620067,785.64,A701,2010.0,8.0,17.66430567587097,13.739822959999657,84.60236160599999
PALMAS,TO,-10.147777557373047,-48.314444,267.0,A009,2010.0,8.0,29.693443888,-3.73705000413338E-4,165.57086497
BARREIRAS,BA,-12.12472152709961,-45.026944,474.17,A402,2010.0,9.0,26.2334988864,-3.616500004000045E-4,181.18110108000002
FEIRA DE SANTANA,BA,-12.196110725402832,-38.967498779296875,229.64,A413,2010.0,9.0,22.85658458933333,38.96796222499981,103.027558326
MORADA NOVA,CE,-5.091111183166504,-38.364722,93.0,A332,2010.0,9.0,28.315105708799994,-3.616500004000045E-4,195.71653404800003
CAMPOS SALES,CE,-7.077777862548828,-40.36277770996094,577.95,A347,2010.0,9.0,25.801397415466667,-3.616500004000045E-4,205.18503791799998
POSSE,GO,-14.089166641235352,-46.366389,830.0,A017,2010.0,9.0,26.015454274666663,17.59890074499961,185.63385695399995
GOIANIA,GO,-16.642778396606445,-49.220278,727.3,A002,2010.0,9.0,27.472123307199997,24.541099059999624,162.09055003399996
