Nome,UF,Latitude,Longitude,Altitude,Codigo,ano,mes,tmed,pr_mes
BELEM,PA,-1.411111,-48.439444,21.17,A201,2011,10,27.993925800118404,62.48180215978749
ITAITUBA,PA,-4.276944,-55.993056,24.46,A231,2011,10,27.037346079016288,224.3097389283193
CABROBO,PE,-8.503889,-39.315278,342.74,A329,2011,10,26.845548678982652,22.991951757909135
MORADA NOVA,CE,-5.091111,-38.364722,93.0,A332,2011,10,28.015192286173544,8.616086298466996
CAMPOS SALES,CE,-7.077778,-40.362778,577.95,A347,2011,10,26.03297779944637,22.535126859189347
PALMARES,PE,-8.666667,-35.568056,164.01,A357,2011,10,23.77999298341814,47.64617627287038
BARREIRAS,BA,-12.124722,-45.026944,474.17,A402,2011,10,26.70040313966814,91.40802567625173
FEIRA DE SANTANA,BA,-12.196111,-38.9675,229.64,A413,2011,10,24.545964505595578,76.1684144082082
MONTES CLAROS,MG,-16.686389,-43.843889,645.87,A506,2011,10,22.87233326819637,122.78142219209798
PICO DO COUTO,RJ,-22.464722,-43.291389,1777.0,A610,2011,10,20.083178887316024,179.76991480016835
RIO DE JANEIRO - VILA MILITAR,RJ,-22.861389,-43.411389,30.43,A621,2011,10,22.78447152004452,99.5773488821996
SAO PAULO - MIRANTE,SP,-23.496289,-46.620067,785.64,A701,2011,10,19.477318987282388,119.95169168138631
CAMPOS DO JORDAO,SP,-22.750278,-45.603889,1662.95,A706,2011,10,17.336150577504156,167.3704350533498
CORUMBA,MS,-18.996667,-57.6375,111.73,A724,2011,10,27.500399464432917,141.05020111227162
SANTA MARIA,RS,-29.725,-53.720556,105.0,A803,2011,10,18.17307514067619,242.4153650345815
URUGUAIANA,RS,-29.84,-57.081944,74.29,A809,2011,10,19.484792840609032,202.78964584493764
MAL. CANDIDO RONDON,PR,-24.533333,-54.019167,392.07,A820,2011,10,23.00926728197328,193.2634079995168
NOVA TEBAS,PR,-24.433889,-51.953889,660.0,A822,2011,10,20.876578164869784,290.36372547769673
RIO NEGRINHO,SC,-26.248611,-49.574167,856.0,A862,2011,10,17.326156562887263,169.2918205800069
MORRETES,PR,-25.508889,-48.808611,50.31,A873,2011,10,19.70008811950686,226.50669162893422
CUIABA,MT,-15.606944,-56.060833,184.0,A901,2011,10,27.166601476361677,149.23128133440144
PORTO VELHO,RO,-8.793611,-63.845833,86.7,A925,2011,10,26.489560145716553,207.31256549978383
GOIANIA,GO,-16.642778,-49.220278,727.3,A002,2011,11,22.631535466512048,166.2264507357527
PALMAS,TO,-10.147778,-48.314444,267.0,A009,2011,11,24.65675519307456,353.1277220789839
POSSE,GO,-14.089167,-46.366389,830.0,A017,2011,11,21.975632688734265,299.87287932080517
BELEM,PA,-1.411111,-48.439444,21.17,A201,2011,11,27.853391477796777,51.346037918751364
ITAITUBA,PA,-4.276944,-55.993056,24.46,A231,2011,11,26.47498707241482,221.9597887341429
CABROBO,PE,-8.503889,-39.315278,342.74,A329,2011,11,27.69276864793568,8.479480082218771
MORADA NOVA,CE,-5.091111,-38.364722,93.0,A332,2011,11,28.350510618421765,6.279755765621786
CAMPOS SALES,CE,-7.077778,-40.362778,577.95,A347,2011,11,26.290454737345385,15.22110813302291
PALMARES,PE,-8.666667,-35.568056,164.01,A357,2011,11,24.245961464775974,57.92303794068587
BARREIRAS,BA,-12.124722,-45.026944,474.17,A402,2011,11,24.266680865817648,139.31258433503402
FEIRA DE SANTANA,BA,-12.196111,-38.9675,229.64,A413,2011,11,24.184145058525928,76.62842088383925
MONTES CLAROS,MG,-16.686389,-43.843889,645.87,A506,2011,11,21.945877371894028,191.36192315263045
PICO DO COUTO,RJ,-22.464722,-43.291389,1777.0,A610,2011,11,19.031003782484277,235.1690571848799
RIO DE JANEIRO - VILA MILITAR,RJ,-22.861389,-43.411389,30.43,A621,2011,11,22.258624225192648,131.21466749352706
SAO PAULO - MIRANTE,SP,-23.496289,-46.620067,785.64,A701,2011,11,18.492478391859265,190.8323507849623
CAMPOS DO JORDAO,SP,-22.750278,-45.603889,1662.95,A706,2011,11,16.461534923977354,260.51977687520275
CORUMBA,MS,-18.996667,-57.6375,111.73,A724,2011,11,28.86733462015792,73.93102758569015
SANTA MARIA,RS,-29.725,-53.720556,105.0,A803,2011,11,20.994746186998157,38.43951635998977
URUGUAIANA,RS,-29.84,-57.081944,74.29,A809,2011,11,22.821124225192648,98.54229205292953
MAL. CANDIDO RONDON,PR,-24.533333,-54.019167,392.07,A820,2011,11,23.196175765991256,151.4743607584883
NOVA TEBAS,PR,-24.433889,-51.953889,660.0,A822,2011,11,20.79622459411621,173.09250348252547
RIO NEGRINHO,SC,-26.248611,-49.574167,856.0,A862,2011,11,16.928334511650974,99.295352036183
MORRETES,PR,-25.508889,-48.808611,50.31,A873,2011,11,19.503453869289842,158.2442116085936
CUIABA,MT,-15.606944,-56.060833,184.0,A901,2011,11,27.73214853074819,88.47964220685256
PORTO VELHO,RO,-8.793611,-63.845833,86.7,A925,2011,11,26.034598075019005,234.66948085469497
GOIANIA,GO,-16.642778,-49.220278,727.3,A002,2011,12,22.411274723340114,234.6431542258749
PALMAS,TO,-10.147778,-48.314444,267.0,A009,2011,12,25.493190465947634,274.58841391615965
POSSE,GO,-14.089167,-46.366389,830.0,A017,2011,12,23.085228856404626,242.84964092784023
BELEM,PA,-1.411111,-48.439444,21.17,A201,2011,12,28.098173559865643,37.448980293799394
ITAITUBA,PA,-4.276944,-55.993056,24.46,A231,2011,12,26.82739272989255,135.31164117865657
CABROBO,PE,-8.503889,-39.315278,342.74,A329,2011,12,29.11764968133747,2.52651461176967
MORADA NOVA,CE,-5.091111,-38.364722,93.0,A332,2011,12,28.33047992747322,6.196476898718828
CAMPOS SALES,CE,-7.077778,-40.362778,577.95,A347,2011,12,26.526645607076716,11.273764453459734
PALMARES,PE,-8.666667,-35.568056,164.01,A357,2011,12,24.85485198728503,41.97869487814998
BARREIRAS,BA,-12.124722,-45.026944,474.17,A402,2011,12,25.169683136478568,139.34987076335048
FEIRA DE SANTANA,BA,-12.196111,-38.9675,229.64,A413,2011,12,25.97801436967751,56.67831786685085
MONTES CLAROS,MG,-16.686389,-43.843889,645.87,A506,2011,12,22.63222723930113,245.780848346282
PICO DO COUTO,RJ,-22.464722,-43.291389,1777.0,A610,2011,12,21.192755738125072,279.6772349696646
RIO DE JANEIRO - VILA MILITAR,RJ,-22.861389,-43.411389,30.43,A621,2011,12,24.22077678147184,169.20600124411678
SAO PAULO - MIRANTE,SP,-23.496289,-46.620067,785.64,A701,2011,12,20.84438806759414,182.8412342887411
CAMPOS DO JORDAO,SP,-22.750278,-45.603889,1662.95,A706,2011,12,18.17794191504038,282.64460750632384
CORUMBA,MS,-18.996667,-57.6375,111.73,A724,2011,12,28.522626474852245,153.10909637026882
SANTA MARIA,RS,-29.725,-53.720556,105.0,A803,2011,12,22.995369355396576,52.02690549903011
URUGUAIANA,RS,-29.84,-57.081944,74.29,A809,2011,12,24.228308388494725,106.50125928931331
MAL. CANDIDO RONDON,PR,-24.533333,-54.019167,392.07,A820,2011,12,24.858075693602245,86.32517643981075
NOVA TEBAS,PR,-24.433889,-51.953889,660.0,A822,2011,12,23.1201777181318,84.99262519888973
RIO NEGRINHO,SC,-26.248611,-49.574167,856.0,A862,2011,12,19.081296354724543,150.9196240525732
MORRETES,PR,-25.508889,-48.808611,50.31,A873,2011,12,22.308494145383122,278.3825922828207
CUIABA,MT,-15.606944,-56.060833,184.0,A901,2011,12,27.21474939571914,151.65265687518215
PORTO VELHO,RO,-8.793611,-63.845833,86.7,A925,2011,12,25.374118095315907,358.4152985435019
GOIANIA,GO,-16.642778,-49.220278,727.3,A002,2012,1,22.2286093393962,301.94089657976167
PALMAS,TO,-10.147778,-48.314444,267.0,A009,2012,1,24.459227723972788,443.448626467724
POSSE,GO,-14.089167,-46.366389,830.0,A017,2012,1,22.84252588005478,291.34356326772706
BELEM,PA,-1.411111,-48.439444,21.17,A201,2012,1,26.565904051257746,201.89618415548338
ITAITUBA,PA,-4.276944,-55.993056,24.46,A231,2012,1,24.99344416382496,381.4351791830255
CABROBO,PE,-8.503889,-39.315278,342.74,A329,2012,1,28.62540873455748,15.606158444423812
MORADA NOVA,CE,-5.091111,-38.364722,93.0,A332,2012,1,28.02296155293783,49.93439562036528
CAMPOS SALES,CE,-7.077778,-40.362778,577.95,A347,2012,1,25.421084032776548,91.40180892660155
PALMARES,PE,-8.666667,-35.568056,164.01,A357,2012,1,24.56287198220531,94.93620044900908
BARREIRAS,BA,-12.124722,-45.026944,474.17,A402,2012,1,24.807847410632746,135.45540816499724
FEIRA DE SANTANA,BA,-12.196111,-38.9675,229.64,A413,2012,1,26.263442693730838,31.24261743738188
MONTES CLAROS,MG,-16.686389,-43.843889,645.87,A506,2012,1,23.44532483418783,118.86596030904784
PICO DO COUTO,RJ,-22.464722,-43.291389,1777.0,A610,2012,1,21.496216341244292,423.240148493786
RIO DE JANEIRO - VILA MILITAR,RJ,-22.861389,-43.411389,30.43,A621,2012,1,24.56878386056553,261.99055559350984
SAO PAULO - MIRANTE,SP,-23.496289,-46.620067,785.64,A701,2012,1,20.480885360061507,239.3864924402429
CAMPOS DO JORDAO,SP,-22.750278,-45.603889,1662.95,A706,2012,1,17.579431542017176,335.64228660776155
CORUMBA,MS,-18.996667,-57.6375,111.73,A724,2012,1,27.506394117621994,160.90392417623534
SANTA MARIA,RS,-29.725,-53.720556,105.0,A803,2012,1,24.944597662648846,52.98287517740263
URUGUAIANA,RS,-29.84,-57.081944,74.29,A809,2012,1,26.74610345901982,48.31002003862395
MAL. CANDIDO RONDON,PR,-24.533333,-54.019167,392.07,A820,2012,1,25.020126371486242,144.97277981950774
NOVA TEBAS,PR,-24.433889,-51.953889,660.0,A822,2012,1,22.682910414665002,184.63704831316008
RIO NEGRINHO,SC,-26.248611,-49.574167,856.0,A862,2012,1,19.519892731533275,216.74304551794066
MORRETES,PR,-25.508889,-48.808611,50.31,A873,2012,1,22.52581773573354,304.7779435606195
CUIABA,MT,-15.606944,-56.060833,184.0,A901,2012,1,26.008717391311507,234.81037563993468
PORTO VELHO,RO,-8.793611,-63.845833,86.7,A925,2012,1,24.996985515471465,399.6225530595972
GOIANIA,GO,-16.642778,-49.220278,727.3,A002,2012,2,23.014860648670435,142.57606611761275
PALMAS,TO,-10.147778,-48.314444,267.0,A009,2012,2,24.737449549532528,307.9487507155818
POSSE,GO,-14.089167,-46.366389,830.0,A017,2012,2,23.28772568099805,118.93956110986892
BELEM,PA,-1.411111,-48.439444,21.17,A201,2012,2,25.662125151184796,292.00881467374984
ITAITUBA,PA,-4.276944,-55.993056,24.46,A231,2012,2,24.75195487011439,367.5541703513545
CABROBO,PE,-8.503889,-39.315278,342.74,A329,2012,2,28.104348009482237,25.192019801465904
MORADA NOVA,CE,-5.091111,-38.364722,93.0,A332,2012,2,27.16708373146497,92.38752470525924
CAMPOS SALES,CE,-7.077778,-40.362778,577.95,A347,2012,2,24.393660262535377,113.29059050592605
PALMARES,PE,-8.666667,-35.568056,164.01,A357,2012,2,24.54267584263596,70.96436367544356
BARREIRAS,BA,-12.124722,-45.026944,474.17,A402,2012,2,25.04876252097648,51.36106656107131
FEIRA DE SANTANA,BA,-12.196111,-38.9675,229.64,A413,2012,2,25.59661969590462,49.515036206571494
MONTES CLAROS,MG,-16.686389,-43.843889,645.87,A506,2012,2,24.684190412499447,25.1837943604869
PICO DO COUTO,RJ,-22.464722,-43.291389,1777.0,A610,2012,2,22.96400363089026,106.5160606912059
RIO DE JANEIRO - VILA MILITAR,RJ,-22.861389,-43.411389,30.43,A621,2012,2,26.298989824317005,49.37612758192245
SAO PAULO - MIRANTE,SP,-23.496289,-46.620067,785.64,A701,2012,2,22.816871020437702,138.93675551923934
CAMPOS DO JORDAO,SP,-22.750278,-45.603889,1662.95,A706,2012,2,19.44087200822503,198.2863073161525
CORUMBA,MS,-18.996667,-57.6375,111.73,A724,2012,2,27.259627059410377,156.0511563828868
SANTA MARIA,RS,-29.725,-53.720556,105.0,A803,2012,2,25.91508851325375,151.44538627180282
URUGUAIANA,RS,-29.84,-57.081944,74.29,A809,2012,2,27.796396882506656,91.13923953088943
MAL. CANDIDO RONDON,PR,-24.533333,-54.019167,392.07,A820,2012,2,26.513011353591423,114.40439270052138
NOVA TEBAS,PR,-24.433889,-51.953889,660.0,A822,2012,2,24.364413899388808,117.06693218263808
RIO NEGRINHO,SC,-26.248611,-49.574167,856.0,A862,2012,2,21.844063234877353,151.42138050111953
MORRETES,PR,-25.508889,-48.808611,50.31,A873,2012,2,24.714660284985086,249.98658643278304
CUIABA,MT,-15.606944,-56.060833,184.0,A901,2012,2,26.44579972015032,148.7708066514415
PORTO VELHO,RO,-8.793611,-63.845833,86.7,A925,2012,2,24.705135994396016,360.792142610876
GOIANIA,GO,-16.642778,-49.220278,727.3,A002,2012,3,23.388736035746945,118.0182437073789
PALMAS,TO,-10.147778,-48.314444,267.0,A009,2012,3,25.34785691948349,229.6781877648435
POSSE,GO,-14.089167,-46.366389,830.0,A017,2012,3,24.2530883542953,184.89952782507757
BELEM,PA,-1.411111,-48.439444,21.17,A201,2012,3,25.367868575229465,528.1798283230863
ITAITUBA,PA,-4.276944,-55.993056,24.46,A231,2012,3,25.09663621635849,358.6167881857954
CABROBO,PE,-8.503889,-39.315278,342.74,A329,2012,3,28.91456506380473,4.330922163685358
MORADA NOVA,CE,-5.091111,-38.364722,93.0,A332,2012,3,27.691588543307432,44.11636690016607
CAMPOS SALES,CE,-7.077778,-40.362778,577.95,A347,2012,3,24.6759845446515,70.76390484686712
PALMARES,PE,-8.666667,-35.568056,164.01,A357,2012,3,24.8309823395104,52.4383972060285
BARREIRAS,BA,-12.124722,-45.026944,474.17,A402,2012,3,26.537173535746945,42.682711280544794
FEIRA DE SANTANA,BA,-12.196111,-38.9675,229.64,A413,2012,3,26.646637791459284,12.659807003696955
MONTES CLAROS,MG,-16.686389,-43.843889,645.87,A506,2012,3,24.910136405370565,57.248745359142816
PICO DO COUTO,RJ,-22.464722,-43.291389,1777.0,A610,2012,3,21.761355008361193,256.6303054463468
RIO DE JANEIRO - VILA MILITAR,RJ,-22.861389,-43.411389,30.43,A621,2012,3,25.224067121936457,111.13331118937353
SAO PAULO - MIRANTE,SP,-23.496289,-46.620067,785.64,A701,2012,3,21.159918516425705,93.62733761187414
CAMPOS DO JORDAO,SP,-22.750278,-45.603889,1662.95,A706,2012,3,18.364479483327557,163.29114536162237
CORUMBA,MS,-18.996667,-57.6375,111.73,A724,2012,3,26.9339965574203,121.78203860636572
SANTA MARIA,RS,-29.725,-53.720556,105.0,A803,2012,3,22.779941197877292,50.14034012671331
URUGUAIANA,RS,-29.84,-57.081944,74.29,A809,2012,3,24.21287340553863,45.82073191519598
MAL. CANDIDO RONDON,PR,-24.533333,-54.019167,392.07,A820,2012,3,24.478036375968713,65.92524448748449
NOVA TEBAS,PR,-24.433889,-51.953889,660.0,A822,2012,3,23.079551622944507,54.37899032946447
RIO NEGRINHO,SC,-26.248611,-49.574167,856.0,A862,2012,3,19.73579637260849,62.162030733784235
MORRETES,PR,-25.508889,-48.808611,50.31,A873,2012,3,22.9396117917953,155.37015000696996
CUIABA,MT,-15.606944,-56.060833,184.0,A901,2012,3,26.381986728791276,126.8412063490949
PORTO VELHO,RO,-8.793611,-63.845833,86.7,A925,2012,3,25.10143239831416,339.7999594580732
GOIANIA,GO,-16.642778,-49.220278,727.3,A002,2012,4,23.287149153815392,84.48732963772088
PALMAS,TO,-10.147778,-48.314444,267.0,A009,2012,4,26.11538537343347,114.85095641584664
POSSE,GO,-14.089167,-46.366389,830.0,A017,2012,4,25.03609663645426,20.396690284922414
BELEM,PA,-1.411111,-48.439444,21.17,A201,2012,4,26.11720557742649,294.9321748969105
ITAITUBA,PA,-4.276944,-55.993056,24.46,A231,2012,4,25.43007450103761,249.8913588282612
CABROBO,PE,-8.503889,-39.315278,342.74,A329,2012,4,28.08016673194038,3.0069904682186177
MORADA NOVA,CE,-5.091111,-38.364722,93.0,A332,2012,4,28.554209158155686,30.37338278265267
CAMPOS SALES,CE,-7.077778,-40.362778,577.95,A347,2012,4,26.176868120829283,15.704687154009633
PALMARES,PE,-8.666667,-35.568056,164.01,A357,2012,4,24.828720876905663,36.60162857742577
BARREIRAS,BA,-12.124722,-45.026944,474.17,A402,2012,4,27.74087636735709,1.7258258816745808
FEIRA DE SANTANA,BA,-12.196111,-38.9675,229.64,A413,2012,4,26.158028602600098,15.57778141470223
MONTES CLAROS,MG,-16.686389,-43.843889,645.87,A506,2012,4,25.25760000016959,6.495292699053579
PICO DO COUTO,RJ,-22.464722,-43.291389,1777.0,A610,2012,4,20.66713504791261,127.28393397302895
RIO DE JANEIRO - VILA MILITAR,RJ,-22.861389,-43.411389,30.43,A621,2012,4,23.887683550516783,93.42317602606087
SAO PAULO - MIRANTE,SP,-23.496289,-46.620067,785.64,A701,2012,4,19.972766558329283,139.14625666113167
CAMPOS DO JORDAO,SP,-22.750278,-45.603889,1662.95,A706,2012,4,17.301333724127915,175.1399817225483
CORUMBA,MS,-18.996667,-57.6375,111.73,A724,2012,4,26.29445980919735,99.69023189516335
SANTA MARIA,RS,-29.725,-53.720556,105.0,A803,2012,4,18.34437842898899,113.67396584720879
URUGUAIANA,RS,-29.84,-57.081944,74.29,A809,2012,4,19.57089481353762,190.7388525363949
MAL. CANDIDO RONDON,PR,-24.533333,-54.019167,392.07,A820,2012,4,22.303951454162643,205.3933473584202
NOVA TEBAS,PR,-24.433889,-51.953889,660.0,A822,2012,4,21.04824941423209,171.999338483527
RIO NEGRINHO,SC,-26.248611,-49.574167,856.0,A862,2012,4,17.823715994093163,164.44438270302086
MORRETES,PR,-25.508889,-48.808611,50.31,A873,2012,4,20.988972070482077,175.01169762583046
CUIABA,MT,-15.606944,-56.060833,184.0,A901,2012,4,26.596323415968186,110.85489711733132
PORTO VELHO,RO,-8.793611,-63.845833,86.7,A925,2012,4,25.56227393680149,213.08511069984704
GOIANIA,GO,-16.642778,-49.220278,727.3,A002,2012,5,21.49916561495877,33.108004168543204
PALMAS,TO,-10.147778,-48.314444,267.0,A009,2012,5,26.593422272384828,45.4896770277351
POSSE,GO,-14.089167,-46.366389,830.0,A017,2012,5,23.15216828212948,39.55426140216289
BELEM,PA,-1.411111,-48.439444,21.17,A201,2012,5,26.281814829508505,166.49579329875408
ITAITUBA,PA,-4.276944,-55.993056,24.46,A231,2012,5,25.536416749031332,147.47858865645824
CABROBO,PE,-8.503889,-39.315278,342.74,A329,2012,5,26.516825120167084,7.754915193590506
MORADA NOVA,CE,-5.091111,-38.364722,93.0,A332,2012,5,28.538666518016555,16.012542680773123
CAMPOS SALES,CE,-7.077778,-40.362778,577.95,A347,2012,5,26.09173953968991,4.931160048517569
PALMARES,PE,-8.666667,-35.568056,164.01,A357,2012,5,24.09364803683377,57.323165968927725
BARREIRAS,BA,-12.124722,-45.026944,474.17,A402,2012,5,25.70243499919934,32.613613442453726
FEIRA DE SANTANA,BA,-12.196111,-38.9675,229.64,A413,2012,5,24.195895705684563,60.19843442824779
MONTES CLAROS,MG,-16.686389,-43.843889,645.87,A506,2012,5,21.480765812371374,52.84959895995556
PICO DO COUTO,RJ,-22.464722,-43.291389,1777.0,A610,2012,5,17.167073986094522,88.00932093051372
RIO DE JANEIRO - VILA MILITAR,RJ,-22.861389,-43.411389,30.43,A621,2012,5,20.483790005919786,92.19675584224163
SAO PAULO - MIRANTE,SP,-23.496289,-46.620067,785.64,A701,2012,5,16.611625187371374,37.80131860164104
CAMPOS DO JORDAO,SP,-22.750278,-45.603889,1662.95,A706,2012,5,13.623758713917084,35.54148300078808
CORUMBA,MS,-18.996667,-57.6375,111.73,A724,2012,5,23.374186616302836,160.47575397876201
SANTA MARIA,RS,-29.725,-53.720556,105.0,A803,2012,5,16.847365274737,52.37553341773449
URUGUAIANA,RS,-29.84,-57.081944,74.29,A809,2012,5,18.22060116183377,31.908952430757864
MAL. CANDIDO RONDON,PR,-24.533333,-54.019167,392.07,A820,2012,5,19.143688989454745,133.05851145175396
NOVA TEBAS,PR,-24.433889,-51.953889,660.0,A822,2012,5,17.372784776585092,95.7957140961021
RIO NEGRINHO,SC,-26.248611,-49.574167,856.0,A862,2012,5,14.756190564555538,59.48107762721477
MORRETES,PR,-25.508889,-48.808611,50.31,A873,2012,5,18.325455622519257,131.0369603195518
CUIABA,MT,-15.606944,-56.060833,184.0,A901,2012,5,24.808854060019257,45.273252562555655
PORTO VELHO,RO,-8.793611,-63.845833,86.7,A925,2012,5,25.26602444392381,140.2055702963203
GOIANIA,GO,-16.642778,-49.220278,727.3,A002,2012,6,22.267226748996336,20.817434374976074
PALMAS,TO,-10.147778,-48.314444,267.0,A009,2012,6,26.79912779066302,2.650177066016113
POSSE,GO,-14.089167,-46.366389,830.0,A017,2012,6,23.832116614447727,1.1176522418736567
BELEM,PA,-1.411111,-48.439444,21.17,A201,2012,6,25.998704613579662,138.50206691472522
ITAITUBA,PA,-4.276944,-55.993056,24.46,A231,2012,6,25.45749910142689,83.9555617019414
CABROBO,PE,-8.503889,-39.315278,342.74,A329,2012,6,25.507165442572727,5.953630392241394
MORADA NOVA,CE,-5.091111,-38.364722,93.0,A332,2012,6,27.910512881808813,17.656153027701293
CAMPOS SALES,CE,-7.077778,-40.362778,577.95,A347,2012,6,25.13084708319775,5.316546146559631
PALMARES,PE,-8.666667,-35.568056,164.01,A357,2012,6,22.95049497816302,88.04570693223468
BARREIRAS,BA,-12.124722,-45.026944,474.17,A402,2012,6,25.41635598076715,0.16505080907336378
FEIRA DE SANTANA,BA,-12.196111,-38.9675,229.64,A413,2012,6,22.96929380628802,44.41032368390552
MONTES CLAROS,MG,-16.686389,-43.843889,645.87,A506,2012,6,21.86203197903103,0.7904525443791499
PICO DO COUTO,RJ,-22.464722,-43.291389,1777.0,A610,2012,6,18.118838077121325,72.98203367440692
RIO DE JANEIRO - VILA MILITAR,RJ,-22.861389,-43.411389,30.43,A621,2012,6,21.037029266357422,76.91543359010211
SAO PAULO - MIRANTE,SP,-23.496289,-46.620067,785.64,A701,2012,6,16.8174139234755,177.03600782601825
CAMPOS DO JORDAO,SP,-22.750278,-45.603889,1662.95,A706,2012,6,14.240493350558836,111.83675188271991
CORUMBA,MS,-18.996667,-57.6375,111.73,A724,2012,6,22.137411753336607,44.199055020499145
SANTA MARIA,RS,-29.725,-53.720556,105.0,A803,2012,6,13.44749747382275,62.85395282952777
URUGUAIANA,RS,-29.84,-57.081944,74.29,A809,2012,6,14.397871822781042,85.53575534074298
MAL. CANDIDO RONDON,PR,-24.533333,-54.019167,392.07,A820,2012,6,17.81609013875328,194.6384664222478
NOVA TEBAS,PR,-24.433889,-51.953889,660.0,A822,2012,6,16.199705590142173,279.47964328973285
RIO NEGRINHO,SC,-26.248611,-49.574167,856.0,A862,2012,6,13.38229565090603,198.62646419255725
MORRETES,PR,-25.508889,-48.808611,50.31,A873,2012,6,16.59049335055886,244.56506032197467
CUIABA,MT,-15.606944,-56.060833,184.0,A901,2012,6,24.061757998996313,55.63967484681598
PORTO VELHO,RO,-8.793611,-63.845833,86.7,A925,2012,6,25.031937577989368,73.03141612260333
GOIANIA,GO,-16.642778,-49.220278,727.3,A002,2012,7,22.208730746853746,0.4710905096878548
PALMAS,TO,-10.147778,-48.314444,267.0,A009,2012,7,26.70029608203521,0.028347208296253257
POSSE,GO,-14.089167,-46.366389,830.0,A017,2012,7,23.224442377398134,0.03468020180363851
BELEM,PA,-1.411111,-48.439444,21.17,A201,2012,7,25.90274378868844,134.2881224892487
ITAITUBA,PA,-4.276944,-55.993056,24.46,A231,2012,7,25.934474194434415,56.066995098387196
CABROBO,PE,-8.503889,-39.315278,342.74,A329,2012,7,23.627547426121225,8.01650209644933
MORADA NOVA,CE,-5.091111,-38.364722,93.0,A332,2012,7,27.656395397391407,7.520457341467335
CAMPOS SALES,CE,-7.077778,-40.362778,577.95,A347,2012,7,23.934188051121225,0.27399285057683187
PALMARES,PE,-8.666667,-35.568056,164.01,A357,2012,7,21.852114798433036,88.09121473053594
BARREIRAS,BA,-12.124722,-45.026944,474.17,A402,2012,7,24.357856040872548,0.030194952284290366
FEIRA DE SANTANA,BA,-12.196111,-38.9675,229.64,A413,2012,7,22.033558535832242,23.815026118551685
MONTES CLAROS,MG,-16.686389,-43.843889,645.87,A506,2012,7,21.24902445065078,0.5437783739914437
PICO DO COUTO,RJ,-22.464722,-43.291389,1777.0,A610,2012,7,17.027415642687117,32.09096713284154
RIO DE JANEIRO - VILA MILITAR,RJ,-22.861389,-43.411389,30.43,A621,2012,7,20.02103648442096,30.087595417295887
SAO PAULO - MIRANTE,SP,-23.496289,-46.620067,785.64,A701,2012,7,15.930197795744903,82.91473014572759
CAMPOS DO JORDAO,SP,-22.750278,-45.603889,1662.95,A706,2012,7,13.344433556833621,38.90547676304479
CORUMBA,MS,-18.996667,-57.6375,111.73,A724,2012,7,21.449466528943788,4.870911671911671
SANTA MARIA,RS,-29.725,-53.720556,105.0,A803,2012,7,11.440748345980126,141.17792768696447
URUGUAIANA,RS,-29.84,-57.081944,74.29,A809,2012,7,11.672065025247548,44.235428406988575
MAL. CANDIDO RONDON,PR,-24.533333,-54.019167,392.07,A820,2012,7,17.24387912134972,58.03725643376012
NOVA TEBAS,PR,-24.433889,-51.953889,660.0,A822,2012,7,15.731204810193788,62.18524797180791
RIO NEGRINHO,SC,-26.248611,-49.574167,856.0,A862,2012,7,12.806788647559415,186.84053940991063
MORRETES,PR,-25.508889,-48.808611,50.31,A873,2012,7,15.923676878406184,191.66762156704564
CUIABA,MT,-15.606944,-56.060833,184.0,A901,2012,7,23.679328865133357,1.4323644183029671
PORTO VELHO,RO,-8.793611,-63.845833,86.7,A925,2012,7,26.160734800113175,3.830631806646778
GOIANIA,GO,-16.642778,-49.220278,727.3,A002,2012,8,22.86600255248368,0.030949046308847983
PALMAS,TO,-10.147778,-48.314444,267.0,A009,2012,8,27.14796922335063,0.019311239416452963
POSSE,GO,-14.089167,-46.366389,830.0,A017,2012,8,22.895422810380182,0.09873442857966097
BELEM,PA,-1.411111,-48.439444,21.17,A201,2012,8,26.707678669755182,47.374277641470286
ITAITUBA,PA,-4.276944,-55.993056,24.46,A231,2012,8,27.716861507456827,8.27798180788264
CABROBO,PE,-8.503889,-39.315278,342.74,A329,2012,8,23.55827773309528,7.263317038709971
MORADA NOVA,CE,-5.091111,-38.364722,93.0,A332,2012,8,28.225684697140935,0.22576682775721224
CAMPOS SALES,CE,-7.077778,-40.362778,577.95,A347,2012,8,23.80808347066244,0.06352298467859896
PALMARES,PE,-8.666667,-35.568056,164.01,A357,2012,8,21.44469458877404,77.87658207624659
BARREIRAS,BA,-12.124722,-45.026944,474.17,A402,2012,8,24.438391560380182,0.36767058580622347
FEIRA DE SANTANA,BA,-12.196111,-38.9675,229.64,A413,2012,8,21.53982542714766,54.278253843481394
MONTES CLAROS,MG,-16.686389,-43.843889,645.87,A506,2012,8,20.755979135985058,2.451925804312083
PICO DO COUTO,RJ,-22.464722,-43.291389,1777.0,A610,2012,8,17.0216172618251,36.47455506532893
RIO DE JANEIRO - VILA MILITAR,RJ,-22.861389,-43.411389,30.43,A621,2012,8,20.436097163538818,15.200763275320384
SAO PAULO - MIRANTE,SP,-23.496289,-46.620067,785.64,A701,2012,8,17.55988696108585,5.6195252439330545
CAMPOS DO JORDAO,SP,-22.750278,-45.603889,1662.95,A706,2012,8,14.3651231212001,8.659585644895884
CORUMBA,MS,-18.996667,-57.6375,111.73,A724,2012,8,25.8639024180751,0.07647209375605257
SANTA MARIA,RS,-29.725,-53.720556,105.0,A803,2012,8,17.962726867839876,60.557364751989695
