ano_mes,codigo,nome,uf,PR_soma_mm,PR_dias_validos,Tmed_media,T_dias_validos,dias_no_mes
2013-03,A822,NOVA TEBAS,PR,268.3999994546175,30,22.696666590372722,30,31
2013-04,A822,NOVA TEBAS,PR,82.80000081658363,29,21.0533331712087,30,30
2013-05,A822,NOVA TEBAS,PR,100.19999811053276,28,19.189285687037877,28,31
2013-06,A822,NOVA TEBAS,PR,167.40000104904175,25,18.394999957084657,20,30
2013-07,A822,NOVA TEBAS,PR,62.40000103414059,29,16.990740762816536,27,31
2013-08,A822,NOVA TEBAS,PR,8.400000005960464,30,18.275806446229257,31,31
2013-09,A822,NOVA TEBAS,PR,10.600000232458115,24,20.423333390553793,30,30
2013-10,A822,NOVA TEBAS,PR,67.99999924004078,20,21.759677348598355,31,31
2013-11,A822,NOVA TEBAS,PR,11.199999690055847,23,23.764999866485596,30,30
2013-12,A822,NOVA TEBAS,PR,35.00000058114529,26,26.656451440626576,31,31
2014-01,A822,NOVA TEBAS,PR,,0,26.550000006152736,31,31
2014-02,A822,NOVA TEBAS,PR,99.19999925792217,25,25.84782596256422,23,28
2014-03,A822,NOVA TEBAS,PR,,0,,0,31
2014-04,A822,NOVA TEBAS,PR,,0,,0,30
2014-05,A822,NOVA TEBAS,PR,,0,,11,31
2014-06,A822,NOVA TEBAS,PR,312.79999354481697,29,17.999999944368998,30,30
2014-07,A822,NOVA TEBAS,PR,124.00000351667404,31,16.967741935483872,31,31
2014-08,A822,NOVA TEBAS,PR,33.800001204013824,31,19.472580625164895,31,31
2014-09,A822,NOVA TEBAS,PR,364.4000021368265,30,20.94999990463257,30,30
2014-10,A822,NOVA TEBAS,PR,92.39999878406525,31,23.811290294893325,31,31
2014-11,A822,NOVA TEBAS,PR,12.200000181794167,25,23.816666682561237,30,30
2014-12,A822,NOVA TEBAS,PR,0.800000011920929,31,24.574193523776145,31,31
2015-01,A822,NOVA TEBAS,PR,0.0,31,25.60806446690713,31,31
2015-02,A822,NOVA TEBAS,PR,0.0,22,24.45892858505249,28,28
2015-03,A822,NOVA TEBAS,PR,0.0,31,24.401612927836755,31,31
2015-04,A822,NOVA TEBAS,PR,6.599999815225601,30,22.685000085830687,30,30
2015-05,A822,NOVA TEBAS,PR,0.0,31,19.22903227036999,31,31
2015-06,A822,NOVA TEBAS,PR,0.0,30,18.40000003973643,30,30
2015-07,A822,NOVA TEBAS,PR,12.599999859929085,30,17.226785719394684,28,31
2015-08,A822,NOVA TEBAS,PR,48.999999195337296,31,20.919354715654926,31,31
2015-09,A822,NOVA TEBAS,PR,191.4000011831522,30,21.891666634877524,30,30
2015-10,A822,NOVA TEBAS,PR,226.99999828636646,31,23.479032408806585,31,31
2015-11,A822,NOVA TEBAS,PR,382.79999765753746,30,23.111666631698608,30,30
2015-12,A822,NOVA TEBAS,PR,228.40000034868717,30,24.644827579629833,29,31
2016-01,A822,NOVA TEBAS,PR,115.99999916553497,30,25.19999992052714,30,31
2016-02,A822,NOVA TEBAS,PR,79.00000090897083,29,25.67068964859535,29,29
2016-03,A822,NOVA TEBAS,PR,30.999999910593033,31,23.91612889689784,31,31
2016-04,A822,NOVA TEBAS,PR,,0,24.5758621158271,29,30
2016-05,A822,NOVA TEBAS,PR,27.599999979138374,24,18.124999970197678,24,31
2016-06,A822,NOVA TEBAS,PR,141.99999798834324,28,15.608620785048295,29,30
2016-07,A822,NOVA TEBAS,PR,,0,17.609677372440213,31,31
2016-08,A822,NOVA TEBAS,PR,21.40000033378601,25,18.312903265799246,31,31
2016-09,A822,NOVA TEBAS,PR,6.400000154972076,30,19.239999945958456,30,30
2016-10,A822,NOVA TEBAS,PR,80.20000070333481,28,21.461290297969693,31,31
2016-11,A822,NOVA TEBAS,PR,48.19999943673611,30,22.88499995867411,30,30
2016-12,A822,NOVA TEBAS,PR,239.799998909235,31,23.55967741627847,31,31
2017-01,A822,NOVA TEBAS,PR,168.400000333786,31,24.314516190559633,31,31
2017-02,A822,NOVA TEBAS,PR,93.6000000089407,28,25.005356992994034,28,28
2017-03,A822,NOVA TEBAS,PR,124.60000279545784,31,23.437096734200754,31,31
2017-04,A822,NOVA TEBAS,PR,151.20000153779984,30,20.608333428700764,30,30
2017-05,A822,NOVA TEBAS,PR,197.39999888837337,31,19.6645160951922,31,31
2017-06,A822,NOVA TEBAS,PR,172.19999788701534,22,16.661904704003106,21,30
2017-07,A822,NOVA TEBAS,PR,4.400000095367432,27,17.572222146723007,27,31
2017-08,A822,NOVA TEBAS,PR,131.59999938309193,31,19.424193628372684,31,31
2017-09,A822,NOVA TEBAS,PR,39.0,30,23.79499996503194,30,30
2017-10,A822,NOVA TEBAS,PR,420.799995303154,31,21.201612972444103,31,31
2017-11,A822,NOVA TEBAS,PR,207.59999985992908,30,21.948333326975504,30,30
2017-12,A822,NOVA TEBAS,PR,214.20000027120113,28,23.966666716116446,27,31
2018-01,A822,NOVA TEBAS,PR,139.59999921917915,29,23.312903219653712,31,31
2018-02,A822,NOVA TEBAS,PR,,0,22.721428547586715,28,28
2018-03,A822,NOVA TEBAS,PR,,0,24.387037029972785,27,31
2018-04,A822,NOVA TEBAS,PR,5.999999821186066,29,22.66166664759318,30,30
2018-05,A822,NOVA TEBAS,PR,22.00000010430813,30,19.503448190360235,29,31
2018-06,A822,NOVA TEBAS,PR,61.99999977648258,30,17.384999998410542,30,30
2018-07,A822,NOVA TEBAS,PR,9.399999812245369,31,19.201612945525877,31,31
2018-08,A822,NOVA TEBAS,PR,66.39999997615814,30,17.080645199744932,31,31
2018-09,A822,NOVA TEBAS,PR,,10,,9,30
2018-10,A822,NOVA TEBAS,PR,,19,,19,31
2018-11,A822,NOVA TEBAS,PR,132.60000129044056,30,22.96166672706604,30,30
2018-12,A822,NOVA TEBAS,PR,126.20000222325325,31,24.717741935483872,31,31
2019-01,A822,NOVA TEBAS,PR,137.39999875426292,28,25.287931014751567,29,31
2019-02,A822,NOVA TEBAS,PR,,19,,19,28
2019-03,A822,NOVA TEBAS,PR,97.00000062584877,29,23.53750000681196,28,31
2019-04,A822,NOVA TEBAS,PR,42.999999538064,28,22.60172413135397,29,30
2019-05,A822,NOVA TEBAS,PR,10.00000011920929,21,20.28148153093126,27,31
2019-06,A822,NOVA TEBAS,PR,,0,19.01304352801779,23,30
2019-07,A822,NOVA TEBAS,PR,22.79999950528145,23,16.686956353809524,23,31
2019-08,A822,NOVA TEBAS,PR,9.200000032782555,31,19.25862065676985,29,31
2019-09,A822,NOVA TEBAS,PR,72.20000138878822,30,,14,30
2019-10,A822,NOVA TEBAS,PR,68.1999982893467,28,,0,31
2019-11,A822,NOVA TEBAS,PR,123.39999897778034,27,,0,30
2019-12,A822,NOVA TEBAS,PR,134.20000106096268,22,,12,31
2010-01,A706,CAMPOS DO JORDAO,SP,160.39999963343143,30,19.39516129032258,31,31
2010-02,A706,CAMPOS DO JORDAO,SP,125.39999975264072,26,19.27857138429369,28,28
2010-03,A706,CAMPOS DO JORDAO,SP,243.39999863505363,29,18.175806368550948,31,31
2010-04,A706,CAMPOS DO JORDAO,SP,127.40000168979168,23,15.438333344459533,30,30
2010-05,A706,CAMPOS DO JORDAO,SP,51.19999951124191,23,13.35161292937494,31,31
2010-06,A706,CAMPOS DO JORDAO,SP,22.999999955296516,24,11.758333390951156,30,30
2010-07,A706,CAMPOS DO JORDAO,SP,64.0000009983778,23,13.11290317966092,31,31
2010-08,A706,CAMPOS DO JORDAO,SP,1.8000000268220901,29,12.99032258506744,31,31
2010-09,A706,CAMPOS DO JORDAO,SP,88.40000000596046,29,15.595000052452088,30,30
2010-10,A706,CAMPOS DO JORDAO,SP,184.39999917149544,31,15.4806452028213,31,31
2010-11,A706,CAMPOS DO JORDAO,SP,170.39999859035015,29,16.818333331743876,30,30
2010-12,A706,CAMPOS DO JORDAO,SP,258.99999944865704,30,18.940322568339685,31,31
2011-01,A706,CAMPOS DO JORDAO,SP,385.39999870955944,31,19.035483867891372,31,31
2011-02,A706,CAMPOS DO JORDAO,SP,300.59999941289425,28,19.091071469443186,28,28
2011-03,A706,CAMPOS DO JORDAO,SP,306.4000024944544,27,17.58064514590848,31,31
2011-04,A706,CAMPOS DO JORDAO,SP,177.40000090003014,22,16.21499999364217,30,30
2011-05,A706,CAMPOS DO JORDAO,SP,37.59999959170818,29,12.845161257251617,31,31
2011-06,A706,CAMPOS DO JORDAO,SP,43.79999889433384,22,11.188333388790488,30,30
2011-07,A706,CAMPOS DO JORDAO,SP,4.200000062584877,26,13.056451555221312,31,31
2011-08,A706,CAMPOS DO JORDAO,SP,20.000000044703484,30,14.704838749862486,31,31
2011-09,A706,CAMPOS DO JORDAO,SP,27.199999690055847,29,14.813333356380463,30,30
2011-10,A706,CAMPOS DO JORDAO,SP,175.80000084638596,31,15.990322566801503,31,31
2011-11,A706,CAMPOS DO JORDAO,SP,247.20000232756138,29,15.4599999666214,30,30
2011-12,A706,CAMPOS DO JORDAO,SP,200.00000017881393,31,17.5887096928012,31,31
2012-01,A706,CAMPOS DO JORDAO,SP,296.3999946862459,31,16.977419307154992,31,31
2012-02,A706,CAMPOS DO JORDAO,SP,169.20000042021275,29,18.518965507375782,29,29
2012-03,A706,CAMPOS DO JORDAO,SP,97.80000001192093,26,17.65483880812122,31,31
2012-04,A706,CAMPOS DO JORDAO,SP,159.9999994635582,27,16.531666692097982,30,30
2012-05,A706,CAMPOS DO JORDAO,SP,81.79999855160713,28,12.574193554539834,31,31
2012-06,A706,CAMPOS DO JORDAO,SP,140.99999932944775,21,13.451666569709777,30,30
2012-07,A706,CAMPOS DO JORDAO,SP,62.99999928474426,28,12.332258111046206,31,31
2012-08,A706,CAMPOS DO JORDAO,SP,10.000000402331352,23,13.061290294893327,31,31
2012-09,A706,CAMPOS DO JORDAO,SP,36.599999606609344,29,15.29666661421458,30,30
2012-10,A706,CAMPOS DO JORDAO,SP,151.60000067949295,30,17.88548389557869,31,31
2012-11,A706,CAMPOS DO JORDAO,SP,169.59999607503414,30,16.950000031789145,30,30
2012-12,A706,CAMPOS DO JORDAO,SP,296.20000068843365,31,19.924193597608998,31,31
2013-01,A706,CAMPOS DO JORDAO,SP,390.99999468028545,31,17.912903370395785,31,31
2013-02,A706,CAMPOS DO JORDAO,SP,285.00000332295895,27,18.65000001021794,28,28
2013-03,A706,CAMPOS DO JORDAO,SP,181.19999960064888,30,17.786666679382325,30,31
2013-04,A706,CAMPOS DO JORDAO,SP,79.19999992847443,26,15.108333333333333,30,30
2013-05,A706,CAMPOS DO JORDAO,SP,90.80000178515911,29,13.67096782499744,31,31
2013-06,A706,CAMPOS DO JORDAO,SP,32.800000071525574,25,13.550000007947286,30,30
2013-07,A706,CAMPOS DO JORDAO,SP,84.39999940991402,27,12.237096824953634,31,31
2013-08,A706,CAMPOS DO JORDAO,SP,8.799999967217445,27,13.251612884383048,31,31
2013-09,A706,CAMPOS DO JORDAO,SP,55.800000458955765,27,14.905000003178914,30,30
2013-10,A706,CAMPOS DO JORDAO,SP,171.60000148415565,30,15.479032254988148,31,31
2013-11,A706,CAMPOS DO JORDAO,SP,181.99999997019768,29,16.946666622161864,30,30
2013-12,A706,CAMPOS DO JORDAO,SP,231.8000025600195,31,18.280645032082834,31,31
2014-01,A706,CAMPOS DO JORDAO,SP,81.19999898970127,31,19.545161247253418,31,31
2014-02,A706,CAMPOS DO JORDAO,SP,112.39999911189079,28,19.182142887796676,28,28
2014-03,A706,CAMPOS DO JORDAO,SP,110.60000118613243,30,18.277419397907874,31,31
2014-04,A706,CAMPOS DO JORDAO,SP,82.00000005960464,25,16.071666630109153,30,30
2014-05,A706,CAMPOS DO JORDAO,SP,40.599999472498894,24,13.520967795002845,31,31
2014-06,A706,CAMPOS DO JORDAO,SP,33.799999728798866,23,13.84999993244807,30,30
2014-07,A706,CAMPOS DO JORDAO,SP,48.399999752640724,24,11.982258089127079,31,31
2014-08,A706,CAMPOS DO JORDAO,SP,24.39999981224537,28,13.738709740100369,31,31
2014-09,A706,CAMPOS DO JORDAO,SP,71.39999866485596,30,16.253333290417988,30,30
2014-10,A706,CAMPOS DO JORDAO,SP,55.60000090301037,30,16.75161289015124,31,31
2014-11,A706,CAMPOS DO JORDAO,SP,146.3999994546175,30,17.646666638056438,30,30
2014-12,A706,CAMPOS DO JORDAO,SP,129.79999881982803,31,18.727419268700384,31,31
2015-01,A706,CAMPOS DO JORDAO,SP,108.79999859631062,31,20.1241936068381,31,31
2015-02,A706,CAMPOS DO JORDAO,SP,180.99999918043613,27,18.646428636142186,28,28
2015-03,A706,CAMPOS DO JORDAO,SP,223.99999977648258,31,17.719354844862416,31,31
2015-04,A706,CAMPOS DO JORDAO,SP,62.400001123547554,28,16.72499997615814,30,30
2015-05,A706,CAMPOS DO JORDAO,SP,76.19999971985817,23,13.590322563725133,31,31
2015-06,A706,CAMPOS DO JORDAO,SP,92.00000108778477,25,13.121666701634725,30,30
2015-07,A706,CAMPOS DO JORDAO,SP,41.79999893903732,30,13.593548374791299,31,31
2015-08,A706,CAMPOS DO JORDAO,SP,24.599999472498894,22,13.906451632899623,31,31
2015-09,A706,CAMPOS DO JORDAO,SP,137.7999999821186,30,16.856666644414265,30,30
2015-10,A706,CAMPOS DO JORDAO,SP,95.59999990463257,30,18.950000009229107,31,31
2015-11,A706,CAMPOS DO JORDAO,SP,226.40000134706497,29,18.93166667620341,30,30
2015-12,A706,CAMPOS DO JORDAO,SP,235.40000127255917,31,19.345161345697218,31,31
2016-01,A706,CAMPOS DO JORDAO,SP,287.19999918341637,31,18.470967738859116,31,31
2016-02,A706,CAMPOS DO JORDAO,SP,202.00000071525574,29,19.581034479470087,29,29
2016-03,A706,CAMPOS DO JORDAO,SP,271.4000029861927,30,18.343548436318674,31,31
2016-04,A706,CAMPOS DO JORDAO,SP,25.999999657273293,25,17.634999990463257,30,30
2016-05,A706,CAMPOS DO JORDAO,SP,80.4000007212162,23,13.63870967203571,31,31
2016-06,A706,CAMPOS DO JORDAO,SP,157.59999765455723,23,11.54166660408179,30,30
2016-07,A706,CAMPOS DO JORDAO,SP,1.8000000268220901,23,13.275806497181616,31,31
2016-08,A706,CAMPOS DO JORDAO,SP,42.199999287724495,29,13.832258086050711,31,31
2016-09,A706,CAMPOS DO JORDAO,SP,65.20000179111958,29,15.881666668256123,30,30
2016-10,A706,CAMPOS DO JORDAO,SP,123.99999961256981,31,17.227419407136978,31,31
2016-11,A706,CAMPOS DO JORDAO,SP,224.79999861121178,30,16.868333276112875,30,30
2016-12,A706,CAMPOS DO JORDAO,SP,,11,,10,31
2017-01,A706,CAMPOS DO JORDAO,SP,,0,,0,31
2017-02,A706,CAMPOS DO JORDAO,SP,,0,,0,28
2017-03,A706,CAMPOS DO JORDAO,SP,,17,,17,31
2017-04,A706,CAMPOS DO JORDAO,SP,102.40000084042549,30,15.938333336512247,30,30
2017-05,A706,CAMPOS DO JORDAO,SP,134.00000004470348,27,13.987096740353492,31,31
2017-06,A706,CAMPOS DO JORDAO,SP,31.599999740719795,28,13.00666659673055,30,30
2017-07,A706,CAMPOS DO JORDAO,SP,8.799999967217445,28,10.901612952832252,31,31
2017-08,A706,CAMPOS DO JORDAO,SP,53.20000059902668,31,13.572580672079518,31,31
2017-09,A706,CAMPOS DO JORDAO,SP,71.20000095665455,30,15.941666714350383,30,30
2017-10,A706,CAMPOS DO JORDAO,SP,136.4000019133091,31,17.896774245846657,31,31
2017-11,A706,CAMPOS DO JORDAO,SP,201.0000007301569,30,16.988333296775817,30,30
2017-12,A706,CAMPOS DO JORDAO,SP,192.3999988734722,31,18.535483837127686,31,31
2018-01,A706,CAMPOS DO JORDAO,SP,357.4000041782856,31,18.943548356333086,31,31
2018-02,A706,CAMPOS DO JORDAO,SP,89.40000019967556,28,18.335714323180063,28,28
2018-03,A706,CAMPOS DO JORDAO,SP,147.0000002682209,30,19.19838713061425,31,31
2018-04,A706,CAMPOS DO JORDAO,SP,65.20000031590462,29,15.965000009536743,30,30
2018-05,A706,CAMPOS DO JORDAO,SP,30.200000807642937,26,13.76290324714876,31,31
2018-06,A706,CAMPOS DO JORDAO,SP,20.399999871850014,26,13.49999996026357,30,30
2018-07,A706,CAMPOS DO JORDAO,SP,13.000000357627869,30,12.56935477641321,31,31
2018-08,A706,CAMPOS DO JORDAO,SP,118.39999823272228,31,12.922580672848609,31,31
2018-09,A706,CAMPOS DO JORDAO,SP,88.79999893903732,30,15.453333433469137,30,30
2018-10,A706,CAMPOS DO JORDAO,SP,243.7999974936247,30,16.822580691306822,31,31
2018-11,A706,CAMPOS DO JORDAO,SP,213.79999670386314,30,17.066666666666666,30,30
2018-12,A706,CAMPOS DO JORDAO,SP,178.60000322759151,28,18.370967795771936,31,31
2019-01,A706,CAMPOS DO JORDAO,SP,146.60000126063824,29,20.10161292168402,31,31
2019-02,A706,CAMPOS DO JORDAO,SP,269.99999429285526,28,18.705357125827245,28,28
2019-03,A706,CAMPOS DO JORDAO,SP,255.19999910891056,31,18.235483846356793,31,31
2019-04,A706,CAMPOS DO JORDAO,SP,134.19999861717224,28,17.42666668097178,30,30
2019-05,A706,CAMPOS DO JORDAO,SP,103.79999853670597,29,15.566129046101723,31,31
2019-06,A706,CAMPOS DO JORDAO,SP,33.200000032782555,27,13.0850000222524,30,30
2019-07,A706,CAMPOS DO JORDAO,SP,74.00000016391277,26,11.375806496989343,31,31
2019-08,A706,CAMPOS DO JORDAO,SP,32.199999779462814,30,13.208064598421897,31,31
2019-09,A706,CAMPOS DO JORDAO,SP,89.79999925196171,28,16.71666664282481,30,30
2019-10,A706,CAMPOS DO JORDAO,SP,46.79999952018261,30,18.017741918563843,31,31
2019-11,A706,CAMPOS DO JORDAO,SP,191.7999980300665,30,17.938333360354104,30,30
2019-12,A706,CAMPOS DO JORDAO,SP,236.19999712705612,31,18.38548380328763,31,31
2010-01,A701,SAO PAULO - MIRANTE,SP,479.7999976873398,30,24.737500150998432,24,31
2010-02,A701,SAO PAULO - MIRANTE,SP,286.19999769330025,27,25.519642966134207,28,28
2010-03,A701,SAO PAULO - MIRANTE,SP,182.40000066161156,31,23.746774273533976,31,31
2010-04,A701,SAO PAULO - MIRANTE,SP,118.19999876618385,30,21.128333298365273,30,30
2010-05,A701,SAO PAULO - MIRANTE,SP,64.59999930858612,30,19.11935483255694,31,31
2010-06,A701,SAO PAULO - MIRANTE,SP,15.00000011920929,30,17.525000031789144,30,30
2010-07,A701,SAO PAULO - MIRANTE,SP,88.60000072419643,31,19.141935471565493,31,31
2010-08,A701,SAO PAULO - MIRANTE,SP,1.0000000149011612,29,18.29677415663196,31,31
2010-09,A701,SAO PAULO - MIRANTE,SP,95.99999938905239,30,20.621666590372723,30,30
2010-10,A701,SAO PAULO - MIRANTE,SP,69.80000099539757,30,19.667741852421916,31,31
2010-11,A701,SAO PAULO - MIRANTE,SP,105.59999985992908,30,22.05,30,30
2010-12,A701,SAO PAULO - MIRANTE,SP,321.20000222325325,31,23.7838709123673,31,31
2011-01,A701,SAO PAULO - MIRANTE,SP,485.1999990642071,31,24.861290347191595,31,31
2011-02,A701,SAO PAULO - MIRANTE,SP,286.8000045120716,28,25.385714258466447,28,28
2011-03,A701,SAO PAULO - MIRANTE,SP,153.59999895095825,30,22.364516135184996,31,31
2011-04,A701,SAO PAULO - MIRANTE,SP,126.99999816715717,30,22.366666762034097,30,30
2011-05,A701,SAO PAULO - MIRANTE,SP,25.799999997019768,30,18.46774190472018,31,31
2011-06,A701,SAO PAULO - MIRANTE,SP,76.79999934136868,30,16.885000006357828,30,30
2011-07,A701,SAO PAULO - MIRANTE,SP,4.600000023841858,31,18.330645161290324,31,31
2011-08,A701,SAO PAULO - MIRANTE,SP,39.7999996393919,31,19.258064300783218,31,31
2011-09,A701,SAO PAULO - MIRANTE,SP,13.600000262260437,30,19.528333298365276,30,30
2011-10,A701,SAO PAULO - MIRANTE,SP,141.00000043213367,31,21.243548408631355,31,31
2011-11,A701,SAO PAULO - MIRANTE,SP,133.20000110566616,30,20.888333400090534,30,30
2011-12,A701,SAO PAULO - MIRANTE,SP,137.0000011175871,31,22.914516079810358,31,31
2012-01,A701,SAO PAULO - MIRANTE,SP,314.8000019043684,30,22.329032205766246,31,31
2012-02,A701,SAO PAULO - MIRANTE,SP,222.60000164806843,29,25.39482748097387,29,29
2012-03,A701,SAO PAULO - MIRANTE,SP,179.00000102818012,30,23.356896499107624,29,31
2012-04,A701,SAO PAULO - MIRANTE,SP,143.20000107586384,30,22.123333342870076,30,30
2012-05,A701,SAO PAULO - MIRANTE,SP,82.19999825954437,31,18.622580574404807,31,31
2012-06,A701,SAO PAULO - MIRANTE,SP,219.00000110268593,30,18.230000019073486,30,30
2012-07,A701,SAO PAULO - MIRANTE,SP,68.40000031888485,31,18.23387102926931,31,31
2012-08,A701,SAO PAULO - MIRANTE,SP,1.0000000149011612,31,19.827419219478482,31,31
2012-09,A701,SAO PAULO - MIRANTE,SP,19.599999457597733,30,21.24666673342387,30,30
2012-10,A701,SAO PAULO - MIRANTE,SP,125.79999928176403,31,23.366128952272476,31,31
2012-11,A701,SAO PAULO - MIRANTE,SP,97.00000090897083,30,21.82999997138977,30,30
2012-12,A701,SAO PAULO - MIRANTE,SP,381.39999693632126,31,25.269354820251465,31,31
2013-01,A701,SAO PAULO - MIRANTE,SP,164.5999989360571,31,22.582258193723618,31,31
2013-02,A701,SAO PAULO - MIRANTE,SP,271.2000006735325,28,24.207142863954818,28,28
2013-03,A701,SAO PAULO - MIRANTE,SP,176.40000022947788,30,22.879999955495197,30,31
2013-04,A701,SAO PAULO - MIRANTE,SP,70.80000026524067,30,20.793333339691163,30,30
2013-05,A701,SAO PAULO - MIRANTE,SP,43.59999929368496,30,19.3193548264042,31,31
2013-06,A701,SAO PAULO - MIRANTE,SP,137.80000139772892,30,18.90166672070821,30,30
2013-07,A701,SAO PAULO - MIRANTE,SP,82.79999957978725,31,17.01129029643151,31,31
2013-08,A701,SAO PAULO - MIRANTE,SP,8.200000122189522,31,18.83870961589198,31,31
2013-09,A701,SAO PAULO - MIRANTE,SP,79.99999834597111,30,20.068333387374878,30,30
2013-10,A701,SAO PAULO - MIRANTE,SP,124.20000103116035,31,20.553225824909827,31,31
2013-11,A701,SAO PAULO - MIRANTE,SP,120.00000050663948,30,22.398333311080933,30,30
2013-12,A701,SAO PAULO - MIRANTE,SP,79.7999997138977,31,24.269354789487778,31,31
2014-01,A701,SAO PAULO - MIRANTE,SP,222.99999928474426,31,26.070967643491684,31,31
2014-02,A701,SAO PAULO - MIRANTE,SP,188.8000028282404,28,26.492857149669103,28,28
2014-03,A701,SAO PAULO - MIRANTE,SP,212.5999991595745,31,24.10806462072557,31,31
2014-04,A701,SAO PAULO - MIRANTE,SP,77.20000122487545,30,21.879999955495197,30,30
2014-05,A701,SAO PAULO - MIRANTE,SP,50.200000032782555,31,19.403225821833455,31,31
2014-06,A701,SAO PAULO - MIRANTE,SP,9.79999965429306,30,19.246666622161865,30,30
2014-07,A701,SAO PAULO - MIRANTE,SP,14.399999856948853,23,18.375000043348834,22,31
2014-08,A701,SAO PAULO - MIRANTE,SP,31.600000128149986,31,19.337096814186342,31,31
2014-09,A701,SAO PAULO - MIRANTE,SP,60.40000054240227,29,21.581666707992554,30,30
2014-10,A701,SAO PAULO - MIRANTE,SP,25.00000035762787,31,22.812903219653712,31,31
2014-11,A701,SAO PAULO - MIRANTE,SP,119.59999933838844,30,22.6833332379659,30,30
2014-12,A701,SAO PAULO - MIRANTE,SP,207.800002515316,31,24.237096740353493,31,31
2015-01,A701,SAO PAULO - MIRANTE,SP,158.40000095963478,31,26.416128958425215,31,31
2015-02,A701,SAO PAULO - MIRANTE,SP,268.39999771118164,28,24.54464292526245,28,28
2015-03,A701,SAO PAULO - MIRANTE,SP,316.39999413490295,29,23.206451662125126,31,31
2015-04,A701,SAO PAULO - MIRANTE,SP,105.3999982625246,30,21.97500006357829,30,30
2015-05,A701,SAO PAULO - MIRANTE,SP,49.39999869465828,31,19.364516089039466,31,31
2015-06,A701,SAO PAULO - MIRANTE,SP,22.600000247359276,30,18.705000003178913,30,30
2015-07,A701,SAO PAULO - MIRANTE,SP,66.59999957680702,30,18.585483766371205,31,31
2015-08,A701,SAO PAULO - MIRANTE,SP,30.599999621510506,30,20.659677397820257,31,31
2015-09,A701,SAO PAULO - MIRANTE,SP,202.39999982714653,30,21.80000007947286,30,30
2015-10,A701,SAO PAULO - MIRANTE,SP,90.60000050067902,31,22.980645118221158,31,31
2015-11,A701,SAO PAULO - MIRANTE,SP,245.8000005632639,29,23.18500000635783,30,30
2015-12,A701,SAO PAULO - MIRANTE,SP,314.7999956905842,30,24.525806427001953,31,31
2016-01,A701,SAO PAULO - MIRANTE,SP,181.60000070929527,30,23.822580506724695,31,31
2016-02,A701,SAO PAULO - MIRANTE,SP,223.20000292360783,26,25.16923079123864,26,29
2016-03,A701,SAO PAULO - MIRANTE,SP,249.79999768733978,31,24.130645228970437,31,31
2016-04,A701,SAO PAULO - MIRANTE,SP,2.4000000059604645,30,24.473333422342936,30,30
2016-05,A701,SAO PAULO - MIRANTE,SP,105.99999883770943,30,18.91935485409152,31,31
2016-06,A701,SAO PAULO - MIRANTE,SP,197.40000322461128,29,16.46666671435038,30,30
2016-07,A701,SAO PAULO - MIRANTE,SP,6.399999812245369,31,18.59516131493353,31,31
2016-08,A701,SAO PAULO - MIRANTE,SP,78.99999962747097,31,19.056451566757694,31,31
2016-09,A701,SAO PAULO - MIRANTE,SP,27.199999675154686,30,19.924999952316284,30,30
2016-10,A701,SAO PAULO - MIRANTE,SP,103.20000097155571,31,21.75967739474389,31,31
2016-11,A701,SAO PAULO - MIRANTE,SP,173.7999982535839,28,21.873333342870076,30,30
2016-12,A701,SAO PAULO - MIRANTE,SP,163.00000363588333,31,24.35967736090383,31,31
2017-01,A701,SAO PAULO - MIRANTE,SP,485.8000021725893,31,24.28225803375244,31,31
2017-02,A701,SAO PAULO - MIRANTE,SP,130.39999809861183,28,25.44285719735282,28,28
2017-03,A701,SAO PAULO - MIRANTE,SP,156.19999954104424,31,23.19516129647532,31,31
2017-04,A701,SAO PAULO - MIRANTE,SP,138.99999947845936,30,21.080000082651775,30,30
2017-05,A701,SAO PAULO - MIRANTE,SP,43.20000021159649,28,19.77222220102946,27,31
2017-06,A701,SAO PAULO - MIRANTE,SP,98.60000012814999,29,18.50499987602234,30,30
2017-07,A701,SAO PAULO - MIRANTE,SP,1.4000000208616257,31,17.314516152105025,31,31
2017-08,A701,SAO PAULO - MIRANTE,SP,56.60000042617321,30,18.262903321173884,31,31
2017-09,A701,SAO PAULO - MIRANTE,SP,12.800000011920929,30,22.523333342870078,30,30
2017-10,A701,SAO PAULO - MIRANTE,SP,146.40000197291374,31,22.34999990463257,31,31
2017-11,A701,SAO PAULO - MIRANTE,SP,163.19999991357327,30,21.693333387374878,30,30
2017-12,A701,SAO PAULO - MIRANTE,SP,153.5999998897314,31,23.69193550848192,31,31
2018-01,A701,SAO PAULO - MIRANTE,SP,256.99999833106995,31,23.85483870967742,31,31
2018-02,A701,SAO PAULO - MIRANTE,SP,104.2000028938055,28,23.260714326586044,28,28
2018-03,A701,SAO PAULO - MIRANTE,SP,229.59999722242355,31,24.987096786499023,31,31
2018-04,A701,SAO PAULO - MIRANTE,SP,27.60000015795231,30,22.368333276112875,30,30
2018-05,A701,SAO PAULO - MIRANTE,SP,11.600000023841858,31,20.146774092028217,31,31
2018-06,A701,SAO PAULO - MIRANTE,SP,12.200000166893005,29,19.266666730244953,30,30
2018-07,A701,SAO PAULO - MIRANTE,SP,21.80000038444996,31,19.59838713369062,31,31
2018-08,A701,SAO PAULO - MIRANTE,SP,49.99999891221523,31,17.916129081479966,31,31
