ano_mes,codigo,nome,uf,PR_soma_mm,PR_dias_validos,Tmed_media,T_dias_validos,dias_no_mes
2012-07,A724,CORUMBA,MS,0.4000000059604645,31,22.88870974509947,31,31
2012-08,A724,CORUMBA,MS,0.0,31,26.46774201239309,31,31
2012-09,A724,CORUMBA,MS,16.199999883770943,30,29.113333400090536,30,30
2012-10,A724,CORUMBA,MS,11.59999993443489,31,30.443548356333086,31,31
2012-11,A724,CORUMBA,MS,208.19999881088734,30,28.736666425069174,30,30
2012-12,A724,CORUMBA,MS,148.00000110268593,31,29.5709678588375,31,31
2013-01,A724,CORUMBA,MS,191.79999551177025,31,29.206451662125126,31,31
2013-02,A724,CORUMBA,MS,73.40000031888485,28,28.798214299338206,28,28
2013-03,A724,CORUMBA,MS,211.19999915361404,30,28.446666781107584,30,31
2013-04,A724,CORUMBA,MS,85.19999961555004,30,26.68833335240682,30,30
2013-05,A724,CORUMBA,MS,48.00000041723251,31,25.053225917200887,31,31
2013-06,A724,CORUMBA,MS,75.19999991357327,30,23.71499991416931,30,30
2013-07,A724,CORUMBA,MS,11.80000039935112,24,22.11086953204611,23,31
2013-08,A724,CORUMBA,MS,1.600000023841858,31,22.759677425507576,31,31
2013-09,A724,CORUMBA,MS,56.000000193715096,28,26.377777735392254,27,30
2013-10,A724,CORUMBA,MS,27.399999976158142,31,28.237096878790087,31,31
2013-11,A724,CORUMBA,MS,72.40000033378601,30,29.276666831970214,30,30
2013-12,A724,CORUMBA,MS,237.59999860823154,31,29.298387066010505,31,31
2014-01,A724,CORUMBA,MS,112.0000001937151,31,28.087096891095563,31,31
2014-02,A724,CORUMBA,MS,88.59999920427799,28,27.610714333398,28,28
2014-03,A724,CORUMBA,MS,272.999999538064,31,27.770967791157386,31,31
2014-04,A724,CORUMBA,MS,16.39999981224537,29,28.046666781107586,30,30
2014-05,A724,CORUMBA,MS,300.200000166893,31,23.5145160459703,31,31
2014-06,A724,CORUMBA,MS,12.200000062584877,30,23.60499989191691,30,30
2014-07,A724,CORUMBA,MS,53.40000165998936,31,22.222580602092126,31,31
2014-08,A724,CORUMBA,MS,7.800000190734863,31,25.611290316427908,31,31
2014-09,A724,CORUMBA,MS,50.800000101327896,29,29.139999866485596,30,30
2014-10,A724,CORUMBA,MS,115.40000119805336,31,30.156451594445013,31,31
2014-11,A724,CORUMBA,MS,248.9999941587448,30,27.953333314259847,30,30
2014-12,A724,CORUMBA,MS,111.79999935626984,31,28.300000036916426,31,31
2015-01,A724,CORUMBA,MS,30.799999848008156,31,30.49032260525611,31,31
2015-02,A724,CORUMBA,MS,270.999996855855,28,28.962499856948853,28,28
2015-03,A724,CORUMBA,MS,21.00000010430813,31,28.70806457150367,31,31
2015-04,A724,CORUMBA,MS,35.200000643730164,30,28.72333329518636,30,30
2015-05,A724,CORUMBA,MS,80.39999787509441,31,25.83064519205401,31,31
2015-06,A724,CORUMBA,MS,4.800000101327896,29,25.739999980926513,25,30
2015-07,A724,CORUMBA,MS,,2,,0,31
2015-08,A724,CORUMBA,MS,,0,,0,31
2015-09,A724,CORUMBA,MS,,0,,0,30
2015-10,A724,CORUMBA,MS,55.799998477101326,28,29.207143102373397,28,31
2015-11,A724,CORUMBA,MS,75.80000184476376,30,29.77333335876465,30,30
2015-12,A724,CORUMBA,MS,170.40000088512897,31,30.15322586797899,31,31
2016-01,A724,CORUMBA,MS,322.2000015825033,31,28.88548389557869,31,31
2016-02,A724,CORUMBA,MS,,10,,9,29
2016-03,A724,CORUMBA,MS,,0,,0,31
2016-04,A724,CORUMBA,MS,,5,,6,30
2016-05,A724,CORUMBA,MS,9.60000017285347,31,23.183870915443666,31,31
2016-06,A724,CORUMBA,MS,8.600000217556953,30,20.50000001589457,30,30
2016-07,A724,CORUMBA,MS,0.6000000238418579,31,24.03709666959701,31,31
2016-08,A724,CORUMBA,MS,57.40000179409981,31,25.291935459260017,31,31
2016-09,A724,CORUMBA,MS,59.799999952316284,30,25.005000082651772,30,30
2016-10,A724,CORUMBA,MS,60.99999848008156,31,28.145161444141017,31,31
2016-11,A724,CORUMBA,MS,,0,27.543333371480305,30,30
2016-12,A724,CORUMBA,MS,,0,28.653225806451612,31,31
2017-01,A724,CORUMBA,MS,,0,29.085483920189642,31,31
2017-02,A724,CORUMBA,MS,,0,,14,28
2017-03,A724,CORUMBA,MS,,0,,0,31
2017-04,A724,CORUMBA,MS,,0,,0,30
2017-05,A724,CORUMBA,MS,43.40000009536743,22,24.527500104904174,20,31
2017-06,A724,CORUMBA,MS,70.79999919235706,29,23.245000028610228,30,30
2017-07,A724,CORUMBA,MS,0.20000000298023224,31,23.14838712446151,31,31
2017-08,A724,CORUMBA,MS,35.6000000089407,31,26.25645142216836,31,31
2017-09,A724,CORUMBA,MS,3.5999999046325684,26,,9,30
2017-10,A724,CORUMBA,MS,36.40000057220459,26,,10,31
2017-11,A724,CORUMBA,MS,25.00000037252903,22,,6,30
2017-12,A724,CORUMBA,MS,,0,,17,31
2018-01,A724,CORUMBA,MS,30.799999237060547,28,,19,31
2018-02,A724,CORUMBA,MS,,0,,11,28
2018-03,A724,CORUMBA,MS,,0,,0,31
2018-04,A724,CORUMBA,MS,,0,,0,30
2018-05,A724,CORUMBA,MS,,0,,0,31
2018-06,A724,CORUMBA,MS,,14,,7,30
2018-07,A724,CORUMBA,MS,2.0,23,21.664285614376976,21,31
2018-08,A724,CORUMBA,MS,,18,,14,31
2018-09,A724,CORUMBA,MS,,12,,10,30
2018-10,A724,CORUMBA,MS,,12,,9,31
2018-11,A724,CORUMBA,MS,,14,,12,30
2018-12,A724,CORUMBA,MS,,12,,9,31
2019-01,A724,CORUMBA,MS,,10,,9,31
2019-02,A724,CORUMBA,MS,,13,,12,28
2019-03,A724,CORUMBA,MS,63.59999993443489,31,28.696774205853863,31,31
2019-04,A724,CORUMBA,MS,106.19999948143959,30,27.423333358764648,30,30
2019-05,A724,CORUMBA,MS,74.1999989002943,31,25.048387142919726,31,31
2019-06,A724,CORUMBA,MS,28.000000298023224,30,25.05166656176249,30,30
2019-07,A724,CORUMBA,MS,7.399999976158142,31,22.54838711215604,31,31
2019-08,A724,CORUMBA,MS,16.999999791383743,31,25.4149999777476,30,31
2019-09,A724,CORUMBA,MS,19.800000309944153,30,28.74833329518636,30,30
2019-10,A724,CORUMBA,MS,11.399999886751175,31,29.351612890920332,31,31
2019-11,A724,CORUMBA,MS,50.39999955892563,29,30.089999961853028,30,30
2019-12,A724,CORUMBA,MS,71.20000000298023,29,28.883870924672774,31,31
2010-01,A017,POSSE,GO,131.40000024437904,30,25.04516121648973,31,31
2010-02,A017,POSSE,GO,84.8000009804964,28,25.953571251460485,28,28
2010-03,A017,POSSE,GO,211.80000069737434,31,25.245161302628055,31,31
2010-04,A017,POSSE,GO,56.199998915195465,30,25.006666660308838,30,30
2010-05,A017,POSSE,GO,63.20000134408474,30,25.314516067504883,31,31
2010-06,A017,POSSE,GO,0.0,30,23.443333419164023,30,30
2010-07,A017,POSSE,GO,0.20000000298023224,31,23.14032256218695,31,31
2010-08,A017,POSSE,GO,0.0,31,23.709677573173277,31,31
2010-09,A017,POSSE,GO,25.600000381469727,30,26.11333328882853,30,30
2010-10,A017,POSSE,GO,147.9999988824129,31,27.122580559022964,31,31
2010-11,A017,POSSE,GO,219.39999859035015,28,24.372222229286475,27,30
2010-12,A017,POSSE,GO,53.599998876452446,22,24.754838697371945,31,31
2011-01,A017,POSSE,GO,,0,24.532258064516128,31,31
2011-02,A017,POSSE,GO,,0,24.769565250562586,23,28
2011-03,A017,POSSE,GO,,0,,0,31
2011-04,A017,POSSE,GO,22.200000405311584,20,24.727499961853027,20,30
2011-05,A017,POSSE,GO,13.199999958276749,31,23.95161284169843,31,31
2011-06,A017,POSSE,GO,0.0,30,23.581666803359987,30,30
2011-07,A017,POSSE,GO,0.0,31,23.480645179748535,31,31
2011-08,A017,POSSE,GO,0.0,31,25.52741942867156,31,31
2011-09,A017,POSSE,GO,0.0,30,26.29166669845581,30,30
2011-10,A017,POSSE,GO,181.20000144839287,31,24.788709702030307,31,31
2011-11,A017,POSSE,GO,181.79999712109566,30,23.50666659673055,30,30
2011-12,A017,POSSE,GO,289.99999944865704,31,23.916129112243652,31,31
2012-01,A017,POSSE,GO,380.60000659525394,30,23.51451624593427,31,31
2012-02,A017,POSSE,GO,18.600000217556953,25,24.860344919665106,29,29
2012-03,A017,POSSE,GO,20.199999630451202,29,25.74838727520358,31,31
2012-04,A017,POSSE,GO,24.199999645352364,29,26.36666669845581,30,30
2012-05,A017,POSSE,GO,,0,23.985483907884166,31,31
2012-06,A017,POSSE,GO,0.0,29,24.868333371480308,30,30
2012-07,A017,POSSE,GO,0.0,31,24.03225821833457,31,31
2012-08,A017,POSSE,GO,0.20000000298023224,31,23.288709702030307,31,31
2012-09,A017,POSSE,GO,0.20000000298023224,30,26.866666793823242,30,30
2012-10,A017,POSSE,GO,0.0,31,27.400000110749275,31,31
2012-11,A017,POSSE,GO,266.7999976426363,28,24.405000019073487,30,30
2012-12,A017,POSSE,GO,143.8000014871359,31,26.919354838709676,31,31
2013-01,A017,POSSE,GO,310.19999888539314,31,24.11774201546946,31,31
2013-02,A017,POSSE,GO,70.7999997138977,27,26.080357108797347,28,28
2013-03,A017,POSSE,GO,288.7999962568283,30,25.381666533152263,30,31
2013-04,A017,POSSE,GO,198.6000017374754,30,24.425,30,30
2013-05,A017,POSSE,GO,11.399999618530273,28,24.814814956099898,27,31
2013-06,A017,POSSE,GO,8.599999964237213,30,24.443333371480307,30,30
2013-07,A017,POSSE,GO,0.0,31,24.2516667842865,30,31
2013-08,A017,POSSE,GO,0.0,31,24.746774150479226,31,31
2013-09,A017,POSSE,GO,11.199999630451202,30,26.405000114440917,30,30
2013-10,A017,POSSE,GO,,19,,16,31
2013-11,A017,POSSE,GO,,3,,4,30
2013-12,A017,POSSE,GO,317.5999968200922,31,24.133871016963834,31,31
2014-01,A017,POSSE,GO,146.59999924898148,31,25.129032411882953,31,31
2014-02,A017,POSSE,GO,117.79999800026417,28,25.153571367263794,28,28
2014-03,A017,POSSE,GO,290.999999076128,31,24.370967618880734,31,31
2014-04,A017,POSSE,GO,116.39999943971634,29,24.791666809717814,30,30
2014-05,A017,POSSE,GO,68.39999970793724,31,24.514516092115834,31,31
2014-06,A017,POSSE,GO,0.0,30,23.683333301544188,30,30
2014-07,A017,POSSE,GO,0.0,31,23.293548353256718,31,31
2014-08,A017,POSSE,GO,0.0,31,24.911290399489864,31,31
2014-09,A017,POSSE,GO,1.2000000476837158,30,27.091666825612386,30,30
2014-10,A017,POSSE,GO,128.2000002413988,31,27.07903212885703,31,31
2014-11,A017,POSSE,GO,196.99999979138374,28,25.37166665395101,30,30
2014-12,A017,POSSE,GO,202.59999737143517,31,24.387096774193548,31,31
2015-01,A017,POSSE,GO,56.799998909235,31,26.78548372945478,31,31
2015-02,A017,POSSE,GO,64.80000033974648,28,24.966071367263794,28,28
2015-03,A017,POSSE,GO,157.1999999433756,30,24.422580657466764,31,31
2015-04,A017,POSSE,GO,243.40000246465206,30,24.618333276112875,30,30
2015-05,A017,POSSE,GO,60.800001695752144,31,23.86451607365762,31,31
2015-06,A017,POSSE,GO,0.0,30,23.735000054041546,30,30
2015-07,A017,POSSE,GO,0.20000000298023224,30,23.752173838408098,23,31
2015-08,A017,POSSE,GO,0.0,24,25.228571301414853,21,31
2015-09,A017,POSSE,GO,0.20000000298023224,30,28.750000095367433,30,30
2015-10,A017,POSSE,GO,,0,28.81451625208701,31,31
2015-11,A017,POSSE,GO,59.199998542666435,26,27.339999802907307,30,30
2015-12,A017,POSSE,GO,95.99999983608723,30,26.777419244089433,31,31
2016-01,A017,POSSE,GO,,0,24.35967743781305,31,31
2016-02,A017,POSSE,GO,28.9999997317791,28,26.612068833975957,29,29
2016-03,A017,POSSE,GO,197.79999731481075,31,26.374193652983635,31,31
2016-04,A017,POSSE,GO,6.000000208616257,30,26.756666628519692,30,30
2016-05,A017,POSSE,GO,0.0,31,26.124193499165198,31,31
2016-06,A017,POSSE,GO,4.600000023841858,30,24.57999989191691,30,30
2016-07,A017,POSSE,GO,0.0,31,24.591935388503536,31,31
2016-08,A017,POSSE,GO,7.800000190734863,31,26.054838472797023,31,31
2016-09,A017,POSSE,GO,19.19999960064888,30,27.09166669845581,30,30
2016-10,A017,POSSE,GO,41.800000205636024,31,27.375806623889552,31,31
2016-11,A017,POSSE,GO,,18,,16,30
2016-12,A017,POSSE,GO,,0,,0,31
2017-01,A017,POSSE,GO,,0,,0,31
2017-02,A017,POSSE,GO,146.4000016003847,21,24.506818077780984,22,28
2017-03,A017,POSSE,GO,168.79999922215939,31,25.717741873956495,31,31
2017-04,A017,POSSE,GO,66.40000008046627,30,26.033333428700765,30,30
2017-05,A017,POSSE,GO,38.59999918937683,31,25.249999938472623,31,31
2017-06,A017,POSSE,GO,0.0,30,24.146666781107584,30,30
2017-07,A017,POSSE,GO,0.0,31,21.622580589786654,31,31
2017-08,A017,POSSE,GO,0.0,31,25.220967661949896,31,31
2017-09,A017,POSSE,GO,0.0,30,25.234999910990396,30,30
2017-10,A017,POSSE,GO,10.000000193715096,31,28.39032256218695,31,31
2017-11,A017,POSSE,GO,182.80000315606594,29,25.158333365122477,30,30
2017-12,A017,POSSE,GO,226.7999995648861,31,24.941935539245605,31,31
2018-01,A017,POSSE,GO,135.59999938309193,31,25.353225646480436,31,31
2018-02,A017,POSSE,GO,190.60000079870224,28,24.533928632736206,28,28
2018-03,A017,POSSE,GO,155.3999987244606,31,25.24193554539834,31,31
2018-04,A017,POSSE,GO,157.19999995827675,30,24.280000019073487,30,30
2018-05,A017,POSSE,GO,0.0,31,24.359677345521987,31,31
2018-06,A017,POSSE,GO,0.0,30,23.88666664759318,30,30
2018-07,A017,POSSE,GO,0.0,31,23.622580605168498,31,31
2018-08,A017,POSSE,GO,43.8000016361475,31,25.81129034103886,31,31
2018-09,A017,POSSE,GO,5.6000001430511475,30,27.499999968210854,30,30
2018-10,A017,POSSE,GO,104.39999948441982,31,27.453225874131725,31,31
2018-11,A017,POSSE,GO,240.39999943971634,30,24.690000025431313,30,30
2018-12,A017,POSSE,GO,185.80000041425228,31,24.862903410388576,31,31
2019-01,A017,POSSE,GO,81.99999918043613,31,26.43870953590639,31,31
2019-02,A017,POSSE,GO,174.80000035464764,28,25.79107144900731,28,28
2019-03,A017,POSSE,GO,254.19999687373638,31,24.951612810934744,31,31
2019-04,A017,POSSE,GO,135.99999731779099,29,25.67666654586792,30,30
2019-05,A017,POSSE,GO,37.39999979734421,29,25.690322476048625,31,31
2019-06,A017,POSSE,GO,0.0,30,24.016666634877524,30,30
2019-07,A017,POSSE,GO,0.0,31,23.530645293574178,31,31
2019-08,A017,POSSE,GO,0.20000000298023224,31,25.00161284785117,31,31
2019-09,A017,POSSE,GO,15.800000384449959,30,27.62000020345052,30,30
2019-10,A017,POSSE,GO,28.200000420212746,25,28.143999824523927,25,31
2019-11,A017,POSSE,GO,,0,,0,30
2019-12,A017,POSSE,GO,,0,,0,31
2010-01,A332,MORADA NOVA,CE,124.19999699294567,30,28.88870956051734,31,31
2010-02,A332,MORADA NOVA,CE,7.399999916553497,28,29.678571564810618,28,28
2010-03,A332,MORADA NOVA,CE,30.800000175833702,30,30.541935613078454,31,31
2010-04,A332,MORADA NOVA,CE,143.000000461936,29,29.024999809265136,30,30
2010-05,A332,MORADA NOVA,CE,15.600000336766243,31,29.396774199701124,31,31
2010-06,A332,MORADA NOVA,CE,26.599999144673347,30,28.366666730244955,30,30
2010-07,A332,MORADA NOVA,CE,2.6000000536441803,31,28.311290402566232,31,31
2010-08,A332,MORADA NOVA,CE,0.0,31,28.306451582139537,31,31
2010-09,A332,MORADA NOVA,CE,0.0,30,28.663333384195962,30,30
2010-10,A332,MORADA NOVA,CE,47.39999854564667,31,29.211290328733384,31,31
2010-11,A332,MORADA NOVA,CE,3.2000000029802322,30,29.423333422342935,30,30
2010-12,A332,MORADA NOVA,CE,126.19999912381172,31,28.35322589258994,31,31
2011-01,A332,MORADA NOVA,CE,264.99999944865704,31,27.738709634350194,31,31
2011-02,A332,MORADA NOVA,CE,,9,,7,28
2011-03,A332,MORADA NOVA,CE,,0,,0,31
2011-04,A332,MORADA NOVA,CE,,11,,11,30
2011-05,A332,MORADA NOVA,CE,153.99999769032001,30,27.356451496001213,31,31
2011-06,A332,MORADA NOVA,CE,10.800000071525574,30,27.234999974568684,30,30
2011-07,A332,MORADA NOVA,CE,107.799999371171,31,26.869354801793254,31,31
2011-08,A332,MORADA NOVA,CE,8.599999904632568,31,26.99032248220136,31,31
2011-09,A332,MORADA NOVA,CE,3.5999999046325684,30,28.031666692097982,30,30
2011-10,A332,MORADA NOVA,CE,38.800000071525574,31,28.646774015119,31,31
2011-11,A332,MORADA NOVA,CE,0.4000000059604645,30,28.991666825612388,30,30
2011-12,A332,MORADA NOVA,CE,4.599999904632568,25,,2,31
2012-01,A332,MORADA NOVA,CE,45.19999998807907,30,,12,31
2012-02,A332,MORADA NOVA,CE,133.7999994903803,28,28.439999923706054,25,29
2012-03,A332,MORADA NOVA,CE,69.0000000745058,31,28.379032135009766,31,31
2012-04,A332,MORADA NOVA,CE,33.59999933838844,30,29.326666577657065,30,30
2012-05,A332,MORADA NOVA,CE,3.4000000804662704,31,29.01774191087292,31,31
2012-06,A332,MORADA NOVA,CE,39.0000005364418,30,28.475000127156576,30,30
2012-07,A332,MORADA NOVA,CE,0.8000000268220901,31,28.012903090446226,31,31
2012-08,A332,MORADA NOVA,CE,0.0,31,28.427419539420836,31,31
2012-09,A332,MORADA NOVA,CE,0.0,30,,16,30
2012-10,A332,MORADA NOVA,CE,,5,,0,31
2012-11,A332,MORADA NOVA,CE,,0,,0,30
2012-12,A332,MORADA NOVA,CE,,9,,5,31
2013-01,A332,MORADA NOVA,CE,,14,,1,31
2013-02,A332,MORADA NOVA,CE,,11,,4,28
2013-03,A332,MORADA NOVA,CE,80.00000086426735,29,29.97333335876465,30,31
2013-04,A332,MORADA NOVA,CE,178.4000018388033,30,29.060000133514404,30,30
2013-05,A332,MORADA NOVA,CE,88.19999977946281,31,27.92580666080598,31,31
2013-06,A332,MORADA NOVA,CE,190.79999867081642,30,27.42500009536743,30,30
2013-07,A332,MORADA NOVA,CE,23.199999779462814,31,26.864516135184996,31,31
2013-08,A332,MORADA NOVA,CE,0.4000000059604645,31,27.7532260341029,31,31
2013-09,A332,MORADA NOVA,CE,0.0,30,28.688333543141685,30,30
2013-10,A332,MORADA NOVA,CE,0.20000000298023224,31,29.056451705194288,31,31
2013-11,A332,MORADA NOVA,CE,49.79999981820583,30,28.603333504994712,30,30
2013-12,A332,MORADA NOVA,CE,21.800000861287117,31,28.808064553045458,31,31
2014-01,A332,MORADA NOVA,CE,10.799999982118607,31,29.432258175265403,31,31
2014-02,A332,MORADA NOVA,CE,71.79999981820583,28,29.17142861230033,28,28
2014-03,A332,MORADA NOVA,CE,180.80000133812428,30,28.843548313263923,31,31
2014-04,A332,MORADA NOVA,CE,141.1999978274107,30,28.45499989191691,30,30
2014-05,A332,MORADA NOVA,CE,94.40000084042549,31,28.243548239431075,31,31
2014-06,A332,MORADA NOVA,CE,14.199999868869781,30,27.966666507720948,30,30
2014-07,A332,MORADA NOVA,CE,20.999999910593033,31,27.814516067504883,31,31
2014-08,A332,MORADA NOVA,CE,0.0,31,28.08709667574975,31,31
2014-09,A332,MORADA NOVA,CE,1.0,30,29.088333384195963,30,30
2014-10,A332,MORADA NOVA,CE,2.2000000029802322,31,29.546774125868275,31,31
2014-11,A332,MORADA NOVA,CE,5.600000038743019,30,29.13499994277954,30,30
2014-12,A332,MORADA NOVA,CE,2.6000000089406967,31,29.672580565175704,31,31
2015-01,A332,MORADA NOVA,CE,19.600000023841858,31,29.588709585128292,31,31
2015-02,A332,MORADA NOVA,CE,80.80000089108944,28,29.394642863954818,28,28
2015-03,A332,MORADA NOVA,CE,116.20000045001507,31,28.298387219828943,31,31
2015-04,A332,MORADA NOVA,CE,87.00000110268593,30,28.156666660308836,30,30
2015-05,A332,MORADA NOVA,CE,,0,28.991935483870968,31,31
2015-06,A332,MORADA NOVA,CE,,0,28.239999930063885,30,30
2015-07,A332,MORADA NOVA,CE,,2,,2,31
2015-08,A332,MORADA NOVA,CE,,0,,0,31
2015-09,A332,MORADA NOVA,CE,0.20000000298023224,29,29.07833334604899,30,30
2015-10,A332,MORADA NOVA,CE,0.0,31,29.317741947789347,31,31
2015-11,A332,MORADA NOVA,CE,0.0,30,29.781666660308836,30,30
2015-12,A332,MORADA NOVA,CE,21.599999725818634,31,30.027419274853123,31,31
2016-01,A332,MORADA NOVA,CE,114.60000215470791,31,28.520967760393695,31,31
2016-02,A332,MORADA NOVA,CE,96.99999925494194,28,28.63965527764682,29,29
2016-03,A332,MORADA NOVA,CE,50.200000405311584,31,30.233870752396122,31,31
2016-04,A332,MORADA NOVA,CE,63.799999088048935,25,28.88333339691162,30,30
2016-05,A332,MORADA NOVA,CE,19.80000038444996,31,29.530645278192335,31,31
2016-06,A332,MORADA NOVA,CE,17.19999995827675,30,29.073333263397217,30,30
2016-07,A332,MORADA NOVA,CE,0.0,31,28.369354678738503,31,31
2016-08,A332,MORADA NOVA,CE,0.0,21,,2,31
2016-09,A332,MORADA NOVA,CE,,9,,9,30
2016-10,A332,MORADA NOVA,CE,0.0,31,29.53709666959701,31,31
2016-11,A332,MORADA NOVA,CE,0.0,30,29.873333326975505,30,30
2016-12,A332,MORADA NOVA,CE,12.200000211596489,30,30.017742126218735,31,31
2017-01,A332,MORADA NOVA,CE,6.599999964237213,31,30.50322566493865,31,31
2017-02,A332,MORADA NOVA,CE,215.1999939531088,28,29.205357142857142,28,28
2017-03,A332,MORADA NOVA,CE,62.800000205636024,30,28.172580780521518,31,31
2017-04,A332,MORADA NOVA,CE,120.20000110566616,30,28.071666590372722,30,30
2017-05,A332,MORADA NOVA,CE,,0,28.632258076821604,31,31
2017-06,A332,MORADA NOVA,CE,10.600000366568565,29,28.14999990463257,30,30
2017-07,A332,MORADA NOVA,CE,,0,27.30806436846333,31,31
2017-08,A332,MORADA NOVA,CE,1.0,30,28.398386986024917,31,31
2017-09,A332,MORADA NOVA,CE,0.0,30,28.960000133514406,30,30
2017-10,A332,MORADA NOVA,CE,0.0,31,29.824193677594586,31,31
2017-11,A332,MORADA NOVA,CE,0.0,30,29.83166675567627,30,30
2017-12,A332,MORADA NOVA,CE,0.20000000298023224,31,30.137096804957235,31,31
2018-01,A332,MORADA NOVA,CE,2.2000000327825546,30,29.446774175090173,31,31
2018-02,A332,MORADA NOVA,CE,,0,28.701785666602,28,28
2018-03,A332,MORADA NOVA,CE,73.6000007390976,29,28.856451496001213,31,31
2018-04,A332,MORADA NOVA,CE,,0,27.516666666666666,30,30
2018-05,A332,MORADA NOVA,CE,,0,27.25806445460166,31,31
2018-06,A332,MORADA NOVA,CE,,0,26.901666609446206,30,30
2018-07,A332,MORADA NOVA,CE,11.7999999076128,30,27.225806590049498,31,31
2018-08,A332,MORADA NOVA,CE,1.400000050663948,31,28.24838718291252,31,31
2018-09,A332,MORADA NOVA,CE,0.0,30,28.919999917348225,30,30
2018-10,A332,MORADA NOVA,CE,1.0,31,29.904838592775405,31,31
2018-11,A332,MORADA NOVA,CE,18.0,30,30.104999828338624,30,30
2018-12,A332,MORADA NOVA,CE,78.999999076128,30,29.38225798453054,31,31
2019-01,A332,MORADA NOVA,CE,97.39999884366989,30,28.86774176935996,31,31
2019-02,A332,MORADA NOVA,CE,205.7999972999096,28,28.355357238224574,28,28
2019-03,A332,MORADA NOVA,CE,176.80000041425228,30,27.71612911839639,31,31
2019-04,A332,MORADA NOVA,CE,83.3999991863966,29,28.03166659673055,30,30
2019-05,A332,MORADA NOVA,CE,79.5999997407198,29,27.772580515953802,31,31
2019-06,A332,MORADA NOVA,CE,11.99999962747097,29,27.38333336512248,30,30
2019-07,A332,MORADA NOVA,CE,35.40000011026859,31,27.940322537575998,31,31
2019-08,A332,MORADA NOVA,CE,0.0,31,27.96451627054522,31,31
2019-09,A332,MORADA NOVA,CE,0.0,30,28.954999987284342,30,30
2019-10,A332,MORADA NOVA,CE,0.0,27,29.49199993133545,25,31
2019-11,A332,MORADA NOVA,CE,,12,,12,30
2019-12,A332,MORADA NOVA,CE,18.399999618530273,31,30.280645155137584,31,31
2010-01,A329,CABROBO,PE,29.600000113248825,30,28.270967821921072,31,31
2010-02,A329,CABROBO,PE,61.79999974370003,28,29.408928666796005,28,28
2010-03,A329,CABROBO,PE,48.600000500679016,31,29.306451582139537,31,31
2010-04,A329,CABROBO,PE,108.80000123381615,30,27.63999996185303,30,30
2010-05,A329,CABROBO,PE,17.00000049173832,31,27.70161311857162,31,31
2010-06,A329,CABROBO,PE,17.599999874830246,29,25.431666723887126,30,30
2010-07,A329,CABROBO,PE,15.200000032782555,30,24.988709695877567,31,31
2010-08,A329,CABROBO,PE,8.799999877810478,31,25.169354746418616,31,31
2010-09,A329,CABROBO,PE,5.000000029802322,30,26.11499983469645,30,30
2010-10,A329,CABROBO,PE,102.39999802410603,31,28.62580656236218,31,31
2010-11,A329,CABROBO,PE,0.4000000059604645,30,29.015000025431316,30,30
2010-12,A329,CABROBO,PE,84.00000131130219,31,28.049999821570612,31,31
2011-01,A329,CABROBO,PE,69.39999900758266,31,27.795161031907604,31,31
2011-02,A329,CABROBO,PE,143.39999866485596,28,28.4517856325422,28,28
2011-03,A329,CABROBO,PE,93.2000008225441,31,27.70967729630009,31,31
2011-04,A329,CABROBO,PE,25.600000202655792,30,28.028333346048992,30,30
2011-05,A329,CABROBO,PE,107.00000081956387,31,25.685483932495117,31,31
2011-06,A329,CABROBO,PE,6.799999997019768,29,25.3549999554952,30,30
2011-07,A329,CABROBO,PE,23.00000035762787,31,24.675806322405414,31,31
2011-08,A329,CABROBO,PE,3.2000000327825546,30,25.56290328118109,31,31
2011-09,A329,CABROBO,PE,5.600000038743019,30,25.913333320617674,30,30
2011-10,A329,CABROBO,PE,8.800000011920929,31,28.224193480706983,31,31
2011-11,A329,CABROBO,PE,24.600000381469727,30,28.5950000445048,30,30
2011-12,A329,CABROBO,PE,48.60000152885914,31,29.275806273183516,31,31
2012-01,A329,CABROBO,PE,11.799999624490738,31,29.06774188626197,31,31
2012-02,A329,CABROBO,PE,113.00000190734863,29,27.825862062388453,29,29
2012-03,A329,CABROBO,PE,38.799999594688416,31,28.56774200931672,31,31
2012-04,A329,CABROBO,PE,0.0,30,28.580000178019205,30,30
2012-05,A329,CABROBO,PE,11.200000405311584,31,27.325806525445753,31,31
2012-06,A329,CABROBO,PE,3.2000000029802322,30,26.27666654586792,30,30
2012-07,A329,CABROBO,PE,13.000000149011612,31,24.88870974509947,31,31
2012-08,A329,CABROBO,PE,7.200000137090683,30,24.909677320911037,31,31
2012-09,A329,CABROBO,PE,0.6000000238418579,30,26.411666520436604,30,30
2012-10,A329,CABROBO,PE,0.0,31,27.845161284169844,31,31
2012-11,A329,CABROBO,PE,7.399999961256981,30,30.06166655222575,30,30
2012-12,A329,CABROBO,PE,1.2000000029802322,31,29.683871115407637,31,31
2013-01,A329,CABROBO,PE,46.59999915957451,31,29.18064514283211,31,31
2013-02,A329,CABROBO,PE,0.0,28,29.68214280264718,28,28
2013-03,A329,CABROBO,PE,0.800000011920929,30,30.149999777475994,30,31
2013-04,A329,CABROBO,PE,46.200000539422035,30,29.013793123179468,29,30
2013-05,A329,CABROBO,PE,4.399999991059303,31,27.417741837040072,31,31
2013-06,A329,CABROBO,PE,,12,,10,30
2013-07,A329,CABROBO,PE,13.000000029802322,28,25.396428516932897,28,31
2013-08,A329,CABROBO,PE,1.6000000089406967,30,25.811290279511482,31,31
