Nome,UF,Latitude,Longitude,Altitude,Codigo,ano,mes,tmed,pr_mes,etp_mes
GOIANIA,GO,-16.642778,-49.220278,727.3,A002,2012,2,24.150024,291.0,148.31999
PALMAS,TO,-10.147778,-48.314444,267.0,A009,2012,2,25.550018,405.0,140.09999
POSSE,GO,-14.089167,-46.366389,830.0,A017,2012,2,23.25,88.0,155.69
BELEM,PA,-1.411111,-48.439444,21.17,A201,2012,2,26.350006,350.0,120.34
ITAITUBA,PA,-4.276944,-55.993056,24.46,A231,2012,2,25.450012,290.0,95.729996
CABROBO,PE,-8.503889,-39.315278,342.74,A329,2012,2,28.950012,41.0,185.2
MORADA NOVA,CE,-5.091111,-38.364722,93.0,A332,2012,2,27.650024,145.0,160.84
CAMPOS SALES,CE,-7.077778,-40.362778,577.95,A347,2012,2,25.25,143.0,153.59999
PALMARES,PE,-8.666667,-35.568056,164.01,A357,2012,2,25.550018,76.0,151.70999
BARREIRAS,BA,-12.124722,-45.026944,474.17,A402,2012,2,25.650024,61.0,153.0
FEIRA DE SANTANA,BA,-12.196111,-38.9675,229.64,A413,2012,2,26.450012,62.0,160.83
MONTES CLAROS,MG,-16.686389,-43.843889,645.87,A506,2012,2,25.75,5.0,157.98
PICO DO COUTO,RJ,-22.464722,-43.291389,1777.0,A610,2012,2,17.350006,165.0,155.67
RIO DE JANEIRO - VILA MILITAR,RJ,-22.861389,-43.411389,30.43,A621,2012,2,27.150024,93.0,171.83
SAO PAULO - MIRANTE,SP,-23.496289,-46.620067,785.64,A701,2012,2,24.050018,194.0,138.73999
CAMPOS DO JORDAO,SP,-22.750278,-45.603889,1662.95,A706,2012,2,18.25,322.0,127.04
CORUMBA,MS,-18.996667,-57.6375,111.73,A724,2012,2,27.450012,123.0,154.95999
SANTA MARIA,RS,-29.725,-53.720556,105.0,A803,2012,2,26.550018,226.0,170.84
URUGUAIANA,RS,-29.84,-57.081944,74.29,A809,2012,2,27.350006,131.0,181.28
MAL. CANDIDO RONDON,PR,-24.533333,-54.019167,392.07,A820,2012,2,26.25,133.0,173.29
NOVA TEBAS,PR,-24.433889,-51.953889,660.0,A822,2012,2,24.25,113.0,153.89
RIO NEGRINHO,SC,-26.248611,-49.574167,856.0,A862,2012,2,22.350006,133.0,134.4
MORRETES,PR,-25.508889,-48.808611,50.31,A873,2012,2,26.550018,199.0,134.72
CUIABA,MT,-15.606944,-56.060833,184.0,A901,2012,2,26.850006,246.0,150.67
PORTO VELHO,RO,-8.793611,-63.845833,86.7,A925,2012,2,25.550018,241.0,102.02
GOIANIA,GO,-16.642778,-49.220278,727.3,A002,2012,3,24.450012,235.0,152.65
PALMAS,TO,-10.147778,-48.314444,267.0,A009,2012,3,26.150024,205.0,151.37
POSSE,GO,-14.089167,-46.366389,830.0,A017,2012,3,24.150024,45.0,158.92
BELEM,PA,-1.411111,-48.439444,21.17,A201,2012,3,26.25,584.0,133.22
ITAITUBA,PA,-4.276944,-55.993056,24.46,A231,2012,3,25.850006,343.0,118.21999
CABROBO,PE,-8.503889,-39.315278,342.74,A329,2012,3,29.650024,15.0,210.04
MORADA NOVA,CE,-5.091111,-38.364722,93.0,A332,2012,3,28.25,101.0,179.17
CAMPOS SALES,CE,-7.077778,-40.362778,577.95,A347,2012,3,25.550018,93.0,163.23
PALMARES,PE,-8.666667,-35.568056,164.01,A357,2012,3,26.25,62.0,159.83
BARREIRAS,BA,-12.124722,-45.026944,474.17,A402,2012,3,26.950012,52.0,160.98
FEIRA DE SANTANA,BA,-12.196111,-38.9675,229.64,A413,2012,3,27.350006,18.0,176.29
MONTES CLAROS,MG,-16.686389,-43.843889,645.87,A506,2012,3,25.650024,42.0,155.04
PICO DO COUTO,RJ,-22.464722,-43.291389,1777.0,A610,2012,3,16.25,200.0,129.97
RIO DE JANEIRO - VILA MILITAR,RJ,-22.861389,-43.411389,30.43,A621,2012,3,25.850006,124.0,140.98999
SAO PAULO - MIRANTE,SP,-23.496289,-46.620067,785.64,A701,2012,3,22.150024,151.0,131.36
CAMPOS DO JORDAO,SP,-22.750278,-45.603889,1662.95,A706,2012,3,16.650024,297.0,120.729996
CORUMBA,MS,-18.996667,-57.6375,111.73,A724,2012,3,27.050018,63.0,158.3
SANTA MARIA,RS,-29.725,-53.720556,105.0,A803,2012,3,23.550018,26.0,155.4
URUGUAIANA,RS,-29.84,-57.081944,74.29,A809,2012,3,23.850006,20.0,162.37
MAL. CANDIDO RONDON,PR,-24.533333,-54.019167,392.07,A820,2012,3,24.25,57.0,165.81
NOVA TEBAS,PR,-24.433889,-51.953889,660.0,A822,2012,3,22.950012,78.0,157.67
RIO NEGRINHO,SC,-26.248611,-49.574167,856.0,A862,2012,3,20.050018,33.0,128.72
MORRETES,PR,-25.508889,-48.808611,50.31,A873,2012,3,24.650024,55.0,129.26
CUIABA,MT,-15.606944,-56.060833,184.0,A901,2012,3,26.650024,192.0,153.06999
PORTO VELHO,RO,-8.793611,-63.845833,86.7,A925,2012,3,25.950012,163.0,123.049995
GOIANIA,GO,-16.642778,-49.220278,727.3,A002,2012,4,24.550018,141.0,128.28
PALMAS,TO,-10.147778,-48.314444,267.0,A009,2012,4,27.150024,201.0,148.8
POSSE,GO,-14.089167,-46.366389,830.0,A017,2012,4,24.850006,23.0,155.84
BELEM,PA,-1.411111,-48.439444,21.17,A201,2012,4,26.950012,317.0,137.98
ITAITUBA,PA,-4.276944,-55.993056,24.46,A231,2012,4,26.350006,206.0,109.17
CABROBO,PE,-8.503889,-39.315278,342.74,A329,2012,4,28.850006,4.0,183.58
MORADA NOVA,CE,-5.091111,-38.364722,93.0,A332,2012,4,29.050018,65.0,169.73999
CAMPOS SALES,CE,-7.077778,-40.362778,577.95,A347,2012,4,26.850006,18.0,162.45
PALMARES,PE,-8.666667,-35.568056,164.01,A357,2012,4,26.150024,42.0,140.58
BARREIRAS,BA,-12.124722,-45.026944,474.17,A402,2012,4,28.050018,2.0,146.75
FEIRA DE SANTANA,BA,-12.196111,-38.9675,229.64,A413,2012,4,26.950012,6.0,147.89
MONTES CLAROS,MG,-16.686389,-43.843889,645.87,A506,2012,4,25.850006,18.0,136.08
PICO DO COUTO,RJ,-22.464722,-43.291389,1777.0,A610,2012,4,15.75,121.0,96.85
RIO DE JANEIRO - VILA MILITAR,RJ,-22.861389,-43.411389,30.43,A621,2012,4,24.950012,78.0,102.11
SAO PAULO - MIRANTE,SP,-23.496289,-46.620067,785.64,A701,2012,4,20.950012,116.0,92.64
CAMPOS DO JORDAO,SP,-22.750278,-45.603889,1662.95,A706,2012,4,15.75,143.0,83.99
CORUMBA,MS,-18.996667,-57.6375,111.73,A724,2012,4,26.550018,114.0,127.13
SANTA MARIA,RS,-29.725,-53.720556,105.0,A803,2012,4,18.950012,107.0,93.59
URUGUAIANA,RS,-29.84,-57.081944,74.29,A809,2012,4,19.450012,143.0,101.06
MAL. CANDIDO RONDON,PR,-24.533333,-54.019167,392.07,A820,2012,4,21.950012,235.0,110.189995
NOVA TEBAS,PR,-24.433889,-51.953889,660.0,A822,2012,4,20.550018,267.0,107.38
RIO NEGRINHO,SC,-26.248611,-49.574167,856.0,A862,2012,4,18.150024,213.0,84.9
MORRETES,PR,-25.508889,-48.808611,50.31,A873,2012,4,22.650024,196.0,83.07
CUIABA,MT,-15.606944,-56.060833,184.0,A901,2012,4,26.950012,70.0,128.76
PORTO VELHO,RO,-8.793611,-63.845833,86.7,A925,2012,4,26.350006,45.0,117.079994
GOIANIA,GO,-16.642778,-49.220278,727.3,A002,2012,5,22.450012,36.0,111.11
PALMAS,TO,-10.147778,-48.314444,267.0,A009,2012,5,27.450012,83.0,153.75
POSSE,GO,-14.089167,-46.366389,830.0,A017,2012,5,22.850006,21.0,126.79
BELEM,PA,-1.411111,-48.439444,21.17,A201,2012,5,27.150024,241.0,147.62
ITAITUBA,PA,-4.276944,-55.993056,24.46,A231,2012,5,26.450012,203.0,119.18
CABROBO,PE,-8.503889,-39.315278,342.74,A329,2012,5,27.450012,7.0,160.01
MORADA NOVA,CE,-5.091111,-38.364722,93.0,A332,2012,5,29.050018,17.0,167.62
CAMPOS SALES,CE,-7.077778,-40.362778,577.95,A347,2012,5,26.850006,4.0,161.31999
PALMARES,PE,-8.666667,-35.568056,164.01,A357,2012,5,25.050018,78.0,123.649994
BARREIRAS,BA,-12.124722,-45.026944,474.17,A402,2012,5,26.050018,6.0,124.54
FEIRA DE SANTANA,BA,-12.196111,-38.9675,229.64,A413,2012,5,24.950012,60.0,118.6
MONTES CLAROS,MG,-16.686389,-43.843889,645.87,A506,2012,5,22.550018,37.0,98.43
PICO DO COUTO,RJ,-22.464722,-43.291389,1777.0,A610,2012,5,12.150024,135.0,75.65
RIO DE JANEIRO - VILA MILITAR,RJ,-22.861389,-43.411389,30.43,A621,2012,5,21.75,120.0,77.88
SAO PAULO - MIRANTE,SP,-23.496289,-46.620067,785.64,A701,2012,5,17.75,54.0,72.119995
CAMPOS DO JORDAO,SP,-22.750278,-45.603889,1662.95,A706,2012,5,12.150024,64.0,70.52
CORUMBA,MS,-18.996667,-57.6375,111.73,A724,2012,5,23.850006,57.0,105.119995
SANTA MARIA,RS,-29.725,-53.720556,105.0,A803,2012,5,17.650024,135.0,84.729996
URUGUAIANA,RS,-29.84,-57.081944,74.29,A809,2012,5,18.150024,40.0,85.979996
MAL. CANDIDO RONDON,PR,-24.533333,-54.019167,392.07,A820,2012,5,19.050018,112.0,96.42
NOVA TEBAS,PR,-24.433889,-51.953889,660.0,A822,2012,5,17.25,116.0,86.509995
RIO NEGRINHO,SC,-26.248611,-49.574167,856.0,A862,2012,5,15.25,65.0,60.559998
MORRETES,PR,-25.508889,-48.808611,50.31,A873,2012,5,20.050018,110.0,65.02
CUIABA,MT,-15.606944,-56.060833,184.0,A901,2012,5,25.050018,239.0,113.06
PORTO VELHO,RO,-8.793611,-63.845833,86.7,A925,2012,5,26.350006,88.0,121.5
GOIANIA,GO,-16.642778,-49.220278,727.3,A002,2012,6,23.150024,14.0,99.759995
PALMAS,TO,-10.147778,-48.314444,267.0,A009,2012,6,27.450012,11.0,140.62
POSSE,GO,-14.089167,-46.366389,830.0,A017,2012,6,23.450012,1.0,122.99
BELEM,PA,-1.411111,-48.439444,21.17,A201,2012,6,26.850006,268.0,135.98
ITAITUBA,PA,-4.276944,-55.993056,24.46,A231,2012,6,26.450012,72.0,117.759995
CABROBO,PE,-8.503889,-39.315278,342.74,A329,2012,6,26.450012,13.0,140.70999
MORADA NOVA,CE,-5.091111,-38.364722,93.0,A332,2012,6,28.350006,28.0,143.25
CAMPOS SALES,CE,-7.077778,-40.362778,577.95,A347,2012,6,26.050018,9.0,147.87999
PALMARES,PE,-8.666667,-35.568056,164.01,A357,2012,6,23.650024,165.0,105.799995
BARREIRAS,BA,-12.124722,-45.026944,474.17,A402,2012,6,25.75,0.0,119.299995
FEIRA DE SANTANA,BA,-12.196111,-38.9675,229.64,A413,2012,6,23.75,29.0,101.159996
MONTES CLAROS,MG,-16.686389,-43.843889,645.87,A506,2012,6,22.75,0.0,93.39
PICO DO COUTO,RJ,-22.464722,-43.291389,1777.0,A610,2012,6,13.450012,91.0,71.95
RIO DE JANEIRO - VILA MILITAR,RJ,-22.861389,-43.411389,30.43,A621,2012,6,22.150024,82.0,66.159996
SAO PAULO - MIRANTE,SP,-23.496289,-46.620067,785.64,A701,2012,6,17.650024,230.0,55.61
CAMPOS DO JORDAO,SP,-22.750278,-45.603889,1662.95,A706,2012,6,12.550018,246.0,55.44
CORUMBA,MS,-18.996667,-57.6375,111.73,A724,2012,6,22.25,40.0,95.619995
SANTA MARIA,RS,-29.725,-53.720556,105.0,A803,2012,6,13.950012,32.0,59.969997
URUGUAIANA,RS,-29.84,-57.081944,74.29,A809,2012,6,14.350006,46.0,61.67
MAL. CANDIDO RONDON,PR,-24.533333,-54.019167,392.07,A820,2012,6,17.550018,130.0,70.439995
NOVA TEBAS,PR,-24.433889,-51.953889,660.0,A822,2012,6,15.950012,261.0,61.649998
RIO NEGRINHO,SC,-26.248611,-49.574167,856.0,A862,2012,6,13.650024,191.0,47.1
MORRETES,PR,-25.508889,-48.808611,50.31,A873,2012,6,17.850006,199.0,43.75
CUIABA,MT,-15.606944,-56.060833,184.0,A901,2012,6,24.050018,20.0,96.229996
PORTO VELHO,RO,-8.793611,-63.845833,86.7,A925,2012,6,26.150024,34.0,112.39
GOIANIA,GO,-16.642778,-49.220278,727.3,A002,2012,7,22.650024,1.0,105.54
PALMAS,TO,-10.147778,-48.314444,267.0,A009,2012,7,27.050018,0.0,159.5
POSSE,GO,-14.089167,-46.366389,830.0,A017,2012,7,22.650024,0.0,134.92
BELEM,PA,-1.411111,-48.439444,21.17,A201,2012,7,26.75,267.0,139.8
ITAITUBA,PA,-4.276944,-55.993056,24.46,A231,2012,7,26.550018,65.0,128.47
CABROBO,PE,-8.503889,-39.315278,342.74,A329,2012,7,24.850006,8.0,136.0
MORADA NOVA,CE,-5.091111,-38.364722,93.0,A332,2012,7,28.25,2.0,160.56999
CAMPOS SALES,CE,-7.077778,-40.362778,577.95,A347,2012,7,25.050018,0.0,165.12999
PALMARES,PE,-8.666667,-35.568056,164.01,A357,2012,7,22.850006,185.0,107.409996
BARREIRAS,BA,-12.124722,-45.026944,474.17,A402,2012,7,24.650024,0.0,126.21999
FEIRA DE SANTANA,BA,-12.196111,-38.9675,229.64,A413,2012,7,22.850006,39.0,109.659996
MONTES CLAROS,MG,-16.686389,-43.843889,645.87,A506,2012,7,22.050018,1.0,102.009995
PICO DO COUTO,RJ,-22.464722,-43.291389,1777.0,A610,2012,7,12.150024,29.0,87.409996
RIO DE JANEIRO - VILA MILITAR,RJ,-22.861389,-43.411389,30.43,A621,2012,7,21.050018,35.0,76.24
SAO PAULO - MIRANTE,SP,-23.496289,-46.620067,785.64,A701,2012,7,17.050018,118.0,72.79
CAMPOS DO JORDAO,SP,-22.750278,-45.603889,1662.95,A706,2012,7,11.550018,92.0,76.57
CORUMBA,MS,-18.996667,-57.6375,111.73,A724,2012,7,21.25,1.0,103.95
SANTA MARIA,RS,-29.725,-53.720556,105.0,A803,2012,7,11.950012,83.0,63.19
URUGUAIANA,RS,-29.84,-57.081944,74.29,A809,2012,7,11.75,34.0,68.03
MAL. CANDIDO RONDON,PR,-24.533333,-54.019167,392.07,A820,2012,7,17.050018,60.0,79.18
NOVA TEBAS,PR,-24.433889,-51.953889,660.0,A822,2012,7,15.75,54.0,74.02
RIO NEGRINHO,SC,-26.248611,-49.574167,856.0,A862,2012,7,12.950012,134.0,51.789997
MORRETES,PR,-25.508889,-48.808611,50.31,A873,2012,7,17.350006,109.0,49.57
CUIABA,MT,-15.606944,-56.060833,184.0,A901,2012,7,23.25,1.0,102.909996
PORTO VELHO,RO,-8.793611,-63.845833,86.7,A925,2012,7,26.75,1.0,139.23
GOIANIA,GO,-16.642778,-49.220278,727.3,A002,2012,8,23.650024,0.0,132.68
PALMAS,TO,-10.147778,-48.314444,267.0,A009,2012,8,27.75,0.0,185.48999
POSSE,GO,-14.089167,-46.366389,830.0,A017,2012,8,22.650024,0.0,156.16
BELEM,PA,-1.411111,-48.439444,21.17,A201,2012,8,27.25,106.0,155.36
ITAITUBA,PA,-4.276944,-55.993056,24.46,A231,2012,8,27.850006,52.0,157.01999
CABROBO,PE,-8.503889,-39.315278,342.74,A329,2012,8,24.75,3.0,153.45999
MORADA NOVA,CE,-5.091111,-38.364722,93.0,A332,2012,8,28.650024,0.0,191.51
CAMPOS SALES,CE,-7.077778,-40.362778,577.95,A347,2012,8,24.950012,0.0,185.87999
PALMARES,PE,-8.666667,-35.568056,164.01,A357,2012,8,22.350006,110.0,124.95
BARREIRAS,BA,-12.124722,-45.026944,474.17,A402,2012,8,24.950012,0.0,144.4
FEIRA DE SANTANA,BA,-12.196111,-38.9675,229.64,A413,2012,8,22.450012,69.0,128.06999
MONTES CLAROS,MG,-16.686389,-43.843889,645.87,A506,2012,8,22.050018,4.0,111.409996
PICO DO COUTO,RJ,-22.464722,-43.291389,1777.0,A610,2012,8,11.75,30.0,97.46
RIO DE JANEIRO - VILA MILITAR,RJ,-22.861389,-43.411389,30.43,A621,2012,8,21.450012,17.0,99.299995
SAO PAULO - MIRANTE,SP,-23.496289,-46.620067,785.64,A701,2012,8,18.550018,2.0,95.549995
CAMPOS DO JORDAO,SP,-22.750278,-45.603889,1662.95,A706,2012,8,12.450012,6.0,98.119995
CORUMBA,MS,-18.996667,-57.6375,111.73,A724,2012,8,25.650024,0.0,143.73999
SANTA MARIA,RS,-29.725,-53.720556,105.0,A803,2012,8,18.850006,42.0,102.189995
URUGUAIANA,RS,-29.84,-57.081944,74.29,A809,2012,8,18.150024,113.0,98.18
MAL. CANDIDO RONDON,PR,-24.533333,-54.019167,392.07,A820,2012,8,21.550018,1.0,135.79
NOVA TEBAS,PR,-24.433889,-51.953889,660.0,A822,2012,8,19.350006,3.0,115.799995
RIO NEGRINHO,SC,-26.248611,-49.574167,856.0,A862,2012,8,16.150024,19.0,83.63
MORRETES,PR,-25.508889,-48.808611,50.31,A873,2012,8,19.25,17.0,76.75
CUIABA,MT,-15.606944,-56.060833,184.0,A901,2012,8,26.25,0.0,127.45
PORTO VELHO,RO,-8.793611,-63.845833,86.7,A925,2012,8,28.550018,1.0,160.39
GOIANIA,GO,-16.642778,-49.220278,727.3,A002,2012,9,26.75,47.0,145.91
PALMAS,TO,-10.147778,-48.314444,267.0,A009,2012,9,29.75,6.0,188.01999
POSSE,GO,-14.089167,-46.366389,830.0,A017,2012,9,26.350006,2.0,177.55
BELEM,PA,-1.411111,-48.439444,21.17,A201,2012,9,27.650024,91.0,165.98999
ITAITUBA,PA,-4.276944,-55.993056,24.46,A231,2012,9,28.350006,68.0,162.01999
CABROBO,PE,-8.503889,-39.315278,342.74,A329,2012,9,26.550018,3.0,186.87
MORADA NOVA,CE,-5.091111,-38.364722,93.0,A332,2012,9,28.450012,0.0,192.45
CAMPOS SALES,CE,-7.077778,-40.362778,577.95,A347,2012,9,27.050018,0.0,199.4
PALMARES,PE,-8.666667,-35.568056,164.01,A357,2012,9,23.25,25.0,135.65
BARREIRAS,BA,-12.124722,-45.026944,474.17,A402,2012,9,27.850006,0.0,172.23999
FEIRA DE SANTANA,BA,-12.196111,-38.9675,229.64,A413,2012,9,24.350006,5.0,140.77
MONTES CLAROS,MG,-16.686389,-43.843889,645.87,A506,2012,9,25.450012,6.0,146.16
PICO DO COUTO,RJ,-22.464722,-43.291389,1777.0,A610,2012,9,14.050018,69.0,117.56
RIO DE JANEIRO - VILA MILITAR,RJ,-22.861389,-43.411389,30.43,A621,2012,9,22.75,32.0,115.72
SAO PAULO - MIRANTE,SP,-23.496289,-46.620067,785.64,A701,2012,9,19.75,21.0,110.93
CAMPOS DO JORDAO,SP,-22.750278,-45.603889,1662.95,A706,2012,9,14.75,24.0,110.119995
CORUMBA,MS,-18.996667,-57.6375,111.73,A724,2012,9,28.350006,20.0,161.45
SANTA MARIA,RS,-29.725,-53.720556,105.0,A803,2012,9,17.550018,158.0,108.689995
URUGUAIANA,RS,-29.84,-57.081944,74.29,A809,2012,9,18.450012,121.0,120.68
MAL. CANDIDO RONDON,PR,-24.533333,-54.019167,392.07,A820,2012,9,22.75,42.0,157.69
NOVA TEBAS,PR,-24.433889,-51.953889,660.0,A822,2012,9,20.650024,82.0,140.86
RIO NEGRINHO,SC,-26.248611,-49.574167,856.0,A862,2012,9,16.950012,72.0,106.39
MORRETES,PR,-25.508889,-48.808611,50.31,A873,2012,9,19.950012,60.0,97.579994
CUIABA,MT,-15.606944,-56.060833,184.0,A901,2012,9,28.650024,50.0,140.36
PORTO VELHO,RO,-8.793611,-63.845833,86.7,A925,2012,9,28.25,57.0,158.76
GOIANIA,GO,-16.642778,-49.220278,727.3,A002,2012,10,27.350006,72.0,171.59999
PALMAS,TO,-10.147778,-48.314444,267.0,A009,2012,10,29.550018,93.0,183.14
POSSE,GO,-14.089167,-46.366389,830.0,A017,2012,10,26.75,20.0,192.11
BELEM,PA,-1.411111,-48.439444,21.17,A201,2012,10,27.950012,32.0,177.29
ITAITUBA,PA,-4.276944,-55.993056,24.46,A231,2012,10,28.350006,173.0,166.34
CABROBO,PE,-8.503889,-39.315278,342.74,A329,2012,10,27.550018,5.0,197.53
MORADA NOVA,CE,-5.091111,-38.364722,93.0,A332,2012,10,28.75,1.0,198.90999
CAMPOS SALES,CE,-7.077778,-40.362778,577.95,A347,2012,10,28.050018,1.0,210.65999
PALMARES,PE,-8.666667,-35.568056,164.01,A357,2012,10,24.150024,40.0,147.27
BARREIRAS,BA,-12.124722,-45.026944,474.17,A402,2012,10,29.150024,15.0,187.87
FEIRA DE SANTANA,BA,-12.196111,-38.9675,229.64,A413,2012,10,25.25,22.0,161.33
MONTES CLAROS,MG,-16.686389,-43.843889,645.87,A506,2012,10,26.950012,21.0,173.39
PICO DO COUTO,RJ,-22.464722,-43.291389,1777.0,A610,2012,10,16.350006,41.0,158.76999
RIO DE JANEIRO - VILA MILITAR,RJ,-22.861389,-43.411389,30.43,A621,2012,10,25.050018,24.0,157.8
SAO PAULO - MIRANTE,SP,-23.496289,-46.620067,785.64,A701,2012,10,21.75,90.0,144.62999
CAMPOS DO JORDAO,SP,-22.750278,-45.603889,1662.95,A706,2012,10,17.050018,143.0,137.02
CORUMBA,MS,-18.996667,-57.6375,111.73,A724,2012,10,29.950012,20.0,187.31999
SANTA MARIA,RS,-29.725,-53.720556,105.0,A803,2012,10,20.550018,211.0,124.59
URUGUAIANA,RS,-29.84,-57.081944,74.29,A809,2012,10,20.650024,318.0,131.22
MAL. CANDIDO RONDON,PR,-24.533333,-54.019167,392.07,A820,2012,10,24.550018,194.0,168.58
NOVA TEBAS,PR,-24.433889,-51.953889,660.0,A822,2012,10,22.25,154.0,155.23
RIO NEGRINHO,SC,-26.248611,-49.574167,856.0,A862,2012,10,18.550018,173.0,112.829994
MORRETES,PR,-25.508889,-48.808611,50.31,A873,2012,10,21.950012,156.0,119.43
CUIABA,MT,-15.606944,-56.060833,184.0,A901,2012,10,29.350006,42.0,165.59
PORTO VELHO,RO,-8.793611,-63.845833,86.7,A925,2012,10,27.050018,105.0,149.97
GOIANIA,GO,-16.642778,-49.220278,727.3,A002,2012,11,24.150024,190.0,134.64
PALMAS,TO,-10.147778,-48.314444,267.0,A009,2012,11,26.650024,253.0,135.56
POSSE,GO,-14.089167,-46.366389,830.0,A017,2012,11,23.450012,280.0,122.06
BELEM,PA,-1.411111,-48.439444,21.17,A201,2012,11,28.150024,38.0,167.22
ITAITUBA,PA,-4.276944,-55.993056,24.46,A231,2012,11,28.650024,177.0,149.02
CABROBO,PE,-8.503889,-39.315278,342.74,A329,2012,11,30.550018,10.0,198.78
MORADA NOVA,CE,-5.091111,-38.364722,93.0,A332,2012,11,28.650024,1.0,184.36
CAMPOS SALES,CE,-7.077778,-40.362778,577.95,A347,2012,11,28.150024,23.0,178.01
PALMARES,PE,-8.666667,-35.568056,164.01,A357,2012,11,25.450012,4.0,163.95
BARREIRAS,BA,-12.124722,-45.026944,474.17,A402,2012,11,25.450012,273.0,124.54
FEIRA DE SANTANA,BA,-12.196111,-38.9675,229.64,A413,2012,11,27.050018,35.0,164.59999
MONTES CLAROS,MG,-16.686389,-43.843889,645.87,A506,2012,11,23.75,251.0,117.64
PICO DO COUTO,RJ,-22.464722,-43.291389,1777.0,A610,2012,11,15.450012,116.0,108.079994
RIO DE JANEIRO - VILA MILITAR,RJ,-22.861389,-43.411389,30.43,A621,2012,11,23.850006,47.0,121.189995
SAO PAULO - MIRANTE,SP,-23.496289,-46.620067,785.64,A701,2012,11,20.650024,93.0,127.619995
CAMPOS DO JORDAO,SP,-22.750278,-45.603889,1662.95,A706,2012,11,15.850006,164.0,113.399994
CORUMBA,MS,-18.996667,-57.6375,111.73,A724,2012,11,28.450012,173.0,156.91
SANTA MARIA,RS,-29.725,-53.720556,105.0,A803,2012,11,23.25,73.0,180.76999
URUGUAIANA,RS,-29.84,-57.081944,74.29,A809,2012,11,24.25,23.0,192.31999
MAL. CANDIDO RONDON,PR,-24.533333,-54.019167,392.07,A820,2012,11,25.050018,99.0,172.25
NOVA TEBAS,PR,-24.433889,-51.953889,660.0,A822,2012,11,22.650024,78.0,159.73
RIO NEGRINHO,SC,-26.248611,-49.574167,856.0,A862,2012,11,19.150024,54.0,129.84999
MORRETES,PR,-25.508889,-48.808611,50.31,A873,2012,11,22.650024,84.0,125.68
CUIABA,MT,-15.606944,-56.060833,184.0,A901,2012,11,27.050018,155.0,130.62999
PORTO VELHO,RO,-8.793611,-63.845833,86.7,A925,2012,11,26.75,136.0,123.86
GOIANIA,GO,-16.642778,-49.220278,727.3,A002,2012,12,25.350006,166.0,170.7
PALMAS,TO,-10.147778,-48.314444,267.0,A009,2012,12,26.950012,125.0,164.25
POSSE,GO,-14.089167,-46.366389,830.0,A017,2012,12,25.450012,135.0,191.01999
BELEM,PA,-1.411111,-48.439444,21.17,A201,2012,12,27.550018,198.0,147.37
ITAITUBA,PA,-4.276944,-55.993056,24.46,A231,2012,12,26.550018,135.0,130.56
CABROBO,PE,-8.503889,-39.315278,342.74,A329,2012,12,29.850006,15.0,207.42
MORADA NOVA,CE,-5.091111,-38.364722,93.0,A332,2012,12,29.050018,5.0,188.25
CAMPOS SALES,CE,-7.077778,-40.362778,577.95,A347,2012,12,27.75,15.0,174.34999
PALMARES,PE,-8.666667,-35.568056,164.01,A357,2012,12,25.950012,21.0,162.91
BARREIRAS,BA,-12.124722,-45.026944,474.17,A402,2012,12,27.550018,28.0,187.84999
FEIRA DE SANTANA,BA,-12.196111,-38.9675,229.64,A413,2012,12,27.650024,5.0,188.09999
MONTES CLAROS,MG,-16.686389,-43.843889,645.87,A506,2012,12,26.950012,41.0,189.05
PICO DO COUTO,RJ,-22.464722,-43.291389,1777.0,A610,2012,12,18.450012,174.0,166.61
RIO DE JANEIRO - VILA MILITAR,RJ,-22.861389,-43.411389,30.43,A621,2012,12,28.050018,61.0,183.64
SAO PAULO - MIRANTE,SP,-23.496289,-46.620067,785.64,A701,2012,12,23.950012,296.0,148.55
CAMPOS DO JORDAO,SP,-22.750278,-45.603889,1662.95,A706,2012,12,18.350006,383.0,121.03
CORUMBA,MS,-18.996667,-57.6375,111.73,A724,2012,12,28.950012,116.0,192.9
SANTA MARIA,RS,-29.725,-53.720556,105.0,A803,2012,12,24.75,422.0,187.26
URUGUAIANA,RS,-29.84,-57.081944,74.29,A809,2012,12,25.450012,389.0,200.23999
MAL. CANDIDO RONDON,PR,-24.533333,-54.019167,392.07,A820,2012,12,26.550018,153.0,198.37
NOVA TEBAS,PR,-24.433889,-51.953889,660.0,A822,2012,12,24.350006,228.0,165.09999
RIO NEGRINHO,SC,-26.248611,-49.574167,856.0,A862,2012,12,22.350006,226.0,148.87999
MORRETES,PR,-25.508889,-48.808611,50.31,A873,2012,12,26.25,306.0,149.43
CUIABA,MT,-15.606944,-56.060833,184.0,A901,2012,12,27.650024,163.0,170.42
PORTO VELHO,RO,-8.793611,-63.845833,86.7,A925,2012,12,25.950012,143.0,122.689995
GOIANIA,GO,-16.642778,-49.220278,727.3,A002,2013,1,23.650024,297.0,119.53
PALMAS,TO,-10.147778,-48.314444,267.0,A009,2013,1,25.850006,399.0,123.21
POSSE,GO,-14.089167,-46.366389,830.0,A017,2013,1,23.25,267.0,132.0
BELEM,PA,-1.411111,-48.439444,21.17,A201,2013,1,26.850006,399.0,128.54
ITAITUBA,PA,-4.276944,-55.993056,24.46,A231,2013,1,26.450012,288.0,110.939995
CABROBO,PE,-8.503889,-39.315278,342.74,A329,2013,1,29.25,106.0,181.4
