Nome,UF,Latitude,Longitude,Altitude,Codigo,ano,mes,tmed,pr_mes
MONTES CLAROS,MG,-16.686389,-43.843889,645.87,A506,2015,5,21.650000000000002,13.0
CORUMBA,MS,-18.996667,-57.63750076293945,111.73,A724,2015,5,24.550000000000004,54.0
CUIABA,MT,-15.60694408416748,-56.06083297729492,184.0,A901,2015,5,24.6,38.0
BELEM,PA,-1.4111109972000122,-48.439444,21.17,A201,2015,5,26.85,410.0
ITAITUBA,PA,-4.276944160461426,-55.993056,24.46,A231,2015,5,27.85,220.0
CABROBO,PE,-8.503889083862305,-39.315278,342.74,A329,2015,5,25.6,56.0
PALMARES,PE,-8.666666984558105,-35.568056,164.01,A357,2015,5,23.950000000000003,151.0
MORRETES,PR,-25.508889,-48.808611,50.31,A873,2015,5,20.05,119.0
MAL. CANDIDO RONDON,PR,-24.53333282470703,-54.019167,392.07,A820,2015,5,17.85,228.0
NOVA TEBAS,PR,-24.433889,-51.953889,660.0,A822,2015,5,16.950000000000003,126.0
PICO DO COUTO,RJ,-22.4647216796875,-43.291389,1777.0,A610,2015,5,14.700000000000001,189.0
RIO DE JANEIRO - VILA MILITAR,RJ,-22.861389,-43.411389,30.43,A621,2015,5,22.35,182.0
PORTO VELHO,RO,-8.793610572814941,-63.84583282470703,86.7,A925,2015,5,26.6,154.0
SANTA MARIA,RS,-29.725000381469727,-53.720556,105.0,A803,2015,5,18.3,149.0
URUGUAIANA,RS,-29.84000015258789,-57.08194351196289,74.29,A809,2015,5,17.900000000000002,138.0
RIO NEGRINHO,SC,-26.248611450195312,-49.574167,856.0,A862,2015,5,14.850000000000001,131.0
CAMPOS DO JORDAO,SP,-22.75027847290039,-45.603889,1662.95,A706,2015,5,11.85,70.0
SAO PAULO - MIRANTE,SP,-23.496289,-46.620067,785.64,A701,2015,5,17.700000000000003,45.0
PALMAS,TO,-10.147777557373047,-48.314444,267.0,A009,2015,5,25.15,33.0
BARREIRAS,BA,-12.12472152709961,-45.026944,474.17,A402,2015,6,22.75,0.0
FEIRA DE SANTANA,BA,-12.196110725402832,-38.967498779296875,229.64,A413,2015,6,21.6,109.0
MORADA NOVA,CE,-5.091111183166504,-38.364722,93.0,A332,2015,6,27.55,29.0
CAMPOS SALES,CE,-7.077777862548828,-40.36277770996094,577.95,A347,2015,6,25.0,8.0
POSSE,GO,-14.089166641235352,-46.366389,830.0,A017,2015,6,22.75,0.0
GOIANIA,GO,-16.642778396606445,-49.220278,727.3,A002,2015,6,22.05,0.0
MONTES CLAROS,MG,-16.686389,-43.843889,645.87,A506,2015,6,21.1,0.0
CORUMBA,MS,-18.996667,-57.63750076293945,111.73,A724,2015,6,23.450000000000003,16.0
CUIABA,MT,-15.60694408416748,-56.06083297729492,184.0,A901,2015,6,24.05,3.0
BELEM,PA,-1.4111109972000122,-48.439444,21.17,A201,2015,6,27.050000000000004,181.0
ITAITUBA,PA,-4.276944160461426,-55.993056,24.46,A231,2015,6,28.200000000000003,92.0
CABROBO,PE,-8.503889083862305,-39.315278,342.74,A329,2015,6,24.200000000000003,12.0
PALMARES,PE,-8.666666984558105,-35.568056,164.01,A357,2015,6,22.200000000000003,258.0
MORRETES,PR,-25.508889,-48.808611,50.31,A873,2015,6,19.150000000000002,71.0
MAL. CANDIDO RONDON,PR,-24.53333282470703,-54.019167,392.07,A820,2015,6,17.65,184.0
NOVA TEBAS,PR,-24.433889,-51.953889,660.0,A822,2015,6,16.700000000000003,52.0
PICO DO COUTO,RJ,-22.4647216796875,-43.291389,1777.0,A610,2015,6,14.2,31.0
RIO DE JANEIRO - VILA MILITAR,RJ,-22.861389,-43.411389,30.43,A621,2015,6,21.800000000000004,33.0
PORTO VELHO,RO,-8.793610572814941,-63.84583282470703,86.7,A925,2015,6,26.85,42.0
SANTA MARIA,RS,-29.725000381469727,-53.720556,105.0,A803,2015,6,16.650000000000002,173.0
URUGUAIANA,RS,-29.84000015258789,-57.08194351196289,74.29,A809,2015,6,15.900000000000002,81.0
RIO NEGRINHO,SC,-26.248611450195312,-49.574167,856.0,A862,2015,6,14.100000000000001,95.0
CAMPOS DO JORDAO,SP,-22.75027847290039,-45.603889,1662.95,A706,2015,6,10.450000000000001,15.0
SAO PAULO - MIRANTE,SP,-23.496289,-46.620067,785.64,A701,2015,6,17.2,19.0
PALMAS,TO,-10.147777557373047,-48.314444,267.0,A009,2015,6,24.35,0.0
BARREIRAS,BA,-12.12472152709961,-45.026944,474.17,A402,2015,7,23.0,0.0
FEIRA DE SANTANA,BA,-12.196110725402832,-38.967498779296875,229.64,A413,2015,7,21.3,74.0
MORADA NOVA,CE,-5.091111183166504,-38.364722,93.0,A332,2015,7,27.1,37.0
CAMPOS SALES,CE,-7.077777862548828,-40.36277770996094,577.95,A347,2015,7,24.6,7.0
POSSE,GO,-14.089166641235352,-46.366389,830.0,A017,2015,7,23.6,0.0
GOIANIA,GO,-16.642778396606445,-49.220278,727.3,A002,2015,7,22.45,4.0
MONTES CLAROS,MG,-16.686389,-43.843889,645.87,A506,2015,7,21.3,0.0
CORUMBA,MS,-18.996667,-57.63750076293945,111.73,A724,2015,7,23.35,46.0
CUIABA,MT,-15.60694408416748,-56.06083297729492,184.0,A901,2015,7,23.05,39.0
BELEM,PA,-1.4111109972000122,-48.439444,21.17,A201,2015,7,26.8,156.0
ITAITUBA,PA,-4.276944160461426,-55.993056,24.46,A231,2015,7,28.450000000000003,107.0
CABROBO,PE,-8.503889083862305,-39.315278,342.74,A329,2015,7,21.900000000000002,16.0
PALMARES,PE,-8.666666984558105,-35.568056,164.01,A357,2015,7,21.550000000000004,343.0
MORRETES,PR,-25.508889,-48.808611,50.31,A873,2015,7,18.450000000000003,154.0
MAL. CANDIDO RONDON,PR,-24.53333282470703,-54.019167,392.07,A820,2015,7,16.75,327.0
NOVA TEBAS,PR,-24.433889,-51.953889,660.0,A822,2015,7,16.4,391.0
PICO DO COUTO,RJ,-22.4647216796875,-43.291389,1777.0,A610,2015,7,14.45,45.0
RIO DE JANEIRO - VILA MILITAR,RJ,-22.861389,-43.411389,30.43,A621,2015,7,22.200000000000003,60.0
PORTO VELHO,RO,-8.793610572814941,-63.84583282470703,86.7,A925,2015,7,27.300000000000004,61.0
SANTA MARIA,RS,-29.725000381469727,-53.720556,105.0,A803,2015,7,15.700000000000003,179.0
URUGUAIANA,RS,-29.84000015258789,-57.08194351196289,74.29,A809,2015,7,14.5,57.0
RIO NEGRINHO,SC,-26.248611450195312,-49.574167,856.0,A862,2015,7,13.7,156.0
CAMPOS DO JORDAO,SP,-22.75027847290039,-45.603889,1662.95,A706,2015,7,10.1,52.0
SAO PAULO - MIRANTE,SP,-23.496289,-46.620067,785.64,A701,2015,7,17.1,57.0
PALMAS,TO,-10.147777557373047,-48.314444,267.0,A009,2015,7,24.75,2.0
BARREIRAS,BA,-12.12472152709961,-45.026944,474.17,A402,2015,8,23.400000000000002,0.0
FEIRA DE SANTANA,BA,-12.196110725402832,-38.967498779296875,229.64,A413,2015,8,20.950000000000003,40.0
MORADA NOVA,CE,-5.091111183166504,-38.364722,93.0,A332,2015,8,27.950000000000003,2.0
CAMPOS SALES,CE,-7.077777862548828,-40.36277770996094,577.95,A347,2015,8,25.3,0.0
POSSE,GO,-14.089166641235352,-46.366389,830.0,A017,2015,8,23.950000000000003,0.0
GOIANIA,GO,-16.642778396606445,-49.220278,727.3,A002,2015,8,23.950000000000003,3.0
MONTES CLAROS,MG,-16.686389,-43.843889,645.87,A506,2015,8,22.05,1.0
CORUMBA,MS,-18.996667,-57.63750076293945,111.73,A724,2015,8,25.150000000000002,3.0
CUIABA,MT,-15.60694408416748,-56.06083297729492,184.0,A901,2015,8,26.300000000000004,0.0
BELEM,PA,-1.4111109972000122,-48.439444,21.17,A201,2015,8,27.35,91.0
ITAITUBA,PA,-4.276944160461426,-55.993056,24.46,A231,2015,8,29.15,19.0
CABROBO,PE,-8.503889083862305,-39.315278,342.74,A329,2015,8,23.200000000000003,1.0
PALMARES,PE,-8.666666984558105,-35.568056,164.01,A357,2015,8,21.15,84.0
MORRETES,PR,-25.508889,-48.808611,50.31,A873,2015,8,20.650000000000002,30.0
MAL. CANDIDO RONDON,PR,-24.53333282470703,-54.019167,392.07,A820,2015,8,18.45,189.0
NOVA TEBAS,PR,-24.433889,-51.953889,660.0,A822,2015,8,18.35,78.0
PICO DO COUTO,RJ,-22.4647216796875,-43.291389,1777.0,A610,2015,8,15.200000000000001,20.0
RIO DE JANEIRO - VILA MILITAR,RJ,-22.861389,-43.411389,30.43,A621,2015,8,22.75,23.0
PORTO VELHO,RO,-8.793610572814941,-63.84583282470703,86.7,A925,2015,8,28.55,28.0
SANTA MARIA,RS,-29.725000381469727,-53.720556,105.0,A803,2015,8,18.65,228.0
URUGUAIANA,RS,-29.84000015258789,-57.08194351196289,74.29,A809,2015,8,18.450000000000003,178.0
RIO NEGRINHO,SC,-26.248611450195312,-49.574167,856.0,A862,2015,8,16.0,48.0
CAMPOS DO JORDAO,SP,-22.75027847290039,-45.603889,1662.95,A706,2015,8,11.95,43.0
SAO PAULO - MIRANTE,SP,-23.496289,-46.620067,785.64,A701,2015,8,18.700000000000003,28.0
PALMAS,TO,-10.147777557373047,-48.314444,267.0,A009,2015,8,25.799999999999997,0.0
BARREIRAS,BA,-12.12472152709961,-45.026944,474.17,A402,2015,9,27.35,0.0
FEIRA DE SANTANA,BA,-12.196110725402832,-38.967498779296875,229.64,A413,2015,9,23.35,7.0
MORADA NOVA,CE,-5.091111183166504,-38.364722,93.0,A332,2015,9,28.150000000000002,1.0
CAMPOS SALES,CE,-7.077777862548828,-40.36277770996094,577.95,A347,2015,9,26.700000000000003,0.0
POSSE,GO,-14.089166641235352,-46.366389,830.0,A017,2015,9,28.25,4.0
GOIANIA,GO,-16.642778396606445,-49.220278,727.3,A002,2015,9,27.4,28.0
MONTES CLAROS,MG,-16.686389,-43.843889,645.87,A506,2015,9,26.700000000000003,1.0
CORUMBA,MS,-18.996667,-57.63750076293945,111.73,A724,2015,9,28.05,50.0
CUIABA,MT,-15.60694408416748,-56.06083297729492,184.0,A901,2015,9,28.1,24.0
BELEM,PA,-1.4111109972000122,-48.439444,21.17,A201,2015,9,27.650000000000002,69.0
ITAITUBA,PA,-4.276944160461426,-55.993056,24.46,A231,2015,9,30.400000000000002,13.0
CABROBO,PE,-8.503889083862305,-39.315278,342.74,A329,2015,9,25.85,0.0
PALMARES,PE,-8.666666984558105,-35.568056,164.01,A357,2015,9,22.35,22.0
MORRETES,PR,-25.508889,-48.808611,50.31,A873,2015,9,20.75,152.0
MAL. CANDIDO RONDON,PR,-24.53333282470703,-54.019167,392.07,A820,2015,9,21.400000000000002,180.0
NOVA TEBAS,PR,-24.433889,-51.953889,660.0,A822,2015,9,20.700000000000003,186.0
PICO DO COUTO,RJ,-22.4647216796875,-43.291389,1777.0,A610,2015,9,17.200000000000003,103.0
RIO DE JANEIRO - VILA MILITAR,RJ,-22.861389,-43.411389,30.43,A621,2015,9,24.050000000000004,105.0
PORTO VELHO,RO,-8.793610572814941,-63.84583282470703,86.7,A925,2015,9,29.55,76.0
SANTA MARIA,RS,-29.725000381469727,-53.720556,105.0,A803,2015,9,17.700000000000003,159.0
URUGUAIANA,RS,-29.84000015258789,-57.08194351196289,74.29,A809,2015,9,17.200000000000003,86.0
RIO NEGRINHO,SC,-26.248611450195312,-49.574167,856.0,A862,2015,9,17.150000000000002,171.0
CAMPOS DO JORDAO,SP,-22.75027847290039,-45.603889,1662.95,A706,2015,9,14.25,174.0
SAO PAULO - MIRANTE,SP,-23.496289,-46.620067,785.64,A701,2015,9,19.950000000000003,175.0
PALMAS,TO,-10.147777557373047,-48.314444,267.0,A009,2015,9,28.8,9.0
BARREIRAS,BA,-12.12472152709961,-45.026944,474.17,A402,2015,10,28.550000000000004,15.0
FEIRA DE SANTANA,BA,-12.196110725402832,-38.967498779296875,229.64,A413,2015,10,24.3,12.0
MORADA NOVA,CE,-5.091111183166504,-38.364722,93.0,A332,2015,10,28.1,0.0
CAMPOS SALES,CE,-7.077777862548828,-40.36277770996094,577.95,A347,2015,10,27.550000000000004,4.0
POSSE,GO,-14.089166641235352,-46.366389,830.0,A017,2015,10,28.650000000000002,34.0
GOIANIA,GO,-16.642778396606445,-49.220278,727.3,A002,2015,10,28.5,28.0
MONTES CLAROS,MG,-16.686389,-43.843889,645.87,A506,2015,10,27.6,7.0
CORUMBA,MS,-18.996667,-57.63750076293945,111.73,A724,2015,10,28.400000000000002,27.0
CUIABA,MT,-15.60694408416748,-56.06083297729492,184.0,A901,2015,10,27.75,28.0
BELEM,PA,-1.4111109972000122,-48.439444,21.17,A201,2015,10,28.450000000000003,19.0
ITAITUBA,PA,-4.276944160461426,-55.993056,24.46,A231,2015,10,30.1,48.0
CABROBO,PE,-8.503889083862305,-39.315278,342.74,A329,2015,10,26.950000000000003,2.0
PALMARES,PE,-8.666666984558105,-35.568056,164.01,A357,2015,10,23.25,13.0
MORRETES,PR,-25.508889,-48.808611,50.31,A873,2015,10,21.550000000000004,277.0
MAL. CANDIDO RONDON,PR,-24.53333282470703,-54.019167,392.07,A820,2015,10,22.400000000000002,247.0
NOVA TEBAS,PR,-24.433889,-51.953889,660.0,A822,2015,10,21.0,294.0
PICO DO COUTO,RJ,-22.4647216796875,-43.291389,1777.0,A610,2015,10,17.9,81.0
RIO DE JANEIRO - VILA MILITAR,RJ,-22.861389,-43.411389,30.43,A621,2015,10,24.75,61.0
PORTO VELHO,RO,-8.793610572814941,-63.84583282470703,86.7,A925,2015,10,27.75,100.0
SANTA MARIA,RS,-29.725000381469727,-53.720556,105.0,A803,2015,10,19.0,293.0
URUGUAIANA,RS,-29.84000015258789,-57.08194351196289,74.29,A809,2015,10,19.05,275.0
RIO NEGRINHO,SC,-26.248611450195312,-49.574167,856.0,A862,2015,10,17.650000000000002,275.0
CAMPOS DO JORDAO,SP,-22.75027847290039,-45.603889,1662.95,A706,2015,10,15.650000000000002,116.0
SAO PAULO - MIRANTE,SP,-23.496289,-46.620067,785.64,A701,2015,10,20.6,109.0
PALMAS,TO,-10.147777557373047,-48.314444,267.0,A009,2015,10,29.300000000000004,56.0
BARREIRAS,BA,-12.12472152709961,-45.026944,474.17,A402,2015,11,27.900000000000002,128.0
FEIRA DE SANTANA,BA,-12.196110725402832,-38.967498779296875,229.64,A413,2015,11,26.55,6.0
MORADA NOVA,CE,-5.091111183166504,-38.364722,93.0,A332,2015,11,28.650000000000002,0.0
CAMPOS SALES,CE,-7.077777862548828,-40.36277770996094,577.95,A347,2015,11,29.0,1.0
POSSE,GO,-14.089166641235352,-46.366389,830.0,A017,2015,11,26.950000000000003,138.0
GOIANIA,GO,-16.642778396606445,-49.220278,727.3,A002,2015,11,26.0,327.0
MONTES CLAROS,MG,-16.686389,-43.843889,645.87,A506,2015,11,27.400000000000002,113.0
CORUMBA,MS,-18.996667,-57.63750076293945,111.73,A724,2015,11,28.6,107.0
CUIABA,MT,-15.60694408416748,-56.06083297729492,184.0,A901,2015,11,27.55,111.0
BELEM,PA,-1.4111109972000122,-48.439444,21.17,A201,2015,11,28.700000000000003,70.0
ITAITUBA,PA,-4.276944160461426,-55.993056,24.46,A231,2015,11,29.6,71.0
CABROBO,PE,-8.503889083862305,-39.315278,342.74,A329,2015,11,29.75,0.0
PALMARES,PE,-8.666666984558105,-35.568056,164.01,A357,2015,11,24.5,23.0
MORRETES,PR,-25.508889,-48.808611,50.31,A873,2015,11,22.5,267.0
MAL. CANDIDO RONDON,PR,-24.53333282470703,-54.019167,392.07,A820,2015,11,22.900000000000002,196.0
NOVA TEBAS,PR,-24.433889,-51.953889,660.0,A822,2015,11,21.6,236.0
PICO DO COUTO,RJ,-22.4647216796875,-43.291389,1777.0,A610,2015,11,18.4,190.0
RIO DE JANEIRO - VILA MILITAR,RJ,-22.861389,-43.411389,30.43,A621,2015,11,25.5,143.0
PORTO VELHO,RO,-8.793610572814941,-63.84583282470703,86.7,A925,2015,11,27.65,193.0
SANTA MARIA,RS,-29.725000381469727,-53.720556,105.0,A803,2015,11,22.800000000000004,179.0
URUGUAIANA,RS,-29.84000015258789,-57.08194351196289,74.29,A809,2015,11,21.8,224.0
RIO NEGRINHO,SC,-26.248611450195312,-49.574167,856.0,A862,2015,11,18.8,213.0
CAMPOS DO JORDAO,SP,-22.75027847290039,-45.603889,1662.95,A706,2015,11,15.950000000000001,337.0
SAO PAULO - MIRANTE,SP,-23.496289,-46.620067,785.64,A701,2015,11,20.85,249.0
PALMAS,TO,-10.147777557373047,-48.314444,267.0,A009,2015,11,27.200000000000003,65.0
BARREIRAS,BA,-12.12472152709961,-45.026944,474.17,A402,2015,12,28.3,19.0
FEIRA DE SANTANA,BA,-12.196110725402832,-38.967498779296875,229.64,A413,2015,12,26.6,24.0
MORADA NOVA,CE,-5.091111183166504,-38.364722,93.0,A332,2015,12,29.1,11.0
CAMPOS SALES,CE,-7.077777862548828,-40.36277770996094,577.95,A347,2015,12,29.1,8.0
POSSE,GO,-14.089166641235352,-46.366389,830.0,A017,2015,12,26.900000000000002,88.0
GOIANIA,GO,-16.642778396606445,-49.220278,727.3,A002,2015,12,25.450000000000003,221.0
MONTES CLAROS,MG,-16.686389,-43.843889,645.87,A506,2015,12,26.85,68.0
CORUMBA,MS,-18.996667,-57.63750076293945,111.73,A724,2015,12,29.200000000000003,139.0
CUIABA,MT,-15.60694408416748,-56.06083297729492,184.0,A901,2015,12,27.65,133.0
BELEM,PA,-1.4111109972000122,-48.439444,21.17,A201,2015,12,28.75,205.0
ITAITUBA,PA,-4.276944160461426,-55.993056,24.46,A231,2015,12,28.5,57.0
CABROBO,PE,-8.503889083862305,-39.315278,342.74,A329,2015,12,29.200000000000003,3.0
PALMARES,PE,-8.666666984558105,-35.568056,164.01,A357,2015,12,24.65,71.0
MORRETES,PR,-25.508889,-48.808611,50.31,A873,2015,12,24.5,289.0
MAL. CANDIDO RONDON,PR,-24.53333282470703,-54.019167,392.07,A820,2015,12,23.9,349.0
NOVA TEBAS,PR,-24.433889,-51.953889,660.0,A822,2015,12,22.6,293.0
PICO DO COUTO,RJ,-22.4647216796875,-43.291389,1777.0,A610,2015,12,19.650000000000002,245.0
RIO DE JANEIRO - VILA MILITAR,RJ,-22.861389,-43.411389,30.43,A621,2015,12,26.85,179.0
PORTO VELHO,RO,-8.793610572814941,-63.84583282470703,86.7,A925,2015,12,27.1,157.0
SANTA MARIA,RS,-29.725000381469727,-53.720556,105.0,A803,2015,12,24.200000000000003,234.0
URUGUAIANA,RS,-29.84000015258789,-57.08194351196289,74.29,A809,2015,12,24.700000000000003,361.0
RIO NEGRINHO,SC,-26.248611450195312,-49.574167,856.0,A862,2015,12,20.6,240.0
CAMPOS DO JORDAO,SP,-22.75027847290039,-45.603889,1662.95,A706,2015,12,16.700000000000003,419.0
SAO PAULO - MIRANTE,SP,-23.496289,-46.620067,785.64,A701,2015,12,22.3,317.0
PALMAS,TO,-10.147777557373047,-48.314444,267.0,A009,2015,12,27.15,103.0
BARREIRAS,BA,-12.12472152709961,-45.026944,474.17,A402,2016,1,24.200000000000003,406.0
FEIRA DE SANTANA,BA,-12.196110725402832,-38.967498779296875,229.64,A413,2016,1,25.75,202.0
MORADA NOVA,CE,-5.091111183166504,-38.364722,93.0,A332,2016,1,27.200000000000003,115.0
CAMPOS SALES,CE,-7.077777862548828,-40.36277770996094,577.95,A347,2016,1,25.25,142.0
POSSE,GO,-14.089166641235352,-46.366389,830.0,A017,2016,1,24.1,468.0
GOIANIA,GO,-16.642778396606445,-49.220278,727.3,A002,2016,1,24.4,513.0
MONTES CLAROS,MG,-16.686389,-43.843889,645.87,A506,2016,1,24.200000000000003,368.0
CORUMBA,MS,-18.996667,-57.63750076293945,111.73,A724,2016,1,29.1,344.0
CUIABA,MT,-15.60694408416748,-56.06083297729492,184.0,A901,2016,1,27.35,271.0
BELEM,PA,-1.4111109972000122,-48.439444,21.17,A201,2016,1,27.85,316.0
ITAITUBA,PA,-4.276944160461426,-55.993056,24.46,A231,2016,1,26.950000000000003,237.0
CABROBO,PE,-8.503889083862305,-39.315278,342.74,A329,2016,1,25.3,148.0
PALMARES,PE,-8.666666984558105,-35.568056,164.01,A357,2016,1,25.700000000000003,106.0
MORRETES,PR,-25.508889,-48.808611,50.31,A873,2016,1,26.200000000000003,236.0
MAL. CANDIDO RONDON,PR,-24.53333282470703,-54.019167,392.07,A820,2016,1,25.150000000000002,187.0
NOVA TEBAS,PR,-24.433889,-51.953889,660.0,A822,2016,1,23.700000000000003,171.0
PICO DO COUTO,RJ,-22.4647216796875,-43.291389,1777.0,A610,2016,1,19.8,303.0
RIO DE JANEIRO - VILA MILITAR,RJ,-22.861389,-43.411389,30.43,A621,2016,1,26.85,198.0
PORTO VELHO,RO,-8.793610572814941,-63.84583282470703,86.7,A925,2016,1,27.35,335.0
SANTA MARIA,RS,-29.725000381469727,-53.720556,105.0,A803,2016,1,26.0,128.0
URUGUAIANA,RS,-29.84000015258789,-57.08194351196289,74.29,A809,2016,1,27.200000000000003,87.0
RIO NEGRINHO,SC,-26.248611450195312,-49.574167,856.0,A862,2016,1,21.450000000000003,170.0
CAMPOS DO JORDAO,SP,-22.75027847290039,-45.603889,1662.95,A706,2016,1,19.950000000000003,252.0
SAO PAULO - MIRANTE,SP,-23.496289,-46.620067,785.64,A701,2016,1,22.650000000000002,173.0
PALMAS,TO,-10.147777557373047,-48.314444,267.0,A009,2016,1,25.4,464.0
BARREIRAS,BA,-12.12472152709961,-45.026944,474.17,A402,2016,2,26.700000000000003,21.0
FEIRA DE SANTANA,BA,-12.196110725402832,-38.967498779296875,229.64,A413,2016,2,26.200000000000003,29.0
MORADA NOVA,CE,-5.091111183166504,-38.364722,93.0,A332,2016,2,28.75,68.0
CAMPOS SALES,CE,-7.077777862548828,-40.36277770996094,577.95,A347,2016,2,27.200000000000003,51.0
POSSE,GO,-14.089166641235352,-46.366389,830.0,A017,2016,2,25.950000000000003,80.0
GOIANIA,GO,-16.642778396606445,-49.220278,727.3,A002,2016,2,26.050000000000004,138.0
MONTES CLAROS,MG,-16.686389,-43.843889,645.87,A506,2016,2,26.35,24.0
CORUMBA,MS,-18.996667,-57.63750076293945,111.73,A724,2016,2,29.0,201.0
CUIABA,MT,-15.60694408416748,-56.06083297729492,184.0,A901,2016,2,28.450000000000003,214.0
BELEM,PA,-1.4111109972000122,-48.439444,21.17,A201,2016,2,27.650000000000002,586.0
ITAITUBA,PA,-4.276944160461426,-55.993056,24.46,A231,2016,2,27.85,282.0
CABROBO,PE,-8.503889083862305,-39.315278,342.74,A329,2016,2,27.550000000000004,34.0
PALMARES,PE,-8.666666984558105,-35.568056,164.01,A357,2016,2,25.700000000000003,48.0
MORRETES,PR,-25.508889,-48.808611,50.31,A873,2016,2,26.450000000000003,365.0
MAL. CANDIDO RONDON,PR,-24.53333282470703,-54.019167,392.07,A820,2016,2,25.6,248.0
NOVA TEBAS,PR,-24.433889,-51.953889,660.0,A822,2016,2,24.15,272.0
PICO DO COUTO,RJ,-22.4647216796875,-43.291389,1777.0,A610,2016,2,20.9,236.0
RIO DE JANEIRO - VILA MILITAR,RJ,-22.861389,-43.411389,30.43,A621,2016,2,28.200000000000003,190.0
PORTO VELHO,RO,-8.793610572814941,-63.84583282470703,86.7,A925,2016,2,26.450000000000003,323.0
SANTA MARIA,RS,-29.725000381469727,-53.720556,105.0,A803,2016,2,26.400000000000002,135.0
URUGUAIANA,RS,-29.84000015258789,-57.08194351196289,74.29,A809,2016,2,26.85,200.0
RIO NEGRINHO,SC,-26.248611450195312,-49.574167,856.0,A862,2016,2,22.1,264.0
CAMPOS DO JORDAO,SP,-22.75027847290039,-45.603889,1662.95,A706,2016,2,17.450000000000003,284.0
SAO PAULO - MIRANTE,SP,-23.496289,-46.620067,785.64,A701,2016,2,23.5,294.0
PALMAS,TO,-10.147777557373047,-48.314444,267.0,A009,2016,2,27.800000000000004,86.0
BARREIRAS,BA,-12.12472152709961,-45.026944,474.17,A402,2016,3,26.700000000000003,70.0
FEIRA DE SANTANA,BA,-12.196110725402832,-38.967498779296875,229.64,A413,2016,3,27.05,30.0
MORADA NOVA,CE,-5.091111183166504,-38.364722,93.0,A332,2016,3,30.35,171.0
CAMPOS SALES,CE,-7.077777862548828,-40.36277770996094,577.95,A347,2016,3,27.3,86.0
POSSE,GO,-14.089166641235352,-46.366389,830.0,A017,2016,3,25.75,130.0
GOIANIA,GO,-16.642778396606445,-49.220278,727.3,A002,2016,3,25.400000000000002,151.0
MONTES CLAROS,MG,-16.686389,-43.843889,645.87,A506,2016,3,26.35,40.0
CORUMBA,MS,-18.996667,-57.63750076293945,111.73,A724,2016,3,27.400000000000002,44.0
CUIABA,MT,-15.60694408416748,-56.06083297729492,184.0,A901,2016,3,27.200000000000003,178.0
BELEM,PA,-1.4111109972000122,-48.439444,21.17,A201,2016,3,27.700000000000003,613.0
ITAITUBA,PA,-4.276944160461426,-55.993056,24.46,A231,2016,3,27.55,299.0
CABROBO,PE,-8.503889083862305,-39.315278,342.74,A329,2016,3,28.85,78.0
PALMARES,PE,-8.666666984558105,-35.568056,164.01,A357,2016,3,25.950000000000003,148.0
MORRETES,PR,-25.508889,-48.808611,50.31,A873,2016,3,24.85,249.0
MAL. CANDIDO RONDON,PR,-24.53333282470703,-54.019167,392.07,A820,2016,3,22.8,125.0
NOVA TEBAS,PR,-24.433889,-51.953889,660.0,A822,2016,3,21.6,87.0
PICO DO COUTO,RJ,-22.4647216796875,-43.291389,1777.0,A610,2016,3,19.5,221.0
RIO DE JANEIRO - VILA MILITAR,RJ,-22.861389,-43.411389,30.43,A621,2016,3,26.85,193.0
PORTO VELHO,RO,-8.793610572814941,-63.84583282470703,86.7,A925,2016,3,26.75,296.0
SANTA MARIA,RS,-29.725000381469727,-53.720556,105.0,A803,2016,3,22.3,239.0
URUGUAIANA,RS,-29.84000015258789,-57.08194351196289,74.29,A809,2016,3,22.300000000000004,121.0
RIO NEGRINHO,SC,-26.248611450195312,-49.574167,856.0,A862,2016,3,19.700000000000003,153.0
CAMPOS DO JORDAO,SP,-22.75027847290039,-45.603889,1662.95,A706,2016,3,15.8,257.0
SAO PAULO - MIRANTE,SP,-23.496289,-46.620067,785.64,A701,2016,3,21.75,232.0
PALMAS,TO,-10.147777557373047,-48.314444,267.0,A009,2016,3,27.1,172.0
BARREIRAS,BA,-12.12472152709961,-45.026944,474.17,A402,2016,4,26.7,12.0
FEIRA DE SANTANA,BA,-12.196110725402832,-38.967498779296875,229.64,A413,2016,4,25.75,18.0
MORADA NOVA,CE,-5.091111183166504,-38.364722,93.0,A332,2016,4,28.6,134.0
CAMPOS SALES,CE,-7.077777862548828,-40.36277770996094,577.95,A347,2016,4,26.950000000000003,37.0
POSSE,GO,-14.089166641235352,-46.366389,830.0,A017,2016,4,26.6,31.0
GOIANIA,GO,-16.642778396606445,-49.220278,727.3,A002,2016,4,26.85,5.0
MONTES CLAROS,MG,-16.686389,-43.843889,645.87,A506,2016,4,25.450000000000003,8.0
CORUMBA,MS,-18.996667,-57.63750076293945,111.73,A724,2016,4,28.15,67.0
CUIABA,MT,-15.60694408416748,-56.06083297729492,184.0,A901,2016,4,27.4,110.0
BELEM,PA,-1.4111109972000122,-48.439444,21.17,A201,2016,4,28.000000000000004,454.0
ITAITUBA,PA,-4.276944160461426,-55.993056,24.46,A231,2016,4,28.0,257.0
CABROBO,PE,-8.503889083862305,-39.315278,342.74,A329,2016,4,28.050000000000004,23.0
PALMARES,PE,-8.666666984558105,-35.568056,164.01,A357,2016,4,25.200000000000003,123.0
MORRETES,PR,-25.508889,-48.808611,50.31,A873,2016,4,24.75,142.0
