Nome,UF,Latitude,Longitude,Altitude,Codigo,ano,mes,tmed,pr_mes
MORADA NOVA,CE,-5.091111183166504,-38.364722,93.0,A332,2012,2,27.25,120.0
CAMPOS SALES,CE,-7.077777862548828,-40.36277770996094,577.95,A347,2012,2,25.05,118.0
POSSE,GO,-14.089166641235352,-46.366389,830.0,A017,2012,2,23.950000000000003,137.0
GOIANIA,GO,-16.642778396606445,-49.220278,727.3,A002,2012,2,24.200000000000003,336.0
MONTES CLAROS,MG,-16.686389,-43.843889,645.87,A506,2012,2,24.15,9.0
CORUMBA,MS,-18.996667,-57.63750076293945,111.73,A724,2012,2,28.3,146.0
CUIABA,MT,-15.60694408416748,-56.06083297729492,184.0,A901,2012,2,26.700000000000003,277.0
BELEM,PA,-1.4111109972000122,-48.439444,21.17,A201,2012,2,25.950000000000003,438.0
ITAITUBA,PA,-4.276944160461426,-55.993056,24.46,A231,2012,2,26.200000000000003,274.0
CABROBO,PE,-8.503889083862305,-39.315278,342.74,A329,2012,2,26.450000000000003,74.0
PALMARES,PE,-8.666666984558105,-35.568056,164.01,A357,2012,2,23.800000000000004,114.0
MORRETES,PR,-25.508889,-48.808611,50.31,A873,2012,2,26.550000000000004,255.0
MAL. CANDIDO RONDON,PR,-24.53333282470703,-54.019167,392.07,A820,2012,2,25.9,141.0
NOVA TEBAS,PR,-24.433889,-51.953889,660.0,A822,2012,2,24.35,86.0
PICO DO COUTO,RJ,-22.4647216796875,-43.291389,1777.0,A610,2012,2,19.25,146.0
RIO DE JANEIRO - VILA MILITAR,RJ,-22.861389,-43.411389,30.43,A621,2012,2,26.75,126.0
PORTO VELHO,RO,-8.793610572814941,-63.84583282470703,86.7,A925,2012,2,25.6,277.0
SANTA MARIA,RS,-29.725000381469727,-53.720556,105.0,A803,2012,2,26.700000000000003,162.0
URUGUAIANA,RS,-29.84000015258789,-57.08194351196289,74.29,A809,2012,2,26.900000000000002,197.0
RIO NEGRINHO,SC,-26.248611450195312,-49.574167,856.0,A862,2012,2,22.200000000000003,161.0
CAMPOS DO JORDAO,SP,-22.75027847290039,-45.603889,1662.95,A706,2012,2,16.6,215.0
SAO PAULO - MIRANTE,SP,-23.496289,-46.620067,785.64,A701,2012,2,22.700000000000003,212.0
PALMAS,TO,-10.147777557373047,-48.314444,267.0,A009,2012,2,24.700000000000003,344.0
BARREIRAS,BA,-12.12472152709961,-45.026944,474.17,A402,2012,3,25.65,68.0
FEIRA DE SANTANA,BA,-12.196110725402832,-38.967498779296875,229.64,A413,2012,3,25.35,34.0
MORADA NOVA,CE,-5.091111183166504,-38.364722,93.0,A332,2012,3,27.450000000000003,126.0
CAMPOS SALES,CE,-7.077777862548828,-40.36277770996094,577.95,A347,2012,3,25.800000000000004,107.0
POSSE,GO,-14.089166641235352,-46.366389,830.0,A017,2012,3,24.9,140.0
GOIANIA,GO,-16.642778396606445,-49.220278,727.3,A002,2012,3,24.700000000000003,235.0
MONTES CLAROS,MG,-16.686389,-43.843889,645.87,A506,2012,3,24.35,48.0
CORUMBA,MS,-18.996667,-57.63750076293945,111.73,A724,2012,3,27.550000000000004,50.0
CUIABA,MT,-15.60694408416748,-56.06083297729492,184.0,A901,2012,3,26.150000000000002,244.0
BELEM,PA,-1.4111109972000122,-48.439444,21.17,A201,2012,3,25.900000000000002,778.0
ITAITUBA,PA,-4.276944160461426,-55.993056,24.46,A231,2012,3,26.8,260.0
CABROBO,PE,-8.503889083862305,-39.315278,342.74,A329,2012,3,27.65,59.0
PALMARES,PE,-8.666666984558105,-35.568056,164.01,A357,2012,3,24.1,74.0
MORRETES,PR,-25.508889,-48.808611,50.31,A873,2012,3,24.8,107.0
MAL. CANDIDO RONDON,PR,-24.53333282470703,-54.019167,392.07,A820,2012,3,24.200000000000003,90.0
NOVA TEBAS,PR,-24.433889,-51.953889,660.0,A822,2012,3,22.1,73.0
PICO DO COUTO,RJ,-22.4647216796875,-43.291389,1777.0,A610,2012,3,18.25,229.0
RIO DE JANEIRO - VILA MILITAR,RJ,-22.861389,-43.411389,30.43,A621,2012,3,25.75,190.0
PORTO VELHO,RO,-8.793610572814941,-63.84583282470703,86.7,A925,2012,3,26.05,160.0
SANTA MARIA,RS,-29.725000381469727,-53.720556,105.0,A803,2012,3,23.25,104.0
URUGUAIANA,RS,-29.84000015258789,-57.08194351196289,74.29,A809,2012,3,23.55,49.0
RIO NEGRINHO,SC,-26.248611450195312,-49.574167,856.0,A862,2012,3,19.8,68.0
CAMPOS DO JORDAO,SP,-22.75027847290039,-45.603889,1662.95,A706,2012,3,15.450000000000001,205.0
SAO PAULO - MIRANTE,SP,-23.496289,-46.620067,785.64,A701,2012,3,21.3,178.0
PALMAS,TO,-10.147777557373047,-48.314444,267.0,A009,2012,3,25.5,159.0
BARREIRAS,BA,-12.12472152709961,-45.026944,474.17,A402,2012,4,25.6,20.0
FEIRA DE SANTANA,BA,-12.196110725402832,-38.967498779296875,229.64,A413,2012,4,24.9,12.0
MORADA NOVA,CE,-5.091111183166504,-38.364722,93.0,A332,2012,4,28.150000000000002,65.0
CAMPOS SALES,CE,-7.077777862548828,-40.36277770996094,577.95,A347,2012,4,26.200000000000003,29.0
POSSE,GO,-14.089166641235352,-46.366389,830.0,A017,2012,4,25.550000000000004,73.0
GOIANIA,GO,-16.642778396606445,-49.220278,727.3,A002,2012,4,24.900000000000002,153.0
MONTES CLAROS,MG,-16.686389,-43.843889,645.87,A506,2012,4,24.3,22.0
CORUMBA,MS,-18.996667,-57.63750076293945,111.73,A724,2012,4,27.0,64.0
CUIABA,MT,-15.60694408416748,-56.06083297729492,184.0,A901,2012,4,26.25,69.0
BELEM,PA,-1.4111109972000122,-48.439444,21.17,A201,2012,4,26.55,392.0
ITAITUBA,PA,-4.276944160461426,-55.993056,24.46,A231,2012,4,27.25,189.0
CABROBO,PE,-8.503889083862305,-39.315278,342.74,A329,2012,4,27.400000000000002,16.0
PALMARES,PE,-8.666666984558105,-35.568056,164.01,A357,2012,4,23.950000000000003,34.0
MORRETES,PR,-25.508889,-48.808611,50.31,A873,2012,4,22.5,252.0
MAL. CANDIDO RONDON,PR,-24.53333282470703,-54.019167,392.07,A820,2012,4,20.650000000000002,204.0
NOVA TEBAS,PR,-24.433889,-51.953889,660.0,A822,2012,4,19.650000000000002,132.0
PICO DO COUTO,RJ,-22.4647216796875,-43.291389,1777.0,A610,2012,4,17.1,200.0
RIO DE JANEIRO - VILA MILITAR,RJ,-22.861389,-43.411389,30.43,A621,2012,4,24.550000000000004,225.0
PORTO VELHO,RO,-8.793610572814941,-63.84583282470703,86.7,A925,2012,4,26.85,225.0
SANTA MARIA,RS,-29.725000381469727,-53.720556,105.0,A803,2012,4,19.5,116.0
URUGUAIANA,RS,-29.84000015258789,-57.08194351196289,74.29,A809,2012,4,19.5,130.0
RIO NEGRINHO,SC,-26.248611450195312,-49.574167,856.0,A862,2012,4,17.200000000000003,136.0
CAMPOS DO JORDAO,SP,-22.75027847290039,-45.603889,1662.95,A706,2012,4,14.8,204.0
SAO PAULO - MIRANTE,SP,-23.496289,-46.620067,785.64,A701,2012,4,20.0,145.0
PALMAS,TO,-10.147777557373047,-48.314444,267.0,A009,2012,4,26.25,158.0
BARREIRAS,BA,-12.12472152709961,-45.026944,474.17,A402,2012,5,24.05,17.0
FEIRA DE SANTANA,BA,-12.196110725402832,-38.967498779296875,229.64,A413,2012,5,23.15,123.0
MORADA NOVA,CE,-5.091111183166504,-38.364722,93.0,A332,2012,5,28.15,34.0
CAMPOS SALES,CE,-7.077777862548828,-40.36277770996094,577.95,A347,2012,5,25.700000000000003,5.0
POSSE,GO,-14.089166641235352,-46.366389,830.0,A017,2012,5,23.550000000000004,27.0
GOIANIA,GO,-16.642778396606445,-49.220278,727.3,A002,2012,5,22.5,43.0
MONTES CLAROS,MG,-16.686389,-43.843889,645.87,A506,2012,5,21.200000000000003,50.0
CORUMBA,MS,-18.996667,-57.63750076293945,111.73,A724,2012,5,24.35,44.0
CUIABA,MT,-15.60694408416748,-56.06083297729492,184.0,A901,2012,5,23.9,27.0
BELEM,PA,-1.4111109972000122,-48.439444,21.17,A201,2012,5,26.950000000000003,245.0
ITAITUBA,PA,-4.276944160461426,-55.993056,24.46,A231,2012,5,27.750000000000004,145.0
CABROBO,PE,-8.503889083862305,-39.315278,342.74,A329,2012,5,25.900000000000002,3.0
PALMARES,PE,-8.666666984558105,-35.568056,164.01,A357,2012,5,23.25,119.0
MORRETES,PR,-25.508889,-48.808611,50.31,A873,2012,5,19.650000000000002,71.0
MAL. CANDIDO RONDON,PR,-24.53333282470703,-54.019167,392.07,A820,2012,5,18.1,62.0
NOVA TEBAS,PR,-24.433889,-51.953889,660.0,A822,2012,5,16.85,62.0
PICO DO COUTO,RJ,-22.4647216796875,-43.291389,1777.0,A610,2012,5,13.95,167.0
RIO DE JANEIRO - VILA MILITAR,RJ,-22.861389,-43.411389,30.43,A621,2012,5,21.700000000000003,170.0
PORTO VELHO,RO,-8.793610572814941,-63.84583282470703,86.7,A925,2012,5,26.35,170.0
SANTA MARIA,RS,-29.725000381469727,-53.720556,105.0,A803,2012,5,18.650000000000002,31.0
URUGUAIANA,RS,-29.84000015258789,-57.08194351196289,74.29,A809,2012,5,18.1,37.0
RIO NEGRINHO,SC,-26.248611450195312,-49.574167,856.0,A862,2012,5,14.650000000000002,74.0
CAMPOS DO JORDAO,SP,-22.75027847290039,-45.603889,1662.95,A706,2012,5,11.200000000000001,85.0
SAO PAULO - MIRANTE,SP,-23.496289,-46.620067,785.64,A701,2012,5,17.200000000000003,67.0
PALMAS,TO,-10.147777557373047,-48.314444,267.0,A009,2012,5,24.950000000000003,58.0
BARREIRAS,BA,-12.12472152709961,-45.026944,474.17,A402,2012,6,23.85,4.0
FEIRA DE SANTANA,BA,-12.196110725402832,-38.967498779296875,229.64,A413,2012,6,22.400000000000002,61.0
MORADA NOVA,CE,-5.091111183166504,-38.364722,93.0,A332,2012,6,27.05,36.0
CAMPOS SALES,CE,-7.077777862548828,-40.36277770996094,577.95,A347,2012,6,25.4,7.0
POSSE,GO,-14.089166641235352,-46.366389,830.0,A017,2012,6,24.25,4.0
GOIANIA,GO,-16.642778396606445,-49.220278,727.3,A002,2012,6,22.75,15.0
MONTES CLAROS,MG,-16.686389,-43.843889,645.87,A506,2012,6,21.700000000000003,1.0
CORUMBA,MS,-18.996667,-57.63750076293945,111.73,A724,2012,6,22.75,42.0
CUIABA,MT,-15.60694408416748,-56.06083297729492,184.0,A901,2012,6,22.950000000000003,45.0
BELEM,PA,-1.4111109972000122,-48.439444,21.17,A201,2012,6,26.950000000000003,281.0
ITAITUBA,PA,-4.276944160461426,-55.993056,24.46,A231,2012,6,27.9,89.0
CABROBO,PE,-8.503889083862305,-39.315278,342.74,A329,2012,6,25.1,10.0
PALMARES,PE,-8.666666984558105,-35.568056,164.01,A357,2012,6,21.9,130.0
MORRETES,PR,-25.508889,-48.808611,50.31,A873,2012,6,18.2,205.0
MAL. CANDIDO RONDON,PR,-24.53333282470703,-54.019167,392.07,A820,2012,6,16.400000000000002,242.0
NOVA TEBAS,PR,-24.433889,-51.953889,660.0,A822,2012,6,15.650000000000002,279.0
PICO DO COUTO,RJ,-22.4647216796875,-43.291389,1777.0,A610,2012,6,14.700000000000001,112.0
RIO DE JANEIRO - VILA MILITAR,RJ,-22.861389,-43.411389,30.43,A621,2012,6,22.1,144.0
PORTO VELHO,RO,-8.793610572814941,-63.84583282470703,86.7,A925,2012,6,26.05,41.0
SANTA MARIA,RS,-29.725000381469727,-53.720556,105.0,A803,2012,6,15.25,78.0
URUGUAIANA,RS,-29.84000015258789,-57.08194351196289,74.29,A809,2012,6,14.2,48.0
RIO NEGRINHO,SC,-26.248611450195312,-49.574167,856.0,A862,2012,6,13.15,223.0
CAMPOS DO JORDAO,SP,-22.75027847290039,-45.603889,1662.95,A706,2012,6,10.55,158.0
SAO PAULO - MIRANTE,SP,-23.496289,-46.620067,785.64,A701,2012,6,17.0,198.0
PALMAS,TO,-10.147777557373047,-48.314444,267.0,A009,2012,6,24.35,14.0
BARREIRAS,BA,-12.12472152709961,-45.026944,474.17,A402,2012,7,22.400000000000002,0.0
FEIRA DE SANTANA,BA,-12.196110725402832,-38.967498779296875,229.64,A413,2012,7,21.3,57.0
MORADA NOVA,CE,-5.091111183166504,-38.364722,93.0,A332,2012,7,27.4,1.0
CAMPOS SALES,CE,-7.077777862548828,-40.36277770996094,577.95,A347,2012,7,24.8,0.0
POSSE,GO,-14.089166641235352,-46.366389,830.0,A017,2012,7,23.1,1.0
GOIANIA,GO,-16.642778396606445,-49.220278,727.3,A002,2012,7,21.95,4.0
MONTES CLAROS,MG,-16.686389,-43.843889,645.87,A506,2012,7,20.7,3.0
CORUMBA,MS,-18.996667,-57.63750076293945,111.73,A724,2012,7,21.55,4.0
CUIABA,MT,-15.60694408416748,-56.06083297729492,184.0,A901,2012,7,21.85,0.0
BELEM,PA,-1.4111109972000122,-48.439444,21.17,A201,2012,7,26.700000000000003,280.0
ITAITUBA,PA,-4.276944160461426,-55.993056,24.46,A231,2012,7,27.9,72.0
CABROBO,PE,-8.503889083862305,-39.315278,342.74,A329,2012,7,21.900000000000002,1.0
PALMARES,PE,-8.666666984558105,-35.568056,164.01,A357,2012,7,21.450000000000003,167.0
MORRETES,PR,-25.508889,-48.808611,50.31,A873,2012,7,17.15,99.0
MAL. CANDIDO RONDON,PR,-24.53333282470703,-54.019167,392.07,A820,2012,7,15.3,74.0
NOVA TEBAS,PR,-24.433889,-51.953889,660.0,A822,2012,7,15.25,64.0
PICO DO COUTO,RJ,-22.4647216796875,-43.291389,1777.0,A610,2012,7,13.65,33.0
RIO DE JANEIRO - VILA MILITAR,RJ,-22.861389,-43.411389,30.43,A621,2012,7,21.5,51.0
PORTO VELHO,RO,-8.793610572814941,-63.84583282470703,86.7,A925,2012,7,26.3,0.0
SANTA MARIA,RS,-29.725000381469727,-53.720556,105.0,A803,2012,7,12.95,94.0
URUGUAIANA,RS,-29.84000015258789,-57.08194351196289,74.29,A809,2012,7,11.450000000000001,31.0
RIO NEGRINHO,SC,-26.248611450195312,-49.574167,856.0,A862,2012,7,12.200000000000001,108.0
CAMPOS DO JORDAO,SP,-22.75027847290039,-45.603889,1662.95,A706,2012,7,9.4,55.0
SAO PAULO - MIRANTE,SP,-23.496289,-46.620067,785.64,A701,2012,7,16.6,63.0
PALMAS,TO,-10.147777557373047,-48.314444,267.0,A009,2012,7,24.05,0.0
BARREIRAS,BA,-12.12472152709961,-45.026944,474.17,A402,2012,8,22.6,0.0
FEIRA DE SANTANA,BA,-12.196110725402832,-38.967498779296875,229.64,A413,2012,8,21.05,54.0
MORADA NOVA,CE,-5.091111183166504,-38.364722,93.0,A332,2012,8,27.950000000000003,0.0
CAMPOS SALES,CE,-7.077777862548828,-40.36277770996094,577.95,A347,2012,8,24.5,0.0
POSSE,GO,-14.089166641235352,-46.366389,830.0,A017,2012,8,22.950000000000003,1.0
GOIANIA,GO,-16.642778396606445,-49.220278,727.3,A002,2012,8,23.050000000000004,0.0
MONTES CLAROS,MG,-16.686389,-43.843889,645.87,A506,2012,8,20.35,7.0
CORUMBA,MS,-18.996667,-57.63750076293945,111.73,A724,2012,8,25.25,1.0
CUIABA,MT,-15.60694408416748,-56.06083297729492,184.0,A901,2012,8,25.200000000000003,0.0
BELEM,PA,-1.4111109972000122,-48.439444,21.17,A201,2012,8,26.85,100.0
ITAITUBA,PA,-4.276944160461426,-55.993056,24.46,A231,2012,8,28.65,44.0
CABROBO,PE,-8.503889083862305,-39.315278,342.74,A329,2012,8,22.5,4.0
PALMARES,PE,-8.666666984558105,-35.568056,164.01,A357,2012,8,21.15,97.0
MORRETES,PR,-25.508889,-48.808611,50.31,A873,2012,8,20.0,27.0
MAL. CANDIDO RONDON,PR,-24.53333282470703,-54.019167,392.07,A820,2012,8,20.0,31.0
NOVA TEBAS,PR,-24.433889,-51.953889,660.0,A822,2012,8,19.0,11.0
PICO DO COUTO,RJ,-22.4647216796875,-43.291389,1777.0,A610,2012,8,13.95,0.0
RIO DE JANEIRO - VILA MILITAR,RJ,-22.861389,-43.411389,30.43,A621,2012,8,21.700000000000003,0.0
PORTO VELHO,RO,-8.793610572814941,-63.84583282470703,86.7,A925,2012,8,26.950000000000003,25.0
SANTA MARIA,RS,-29.725000381469727,-53.720556,105.0,A803,2012,8,18.4,144.0
URUGUAIANA,RS,-29.84000015258789,-57.08194351196289,74.29,A809,2012,8,17.900000000000002,131.0
RIO NEGRINHO,SC,-26.248611450195312,-49.574167,856.0,A862,2012,8,15.600000000000001,44.0
CAMPOS DO JORDAO,SP,-22.75027847290039,-45.603889,1662.95,A706,2012,8,10.95,0.0
SAO PAULO - MIRANTE,SP,-23.496289,-46.620067,785.64,A701,2012,8,17.75,1.0
PALMAS,TO,-10.147777557373047,-48.314444,267.0,A009,2012,8,25.0,0.0
BARREIRAS,BA,-12.12472152709961,-45.026944,474.17,A402,2012,9,25.950000000000003,0.0
FEIRA DE SANTANA,BA,-12.196110725402832,-38.967498779296875,229.64,A413,2012,9,22.65,13.0
MORADA NOVA,CE,-5.091111183166504,-38.364722,93.0,A332,2012,9,28.05,0.0
CAMPOS SALES,CE,-7.077777862548828,-40.36277770996094,577.95,A347,2012,9,25.700000000000003,0.0
POSSE,GO,-14.089166641235352,-46.366389,830.0,A017,2012,9,26.25,8.0
GOIANIA,GO,-16.642778396606445,-49.220278,727.3,A002,2012,9,26.1,51.0
MONTES CLAROS,MG,-16.686389,-43.843889,645.87,A506,2012,9,23.6,12.0
CORUMBA,MS,-18.996667,-57.63750076293945,111.73,A724,2012,9,27.700000000000003,10.0
CUIABA,MT,-15.60694408416748,-56.06083297729492,184.0,A901,2012,9,27.5,37.0
BELEM,PA,-1.4111109972000122,-48.439444,21.17,A201,2012,9,26.950000000000003,142.0
ITAITUBA,PA,-4.276944160461426,-55.993056,24.46,A231,2012,9,29.3,78.0
CABROBO,PE,-8.503889083862305,-39.315278,342.74,A329,2012,9,24.65,0.0
PALMARES,PE,-8.666666984558105,-35.568056,164.01,A357,2012,9,22.150000000000002,22.0
MORRETES,PR,-25.508889,-48.808611,50.31,A873,2012,9,20.200000000000003,15.0
MAL. CANDIDO RONDON,PR,-24.53333282470703,-54.019167,392.07,A820,2012,9,21.8,64.0
NOVA TEBAS,PR,-24.433889,-51.953889,660.0,A822,2012,9,20.7,64.0
PICO DO COUTO,RJ,-22.4647216796875,-43.291389,1777.0,A610,2012,9,15.900000000000002,33.0
RIO DE JANEIRO - VILA MILITAR,RJ,-22.861389,-43.411389,30.43,A621,2012,9,22.950000000000003,27.0
PORTO VELHO,RO,-8.793610572814941,-63.84583282470703,86.7,A925,2012,9,28.1,75.0
SANTA MARIA,RS,-29.725000381469727,-53.720556,105.0,A803,2012,9,18.700000000000003,179.0
URUGUAIANA,RS,-29.84000015258789,-57.08194351196289,74.29,A809,2012,9,18.5,99.0
RIO NEGRINHO,SC,-26.248611450195312,-49.574167,856.0,A862,2012,9,16.75,28.0
CAMPOS DO JORDAO,SP,-22.75027847290039,-45.603889,1662.95,A706,2012,9,13.3,20.0
SAO PAULO - MIRANTE,SP,-23.496289,-46.620067,785.64,A701,2012,9,18.85,16.0
PALMAS,TO,-10.147777557373047,-48.314444,267.0,A009,2012,9,27.6,2.0
BARREIRAS,BA,-12.12472152709961,-45.026944,474.17,A402,2012,10,27.650000000000002,16.0
FEIRA DE SANTANA,BA,-12.196110725402832,-38.967498779296875,229.64,A413,2012,10,23.1,29.0
MORADA NOVA,CE,-5.091111183166504,-38.364722,93.0,A332,2012,10,28.0,1.0
CAMPOS SALES,CE,-7.077777862548828,-40.36277770996094,577.95,A347,2012,10,26.85,2.0
POSSE,GO,-14.089166641235352,-46.366389,830.0,A017,2012,10,27.450000000000003,40.0
GOIANIA,GO,-16.642778396606445,-49.220278,727.3,A002,2012,10,26.8,93.0
MONTES CLAROS,MG,-16.686389,-43.843889,645.87,A506,2012,10,25.6,33.0
CORUMBA,MS,-18.996667,-57.63750076293945,111.73,A724,2012,10,29.800000000000004,21.0
CUIABA,MT,-15.60694408416748,-56.06083297729492,184.0,A901,2012,10,27.75,26.0
BELEM,PA,-1.4111109972000122,-48.439444,21.17,A201,2012,10,26.75,33.0
ITAITUBA,PA,-4.276944160461426,-55.993056,24.46,A231,2012,10,29.6,125.0
CABROBO,PE,-8.503889083862305,-39.315278,342.74,A329,2012,10,25.75,1.0
PALMARES,PE,-8.666666984558105,-35.568056,164.01,A357,2012,10,22.75,36.0
MORRETES,PR,-25.508889,-48.808611,50.31,A873,2012,10,22.5,166.0
MAL. CANDIDO RONDON,PR,-24.53333282470703,-54.019167,392.07,A820,2012,10,23.25,274.0
NOVA TEBAS,PR,-24.433889,-51.953889,660.0,A822,2012,10,21.85,137.0
PICO DO COUTO,RJ,-22.4647216796875,-43.291389,1777.0,A610,2012,10,17.95,74.0
RIO DE JANEIRO - VILA MILITAR,RJ,-22.861389,-43.411389,30.43,A621,2012,10,24.650000000000002,62.0
PORTO VELHO,RO,-8.793610572814941,-63.84583282470703,86.7,A925,2012,10,27.6,95.0
SANTA MARIA,RS,-29.725000381469727,-53.720556,105.0,A803,2012,10,20.950000000000003,220.0
URUGUAIANA,RS,-29.84000015258789,-57.08194351196289,74.29,A809,2012,10,20.8,321.0
RIO NEGRINHO,SC,-26.248611450195312,-49.574167,856.0,A862,2012,10,18.650000000000002,145.0
CAMPOS DO JORDAO,SP,-22.75027847290039,-45.603889,1662.95,A706,2012,10,15.450000000000003,152.0
SAO PAULO - MIRANTE,SP,-23.496289,-46.620067,785.64,A701,2012,10,20.8,140.0
PALMAS,TO,-10.147777557373047,-48.314444,267.0,A009,2012,10,27.9,79.0
BARREIRAS,BA,-12.12472152709961,-45.026944,474.17,A402,2012,11,24.200000000000003,334.0
FEIRA DE SANTANA,BA,-12.196110725402832,-38.967498779296875,229.64,A413,2012,11,24.950000000000003,29.0
MORADA NOVA,CE,-5.091111183166504,-38.364722,93.0,A332,2012,11,28.35,1.0
CAMPOS SALES,CE,-7.077777862548828,-40.36277770996094,577.95,A347,2012,11,28.0,8.0
POSSE,GO,-14.089166641235352,-46.366389,830.0,A017,2012,11,23.450000000000003,386.0
GOIANIA,GO,-16.642778396606445,-49.220278,727.3,A002,2012,11,24.5,284.0
MONTES CLAROS,MG,-16.686389,-43.843889,645.87,A506,2012,11,23.1,298.0
CORUMBA,MS,-18.996667,-57.63750076293945,111.73,A724,2012,11,28.85,134.0
CUIABA,MT,-15.60694408416748,-56.06083297729492,184.0,A901,2012,11,26.55,158.0
BELEM,PA,-1.4111109972000122,-48.439444,21.17,A201,2012,11,28.1,76.0
ITAITUBA,PA,-4.276944160461426,-55.993056,24.46,A231,2012,11,29.250000000000004,180.0
CABROBO,PE,-8.503889083862305,-39.315278,342.74,A329,2012,11,27.950000000000003,4.0
PALMARES,PE,-8.666666984558105,-35.568056,164.01,A357,2012,11,24.3,9.0
MORRETES,PR,-25.508889,-48.808611,50.31,A873,2012,11,22.75,88.0
MAL. CANDIDO RONDON,PR,-24.53333282470703,-54.019167,392.07,A820,2012,11,24.1,100.0
NOVA TEBAS,PR,-24.433889,-51.953889,660.0,A822,2012,11,22.45,70.0
PICO DO COUTO,RJ,-22.4647216796875,-43.291389,1777.0,A610,2012,11,16.4,248.0
RIO DE JANEIRO - VILA MILITAR,RJ,-22.861389,-43.411389,30.43,A621,2012,11,23.700000000000003,150.0
PORTO VELHO,RO,-8.793610572814941,-63.84583282470703,86.7,A925,2012,11,27.050000000000004,448.0
SANTA MARIA,RS,-29.725000381469727,-53.720556,105.0,A803,2012,11,25.25,42.0
URUGUAIANA,RS,-29.84000015258789,-57.08194351196289,74.29,A809,2012,11,24.400000000000002,39.0
RIO NEGRINHO,SC,-26.248611450195312,-49.574167,856.0,A862,2012,11,19.5,77.0
CAMPOS DO JORDAO,SP,-22.75027847290039,-45.603889,1662.95,A706,2012,11,14.750000000000002,149.0
SAO PAULO - MIRANTE,SP,-23.496289,-46.620067,785.64,A701,2012,11,19.900000000000002,92.0
PALMAS,TO,-10.147777557373047,-48.314444,267.0,A009,2012,11,25.6,241.0
BARREIRAS,BA,-12.12472152709961,-45.026944,474.17,A402,2012,12,26.700000000000003,43.0
FEIRA DE SANTANA,BA,-12.196110725402832,-38.967498779296875,229.64,A413,2012,12,26.3,7.0
MORADA NOVA,CE,-5.091111183166504,-38.364722,93.0,A332,2012,12,29.0,5.0
CAMPOS SALES,CE,-7.077777862548828,-40.36277770996094,577.95,A347,2012,12,27.3,30.0
POSSE,GO,-14.089166641235352,-46.366389,830.0,A017,2012,12,26.0,105.0
GOIANIA,GO,-16.642778396606445,-49.220278,727.3,A002,2012,12,25.450000000000003,201.0
MONTES CLAROS,MG,-16.686389,-43.843889,645.87,A506,2012,12,26.25,40.0
CORUMBA,MS,-18.996667,-57.63750076293945,111.73,A724,2012,12,28.9,71.0
CUIABA,MT,-15.60694408416748,-56.06083297729492,184.0,A901,2012,12,27.050000000000004,217.0
BELEM,PA,-1.4111109972000122,-48.439444,21.17,A201,2012,12,27.25,206.0
ITAITUBA,PA,-4.276944160461426,-55.993056,24.46,A231,2012,12,27.650000000000002,199.0
CABROBO,PE,-8.503889083862305,-39.315278,342.74,A329,2012,12,28.1,7.0
PALMARES,PE,-8.666666984558105,-35.568056,164.01,A357,2012,12,24.65,21.0
MORRETES,PR,-25.508889,-48.808611,50.31,A873,2012,12,25.400000000000002,260.0
MAL. CANDIDO RONDON,PR,-24.53333282470703,-54.019167,392.07,A820,2012,12,25.25,167.0
NOVA TEBAS,PR,-24.433889,-51.953889,660.0,A822,2012,12,23.800000000000004,203.0
PICO DO COUTO,RJ,-22.4647216796875,-43.291389,1777.0,A610,2012,12,20.0,270.0
RIO DE JANEIRO - VILA MILITAR,RJ,-22.861389,-43.411389,30.43,A621,2012,12,27.15,206.0
PORTO VELHO,RO,-8.793610572814941,-63.84583282470703,86.7,A925,2012,12,26.300000000000004,345.0
SANTA MARIA,RS,-29.725000381469727,-53.720556,105.0,A803,2012,12,25.400000000000002,261.0
URUGUAIANA,RS,-29.84000015258789,-57.08194351196289,74.29,A809,2012,12,25.650000000000002,263.0
RIO NEGRINHO,SC,-26.248611450195312,-49.574167,856.0,A862,2012,12,21.55,193.0
CAMPOS DO JORDAO,SP,-22.75027847290039,-45.603889,1662.95,A706,2012,12,17.4,526.0
SAO PAULO - MIRANTE,SP,-23.496289,-46.620067,785.64,A701,2012,12,23.150000000000002,395.0
PALMAS,TO,-10.147777557373047,-48.314444,267.0,A009,2012,12,26.05,98.0
BARREIRAS,BA,-12.12472152709961,-45.026944,474.17,A402,2013,1,24.300000000000004,286.0
FEIRA DE SANTANA,BA,-12.196110725402832,-38.967498779296875,229.64,A413,2013,1,26.1,47.0
MORADA NOVA,CE,-5.091111183166504,-38.364722,93.0,A332,2013,1,29.25,35.0
CAMPOS SALES,CE,-7.077777862548828,-40.36277770996094,577.95,A347,2013,1,26.0,82.0
POSSE,GO,-14.089166641235352,-46.366389,830.0,A017,2013,1,23.75,420.0
GOIANIA,GO,-16.642778396606445,-49.220278,727.3,A002,2013,1,23.900000000000002,432.0
MONTES CLAROS,MG,-16.686389,-43.843889,645.87,A506,2013,1,24.1,266.0
CORUMBA,MS,-18.996667,-57.63750076293945,111.73,A724,2013,1,29.0,88.0
CUIABA,MT,-15.60694408416748,-56.06083297729492,184.0,A901,2013,1,26.65,193.0
BELEM,PA,-1.4111109972000122,-48.439444,21.17,A201,2013,1,26.85,384.0
ITAITUBA,PA,-4.276944160461426,-55.993056,24.46,A231,2013,1,27.85,247.0
