variavel,ano,mes,encontrado,url
pet,2006,12,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2006/CHELSA_pet_12_2006_V.2.1.tif
pet,2007,1,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2007/CHELSA_pet_01_2007_V.2.1.tif
pet,2007,2,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2007/CHELSA_pet_02_2007_V.2.1.tif
pet,2007,3,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2007/CHELSA_pet_03_2007_V.2.1.tif
pet,2007,4,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2007/CHELSA_pet_04_2007_V.2.1.tif
pet,2007,5,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2007/CHELSA_pet_05_2007_V.2.1.tif
pet,2007,6,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2007/CHELSA_pet_06_2007_V.2.1.tif
pet,2007,7,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2007/CHELSA_pet_07_2007_V.2.1.tif
pet,2007,8,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2007/CHELSA_pet_08_2007_V.2.1.tif
pet,2007,9,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2007/CHELSA_pet_09_2007_V.2.1.tif
pet,2007,10,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2007/CHELSA_pet_10_2007_V.2.1.tif
pet,2007,11,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2007/CHELSA_pet_11_2007_V.2.1.tif
pet,2007,12,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2007/CHELSA_pet_12_2007_V.2.1.tif
pet,2008,1,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2008/CHELSA_pet_01_2008_V.2.1.tif
pet,2008,2,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2008/CHELSA_pet_02_2008_V.2.1.tif
pet,2008,3,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2008/CHELSA_pet_03_2008_V.2.1.tif
pet,2008,4,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2008/CHELSA_pet_04_2008_V.2.1.tif
pet,2008,5,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2008/CHELSA_pet_05_2008_V.2.1.tif
pet,2008,6,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2008/CHELSA_pet_06_2008_V.2.1.tif
pet,2008,7,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2008/CHELSA_pet_07_2008_V.2.1.tif
pet,2008,8,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2008/CHELSA_pet_08_2008_V.2.1.tif
pet,2008,9,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2008/CHELSA_pet_09_2008_V.2.1.tif
pet,2008,10,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2008/CHELSA_pet_10_2008_V.2.1.tif
pet,2008,11,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2008/CHELSA_pet_11_2008_V.2.1.tif
pet,2008,12,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2008/CHELSA_pet_12_2008_V.2.1.tif
pet,2009,1,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2009/CHELSA_pet_01_2009_V.2.1.tif
pet,2009,2,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2009/CHELSA_pet_02_2009_V.2.1.tif
pet,2009,3,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2009/CHELSA_pet_03_2009_V.2.1.tif
pet,2009,4,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2009/CHELSA_pet_04_2009_V.2.1.tif
pet,2009,5,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2009/CHELSA_pet_05_2009_V.2.1.tif
pet,2009,6,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2009/CHELSA_pet_06_2009_V.2.1.tif
pet,2009,7,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2009/CHELSA_pet_07_2009_V.2.1.tif
pet,2009,8,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2009/CHELSA_pet_08_2009_V.2.1.tif
pet,2009,9,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2009/CHELSA_pet_09_2009_V.2.1.tif
pet,2009,10,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2009/CHELSA_pet_10_2009_V.2.1.tif
pet,2009,11,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2009/CHELSA_pet_11_2009_V.2.1.tif
pet,2009,12,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2009/CHELSA_pet_12_2009_V.2.1.tif
pet,2010,1,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2010/CHELSA_pet_01_2010_V.2.1.tif
pet,2010,2,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2010/CHELSA_pet_02_2010_V.2.1.tif
pet,2010,3,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2010/CHELSA_pet_03_2010_V.2.1.tif
pet,2010,4,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2010/CHELSA_pet_04_2010_V.2.1.tif
pet,2010,5,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2010/CHELSA_pet_05_2010_V.2.1.tif
pet,2010,6,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2010/CHELSA_pet_06_2010_V.2.1.tif
pet,2010,7,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2010/CHELSA_pet_07_2010_V.2.1.tif
pet,2010,8,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2010/CHELSA_pet_08_2010_V.2.1.tif
pet,2010,9,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2010/CHELSA_pet_09_2010_V.2.1.tif
pet,2010,10,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2010/CHELSA_pet_10_2010_V.2.1.tif
pet,2010,11,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2010/CHELSA_pet_11_2010_V.2.1.tif
pet,2010,12,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2010/CHELSA_pet_12_2010_V.2.1.tif
pet,2011,1,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2011/CHELSA_pet_01_2011_V.2.1.tif
pet,2011,2,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2011/CHELSA_pet_02_2011_V.2.1.tif
pet,2011,3,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2011/CHELSA_pet_03_2011_V.2.1.tif
pet,2011,4,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2011/CHELSA_pet_04_2011_V.2.1.tif
pet,2011,5,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2011/CHELSA_pet_05_2011_V.2.1.tif
pet,2011,6,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2011/CHELSA_pet_06_2011_V.2.1.tif
pet,2011,7,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2011/CHELSA_pet_07_2011_V.2.1.tif
pet,2011,8,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2011/CHELSA_pet_08_2011_V.2.1.tif
pet,2011,9,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2011/CHELSA_pet_09_2011_V.2.1.tif
pet,2011,10,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2011/CHELSA_pet_10_2011_V.2.1.tif
pet,2011,11,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2011/CHELSA_pet_11_2011_V.2.1.tif
pet,2011,12,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2011/CHELSA_pet_12_2011_V.2.1.tif
pet,2012,1,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2012/CHELSA_pet_01_2012_V.2.1.tif
pet,2012,2,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2012/CHELSA_pet_02_2012_V.2.1.tif
pet,2012,3,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2012/CHELSA_pet_03_2012_V.2.1.tif
pet,2012,4,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2012/CHELSA_pet_04_2012_V.2.1.tif
pet,2012,5,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2012/CHELSA_pet_05_2012_V.2.1.tif
pet,2012,6,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2012/CHELSA_pet_06_2012_V.2.1.tif
pet,2012,7,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2012/CHELSA_pet_07_2012_V.2.1.tif
pet,2012,8,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2012/CHELSA_pet_08_2012_V.2.1.tif
pet,2012,9,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2012/CHELSA_pet_09_2012_V.2.1.tif
pet,2012,10,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2012/CHELSA_pet_10_2012_V.2.1.tif
pet,2012,11,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2012/CHELSA_pet_11_2012_V.2.1.tif
pet,2012,12,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2012/CHELSA_pet_12_2012_V.2.1.tif
pet,2013,1,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2013/CHELSA_pet_01_2013_V.2.1.tif
pet,2013,2,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2013/CHELSA_pet_02_2013_V.2.1.tif
pet,2013,3,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2013/CHELSA_pet_03_2013_V.2.1.tif
pet,2013,4,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2013/CHELSA_pet_04_2013_V.2.1.tif
pet,2013,5,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2013/CHELSA_pet_05_2013_V.2.1.tif
pet,2013,6,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2013/CHELSA_pet_06_2013_V.2.1.tif
pet,2013,7,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2013/CHELSA_pet_07_2013_V.2.1.tif
pet,2013,8,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2013/CHELSA_pet_08_2013_V.2.1.tif
pet,2013,9,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2013/CHELSA_pet_09_2013_V.2.1.tif
pet,2013,10,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2013/CHELSA_pet_10_2013_V.2.1.tif
pet,2013,11,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2013/CHELSA_pet_11_2013_V.2.1.tif
pet,2013,12,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2013/CHELSA_pet_12_2013_V.2.1.tif
pet,2014,1,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2014/CHELSA_pet_01_2014_V.2.1.tif
pet,2014,2,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2014/CHELSA_pet_02_2014_V.2.1.tif
pet,2014,3,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2014/CHELSA_pet_03_2014_V.2.1.tif
pet,2014,4,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2014/CHELSA_pet_04_2014_V.2.1.tif
pet,2014,5,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2014/CHELSA_pet_05_2014_V.2.1.tif
pet,2014,6,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2014/CHELSA_pet_06_2014_V.2.1.tif
pet,2014,7,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2014/CHELSA_pet_07_2014_V.2.1.tif
pet,2014,8,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2014/CHELSA_pet_08_2014_V.2.1.tif
pet,2014,9,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2014/CHELSA_pet_09_2014_V.2.1.tif
pet,2014,10,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2014/CHELSA_pet_10_2014_V.2.1.tif
pet,2014,11,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2014/CHELSA_pet_11_2014_V.2.1.tif
pet,2014,12,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2014/CHELSA_pet_12_2014_V.2.1.tif
pet,2015,1,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2015/CHELSA_pet_01_2015_V.2.1.tif
pet,2015,2,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2015/CHELSA_pet_02_2015_V.2.1.tif
pet,2015,3,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2015/CHELSA_pet_03_2015_V.2.1.tif
pet,2015,4,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2015/CHELSA_pet_04_2015_V.2.1.tif
pet,2015,5,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2015/CHELSA_pet_05_2015_V.2.1.tif
pet,2015,6,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2015/CHELSA_pet_06_2015_V.2.1.tif
pet,2015,7,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2015/CHELSA_pet_07_2015_V.2.1.tif
pet,2015,8,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2015/CHELSA_pet_08_2015_V.2.1.tif
pet,2015,9,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2015/CHELSA_pet_09_2015_V.2.1.tif
pet,2015,10,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2015/CHELSA_pet_10_2015_V.2.1.tif
pet,2015,11,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2015/CHELSA_pet_11_2015_V.2.1.tif
pet,2015,12,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2015/CHELSA_pet_12_2015_V.2.1.tif
pet,2016,1,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2016/CHELSA_pet_01_2016_V.2.1.tif
pet,2016,2,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2016/CHELSA_pet_02_2016_V.2.1.tif
pet,2016,3,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2016/CHELSA_pet_03_2016_V.2.1.tif
pet,2016,4,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2016/CHELSA_pet_04_2016_V.2.1.tif
pet,2016,5,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2016/CHELSA_pet_05_2016_V.2.1.tif
pet,2016,6,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2016/CHELSA_pet_06_2016_V.2.1.tif
pet,2016,7,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2016/CHELSA_pet_07_2016_V.2.1.tif
pet,2016,8,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2016/CHELSA_pet_08_2016_V.2.1.tif
pet,2016,9,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2016/CHELSA_pet_09_2016_V.2.1.tif
pet,2016,10,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2016/CHELSA_pet_10_2016_V.2.1.tif
pet,2016,11,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2016/CHELSA_pet_11_2016_V.2.1.tif
pet,2016,12,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2016/CHELSA_pet_12_2016_V.2.1.tif
pet,2017,1,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2017/CHELSA_pet_01_2017_V.2.1.tif
pet,2017,2,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2017/CHELSA_pet_02_2017_V.2.1.tif
pet,2017,3,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2017/CHELSA_pet_03_2017_V.2.1.tif
pet,2017,4,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2017/CHELSA_pet_04_2017_V.2.1.tif
pet,2017,5,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2017/CHELSA_pet_05_2017_V.2.1.tif
pet,2017,6,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2017/CHELSA_pet_06_2017_V.2.1.tif
pet,2017,7,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2017/CHELSA_pet_07_2017_V.2.1.tif
pet,2017,8,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2017/CHELSA_pet_08_2017_V.2.1.tif
pet,2017,9,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2017/CHELSA_pet_09_2017_V.2.1.tif
pet,2017,10,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2017/CHELSA_pet_10_2017_V.2.1.tif
pet,2017,11,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2017/CHELSA_pet_11_2017_V.2.1.tif
pet,2017,12,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2017/CHELSA_pet_12_2017_V.2.1.tif
pet,2018,1,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2018/CHELSA_pet_01_2018_V.2.1.tif
pet,2018,2,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2018/CHELSA_pet_02_2018_V.2.1.tif
pet,2018,3,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2018/CHELSA_pet_03_2018_V.2.1.tif
pet,2018,4,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2018/CHELSA_pet_04_2018_V.2.1.tif
pet,2018,5,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2018/CHELSA_pet_05_2018_V.2.1.tif
pet,2018,6,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2018/CHELSA_pet_06_2018_V.2.1.tif
pet,2018,7,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2018/CHELSA_pet_07_2018_V.2.1.tif
pet,2018,8,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2018/CHELSA_pet_08_2018_V.2.1.tif
pet,2018,9,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2018/CHELSA_pet_09_2018_V.2.1.tif
pet,2018,10,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2018/CHELSA_pet_10_2018_V.2.1.tif
pet,2018,11,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2018/CHELSA_pet_11_2018_V.2.1.tif
pet,2018,12,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2018/CHELSA_pet_12_2018_V.2.1.tif
pet,2019,1,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2019/CHELSA_pet_01_2019_V.2.1.tif
pet,2019,2,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2019/CHELSA_pet_02_2019_V.2.1.tif
pet,2019,3,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2019/CHELSA_pet_03_2019_V.2.1.tif
pet,2019,4,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2019/CHELSA_pet_04_2019_V.2.1.tif
pet,2019,5,False,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2019/CHELSA_pet_05_2019_V.2.1.tif
pet,2019,6,False,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2019/CHELSA_pet_06_2019_V.2.1.tif
pet,2019,7,False,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2019/CHELSA_pet_07_2019_V.2.1.tif
pet,2019,8,False,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2019/CHELSA_pet_08_2019_V.2.1.tif
pet,2019,9,False,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2019/CHELSA_pet_09_2019_V.2.1.tif
pet,2019,10,False,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2019/CHELSA_pet_10_2019_V.2.1.tif
pet,2019,11,False,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2019/CHELSA_pet_11_2019_V.2.1.tif
pet,2019,12,False,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2019/CHELSA_pet_12_2019_V.2.1.tif
pet,2020,1,False,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2020/CHELSA_pet_01_2020_V.2.1.tif
pet,2020,2,False,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2020/CHELSA_pet_02_2020_V.2.1.tif
pet,2020,3,False,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2020/CHELSA_pet_03_2020_V.2.1.tif
pet,2020,4,False,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2020/CHELSA_pet_04_2020_V.2.1.tif
pet,2020,5,False,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2020/CHELSA_pet_05_2020_V.2.1.tif
pet,2020,6,False,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2020/CHELSA_pet_06_2020_V.2.1.tif
pet,2020,7,False,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2020/CHELSA_pet_07_2020_V.2.1.tif
pet,2020,8,False,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2020/CHELSA_pet_08_2020_V.2.1.tif
pet,2020,9,False,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2020/CHELSA_pet_09_2020_V.2.1.tif
pet,2020,10,False,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2020/CHELSA_pet_10_2020_V.2.1.tif
pet,2020,11,False,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2020/CHELSA_pet_11_2020_V.2.1.tif
pet,2020,12,False,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pet/2020/CHELSA_pet_12_2020_V.2.1.tif
pr,1991,1,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pr/1991/CHELSA_pr_01_1991_V.2.1.tif
pr,1991,2,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pr/1991/CHELSA_pr_02_1991_V.2.1.tif
pr,1991,3,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pr/1991/CHELSA_pr_03_1991_V.2.1.tif
pr,1991,4,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pr/1991/CHELSA_pr_04_1991_V.2.1.tif
pr,1991,5,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pr/1991/CHELSA_pr_05_1991_V.2.1.tif
pr,1991,6,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pr/1991/CHELSA_pr_06_1991_V.2.1.tif
pr,1991,7,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pr/1991/CHELSA_pr_07_1991_V.2.1.tif
pr,1991,8,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pr/1991/CHELSA_pr_08_1991_V.2.1.tif
pr,1991,9,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pr/1991/CHELSA_pr_09_1991_V.2.1.tif
pr,1991,10,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pr/1991/CHELSA_pr_10_1991_V.2.1.tif
pr,1991,11,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pr/1991/CHELSA_pr_11_1991_V.2.1.tif
pr,1991,12,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pr/1991/CHELSA_pr_12_1991_V.2.1.tif
pr,1992,1,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pr/1992/CHELSA_pr_01_1992_V.2.1.tif
pr,1992,2,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pr/1992/CHELSA_pr_02_1992_V.2.1.tif
pr,1992,3,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pr/1992/CHELSA_pr_03_1992_V.2.1.tif
pr,1992,4,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pr/1992/CHELSA_pr_04_1992_V.2.1.tif
pr,1992,5,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pr/1992/CHELSA_pr_05_1992_V.2.1.tif
pr,1992,6,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pr/1992/CHELSA_pr_06_1992_V.2.1.tif
pr,1992,7,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pr/1992/CHELSA_pr_07_1992_V.2.1.tif
pr,1992,8,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pr/1992/CHELSA_pr_08_1992_V.2.1.tif
pr,1992,9,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pr/1992/CHELSA_pr_09_1992_V.2.1.tif
pr,1992,10,True,https://os.unil.cloud.switch.ch/chelsa02/chelsa/global/monthly/pr/1992/CHELSA_pr_10_1992_V.2.1.tif
