alvo,esquema,modelo,n,R2_oof,R2_baseline_oof,RMSE_log_oof
SOC,aleatoria,OLS,9791,0.2689243057441286,-0.0003508158771927672,0.5561655758356523
SOC,aleatoria,RandomForest,9791,0.4121256231345576,-0.0003508158771927672,0.49872966062715013
SOC,espacial_1grau,OLS,9791,0.2472236069625322,-0.007933250999010433,0.5643596135478887
SOC,espacial_1grau,RandomForest,9791,0.28599910307167364,-0.007933250999010433,0.54963238057962
SOC,espacial_2graus,OLS,9791,0.2541429896395567,-0.0034283506704695377,0.5617598806077351
SOC,espacial_2graus,RandomForest,9791,0.26209611277405753,-0.0034283506704695377,0.5587568121024984
SOC,espacial_5graus,OLS,9791,0.2522247040730904,-0.023827851087121266,0.5624818178286831
SOC,espacial_5graus,RandomForest,9791,0.24802462892963417,-0.023827851087121266,0.564059268866958
