,media,dp
clim_t_media,24.995010890763602,2.312679741910946
clim_t_mes_frio,23.2184178004694,3.3817221786231775
clim_p_anual,7.39346436231467,0.4102564090878243
clim_p_mes_seco,2.7981453011236868,1.452534338750389
clim_p_sazonalidade,0.6354980157528818,0.21724001525401118
clim_etp_anual,1599.0852137715658,186.7010100590298
clim_def_anual,5.289624978105409,1.882378251491863
clim_exc_anual,5.208723254126586,2.4670640944291926
clim_im,23.767739539112597,41.94214358150886
