esquema,n,acuracia_oof,acuracia_balanceada_oof,baseline_treino_oof
aleatoria,9791,0.4778878561944643,0.21584458415296084,0.34409151261362475
espacial_2graus,9791,0.4451026452864876,0.20038883302228702,0.21938514962720865
