rep,camada,cenario,fracao,n,r2,rmse
1,010_020cm,clima_continuo,areia,9749,0.341153960803364,21.91805179066801
1,010_020cm,clima_continuo,silte,9749,0.32983669319423226,11.959850186224333
1,010_020cm,clima_continuo,argila,9749,0.3210639432657909,17.018924884667314
1,010_020cm,zonas_k10,areia,9749,0.3455841059962055,21.8442379367355
1,010_020cm,zonas_k10,silte,9749,0.3076877797099693,12.155880320979284
1,010_020cm,zonas_k10,argila,9749,0.33449353090983347,16.849764111680503
1,020_030cm,koppen_ipef,areia,6381,0.37076701576867266,19.893794346776353
1,020_030cm,koppen_ipef,silte,6381,0.3566832157791854,10.399827524125667
1,020_030cm,koppen_ipef,argila,6381,0.28635761955837336,16.94379093468967
1,020_030cm,sem_clima,areia,6381,0.3732001272247468,19.855294536154247
1,020_030cm,sem_clima,silte,6381,0.34494826896928865,10.494252149460104
1,020_030cm,sem_clima,argila,6381,0.289621773976804,16.904996617361267
1,020_030cm,koppen_chelsa,areia,6381,0.3619110899067811,20.033299432508255
1,020_030cm,koppen_chelsa,silte,6381,0.3515300627279644,10.441397253299156
1,020_030cm,koppen_chelsa,argila,6381,0.2878134528569398,16.926499410995955
1,020_030cm,holdridge_etpm,areia,6381,0.3651323873305542,19.98266787657354
1,020_030cm,holdridge_etpm,silte,6381,0.34743844255740675,10.474286251167332
1,020_030cm,holdridge_etpm,argila,6381,0.28310785495470703,16.982326193665735
1,020_030cm,holdridge_eth,areia,6381,0.3636975555519397,20.005236034644145
1,020_030cm,holdridge_eth,silte,6381,0.3464399008335468,10.482297000287796
1,020_030cm,holdridge_eth,argila,6381,0.2866379650877945,16.940462529056937
1,020_030cm,th_cad100,areia,6381,0.38109737080803907,19.729816580805647
1,020_030cm,th_cad100,silte,6381,0.344785275331299,10.495557687530011
1,020_030cm,th_cad100,argila,6381,0.30073195308337075,16.772280206414155
1,020_030cm,th_cadsolo,areia,6381,0.383227995941846,19.69582651324743
1,020_030cm,th_cadsolo,silte,6381,0.35456840682416724,10.41690744753864
1,020_030cm,th_cadsolo,argila,6381,0.29575127276616764,16.831906225842047
1,020_030cm,clima_continuo,areia,6381,0.3996575239037964,19.431727882226376
1,020_030cm,clima_continuo,silte,6381,0.38888373352924244,10.13621041817279
1,020_030cm,clima_continuo,argila,6381,0.31686489545269236,16.57767301342736
1,020_030cm,zonas_k10,areia,6381,0.3661375341279537,19.966842946652793
1,020_030cm,zonas_k10,silte,6381,0.37142339133072666,10.27999263191124
1,020_030cm,zonas_k10,argila,6381,0.28036303608978674,17.014805888676
2,000_010cm,koppen_ipef,areia,11581,0.2646662296262752,23.181095682610767
2,000_010cm,koppen_ipef,silte,11581,0.29062086483770133,12.57214640661468
2,000_010cm,koppen_ipef,argila,11581,0.25393019162361696,17.42913804653885
2,000_010cm,sem_clima,areia,11581,0.27102446026932014,23.0806577891405
2,000_010cm,sem_clima,silte,11581,0.29821767050297987,12.504647076516319
2,000_010cm,sem_clima,argila,11581,0.24481178020158534,17.535323418843717
2,000_010cm,koppen_chelsa,areia,11581,0.263828393387893,23.19429814495808
2,000_010cm,koppen_chelsa,silte,11581,0.2904472621362093,12.573684670820885
2,000_010cm,koppen_chelsa,argila,11581,0.2452000666839549,17.530814870983974
2,000_010cm,holdridge_etpm,areia,11581,0.26043615676272325,23.24767572453424
2,000_010cm,holdridge_etpm,silte,11581,0.29378509384543294,12.544075654915051
2,000_010cm,holdridge_etpm,argila,11581,0.24041047526731252,17.586347904816865
2,000_010cm,holdridge_eth,areia,11581,0.27343575960554223,23.04245316407576
2,000_010cm,holdridge_eth,silte,11581,0.30166999002120665,12.473851729740568
2,000_010cm,holdridge_eth,argila,11581,0.2497904737179799,17.477425689126516
2,000_010cm,th_cad100,areia,11581,0.26334950042774585,23.20184107391871
2,000_010cm,th_cad100,silte,11581,0.3008145611525106,12.481489398879434
2,000_010cm,th_cad100,argila,11581,0.24593901180077704,17.522231482476656
2,000_010cm,th_cadsolo,areia,11581,0.2631129426525206,23.20556613441084
2,000_010cm,th_cadsolo,silte,11581,0.3030275072939126,12.461721571797392
2,000_010cm,th_cadsolo,argila,11581,0.2504491265036478,17.46975177771272
2,000_010cm,clima_continuo,areia,11581,0.26686756841402237,23.146371523601395
2,000_010cm,clima_continuo,silte,11581,0.3119884192736757,12.381352801912115
2,000_010cm,clima_continuo,argila,11581,0.25515797143738117,17.414790893750098
2,000_010cm,zonas_k10,areia,11581,0.26547645946071163,23.16832108100675
2,000_010cm,zonas_k10,silte,11581,0.2913918435177706,12.565312619553673
2,000_010cm,zonas_k10,argila,11581,0.23981725150906807,17.593213852104313
2,010_020cm,koppen_ipef,areia,9749,0.3235892381311325,22.20829580599855
2,010_020cm,koppen_ipef,silte,9749,0.29928173081904674,12.229455952154181
2,010_020cm,koppen_ipef,argila,9749,0.31105090572169647,17.143964210297387
2,010_020cm,sem_clima,areia,9749,0.33494538003901475,22.021081105335195
2,010_020cm,sem_clima,silte,9749,0.30750679345956833,12.157469129733679
2,010_020cm,sem_clima,argila,9749,0.30957752330747834,17.16228640927631
2,010_020cm,koppen_chelsa,areia,9749,0.3275786458195563,22.14270772453211
2,010_020cm,koppen_chelsa,silte,9749,0.31051996766284296,12.130990524725908
2,010_020cm,koppen_chelsa,argila,9749,0.2998754611382022,17.2824510089937
2,010_020cm,holdridge_etpm,areia,9749,0.325332548351289,22.179658675248774
2,010_020cm,holdridge_etpm,silte,9749,0.3024525519364837,12.201754815788044
2,010_020cm,holdridge_etpm,argila,9749,0.30388941040993844,17.232837980881282
2,010_020cm,holdridge_eth,areia,9749,0.3289823441523425,22.119583890313105
2,010_020cm,holdridge_eth,silte,9749,0.3056273360387458,12.173955907335525
2,010_020cm,holdridge_eth,argila,9749,0.30952587943763454,17.162928270123604
2,010_020cm,th_cad100,areia,9749,0.33526007952133774,22.01587037329878
2,010_020cm,th_cad100,silte,9749,0.3186926807903503,12.058879185799523
2,010_020cm,th_cad100,argila,9749,0.3028799337412674,17.245328701375474
2,010_020cm,th_cadsolo,areia,9749,0.3410987139605183,21.918970729014024
2,010_020cm,th_cadsolo,silte,9749,0.32309156312189224,12.019886876999587
2,010_020cm,th_cadsolo,argila,9749,0.3061966674722527,17.204255174471236
2,010_020cm,clima_continuo,areia,9749,0.30262494255896955,22.549825433105504
2,010_020cm,clima_continuo,silte,9749,0.29944815784797096,12.228003561817948
2,010_020cm,clima_continuo,argila,9749,0.3046641226743345,17.22324596511948
2,010_020cm,zonas_k10,areia,9749,0.3279162007539277,22.13714921685318
2,010_020cm,zonas_k10,silte,9749,0.31480185512232794,12.093263229103272
2,010_020cm,zonas_k10,argila,9749,0.3122042086501454,17.12960867525071
2,020_030cm,koppen_ipef,areia,6381,0.3727647176097605,19.86218962794576
2,020_030cm,koppen_ipef,silte,6381,0.3743027316094911,10.256420666897002
2,020_030cm,koppen_ipef,argila,6381,0.2902674812300855,16.89731186567085
2,020_030cm,sem_clima,areia,6381,0.3738791107176863,19.844537458216035
2,020_030cm,sem_clima,silte,6381,0.3644926043770552,10.336511689418225
2,020_030cm,sem_clima,argila,6381,0.28739140875016256,16.93151401799569
2,020_030cm,koppen_chelsa,areia,6381,0.37516413246805824,19.824162990411654
2,020_030cm,koppen_chelsa,silte,6381,0.37676801247504255,10.236195300647653
2,020_030cm,koppen_chelsa,argila,6381,0.2923682716014926,16.872285523942868
2,020_030cm,holdridge_etpm,areia,6381,0.38057177684432153,19.7381924313272
2,020_030cm,holdridge_etpm,silte,6381,0.3681545448349728,10.30668798018601
2,020_030cm,holdridge_etpm,argila,6381,0.2911728389101501,16.886531048623286
2,020_030cm,holdridge_eth,areia,6381,0.3696965412690919,19.910709186332305
2,020_030cm,holdridge_eth,silte,6381,0.3612127770006869,10.36315051776915
2,020_030cm,holdridge_eth,argila,6381,0.28632328498831694,16.94419852734086
2,020_030cm,th_cad100,areia,6381,0.38248974384797185,19.70761055708509
2,020_030cm,th_cad100,silte,6381,0.366220688027765,10.32244850429183
2,020_030cm,th_cad100,argila,6381,0.29879381529208116,16.795507706072737
2,020_030cm,th_cadsolo,areia,6381,0.3782624352153501,19.774951996076307
2,020_030cm,th_cadsolo,silte,6381,0.37551041007156183,10.246517762078609
2,020_030cm,th_cadsolo,argila,6381,0.29011688969232874,16.899104412261643
2,020_030cm,clima_continuo,areia,6381,0.3969598120688126,19.47533835962211
2,020_030cm,clima_continuo,silte,6381,0.39721151556744627,10.066909610341792
2,020_030cm,clima_continuo,argila,6381,0.30953220254358316,16.66640694290774
2,020_030cm,zonas_k10,areia,6381,0.36882120113911077,19.924529986197943
2,020_030cm,zonas_k10,silte,6381,0.37170589683141775,10.277682268458808
2,020_030cm,zonas_k10,argila,6381,0.2923680599678513,16.872288046966364
