rep,camada,cenario,fracao,n,r2,rmse
0,010_020cm,th_cad100,argila,9749,0.8131761170820886,8.927582695287906
0,010_020cm,th_cadsolo,areia,9749,0.8276220597708531,11.211167019610283
0,010_020cm,th_cadsolo,silte,9749,0.8278229330067611,6.062099628293309
0,010_020cm,th_cadsolo,argila,9749,0.8121316715172231,8.952502898865687
0,010_020cm,clima_continuo,areia,9749,0.8323454181313691,11.056500566789419
0,010_020cm,clima_continuo,silte,9749,0.8297414824328277,6.02823037118532
0,010_020cm,clima_continuo,argila,9749,0.8172417033976491,8.829909154625586
0,010_020cm,zonas_k10,areia,9749,0.8281408868060358,11.194282492758212
0,010_020cm,zonas_k10,silte,9749,0.8295985303050006,6.030760545774904
0,010_020cm,zonas_k10,argila,9749,0.8114013220007068,8.969887718003383
0,020_030cm,koppen_ipef,areia,6381,0.899594731276518,7.946760701326997
0,020_030cm,koppen_ipef,silte,6381,0.8766271147481746,4.554320148797976
0,020_030cm,koppen_ipef,argila,6381,0.8532146019581002,7.684430639808381
0,020_030cm,sem_clima,areia,6381,0.8994688978775203,7.951738800660177
0,020_030cm,sem_clima,silte,6381,0.8763513206241953,4.559407788412974
0,020_030cm,sem_clima,argila,6381,0.8532455422037128,7.683620713532062
0,020_030cm,koppen_chelsa,areia,6381,0.8996731767381965,7.943655739162747
0,020_030cm,koppen_chelsa,silte,6381,0.8762194844056818,4.561837797959209
0,020_030cm,koppen_chelsa,argila,6381,0.853256174564317,7.683342369326532
0,020_030cm,holdridge_etpm,areia,6381,0.8995167196503076,7.949847289121674
0,020_030cm,holdridge_etpm,silte,6381,0.876939399757763,4.548552483330889
0,020_030cm,holdridge_etpm,argila,6381,0.8529961570709598,7.690146468976346
0,020_030cm,holdridge_eth,areia,6381,0.8997039493850816,7.942437390707016
0,020_030cm,holdridge_eth,silte,6381,0.8769377905083324,4.548582223684623
0,020_030cm,holdridge_eth,argila,6381,0.8531526011352063,7.686053385425533
0,020_030cm,th_cad100,areia,6381,0.8999566933945622,7.932423687730603
0,020_030cm,th_cad100,silte,6381,0.8764538753471094,4.55751660041161
0,020_030cm,th_cad100,argila,6381,0.8533155846820132,7.68178688825794
0,020_030cm,th_cadsolo,areia,6381,0.8997704264909824,7.939804795672372
0,020_030cm,th_cadsolo,silte,6381,0.8761536315367738,4.563051115580868
0,020_030cm,th_cadsolo,argila,6381,0.8535311314468867,7.67614077707146
0,020_030cm,clima_continuo,areia,6381,0.9009051444507195,7.894732849617052
0,020_030cm,clima_continuo,silte,6381,0.8765825710221882,4.555142242244393
0,020_030cm,clima_continuo,argila,6381,0.8551322845989412,7.634068862855276
0,020_030cm,zonas_k10,areia,6381,0.8997201637002376,7.941795359503253
0,020_030cm,zonas_k10,silte,6381,0.8764288417161968,4.557978312221286
0,020_030cm,zonas_k10,argila,6381,0.8534915626134925,7.677177568806061
1,000_010cm,koppen_ipef,areia,11581,0.8219131592096429,11.407950253143907
1,000_010cm,koppen_ipef,silte,11581,0.8098859726772142,6.508445995238842
1,000_010cm,koppen_ipef,argila,11581,0.8044005922344338,8.924213357396646
1,000_010cm,sem_clima,areia,11581,0.8208392529235493,11.44229488998345
1,000_010cm,sem_clima,silte,11581,0.8088862598567905,6.525535858929521
1,000_010cm,sem_clima,argila,11581,0.8038739943712132,8.93621828363574
1,000_010cm,koppen_chelsa,areia,11581,0.821499819682522,11.421181505456563
1,000_010cm,koppen_chelsa,silte,11581,0.8092779712711472,6.518844979461826
1,000_010cm,koppen_chelsa,argila,11581,0.804701320623245,8.917350359494069
1,000_010cm,holdridge_etpm,areia,11581,0.821407329603731,11.424140071588422
