variavel,cenario,camada,n,me,mae,rmse,mec,slope,fator_smearing
areia,zonas_k10,000_030cm,27711,0.06017793127522108,16.854756693708545,21.3308348253249,0.3571707718457219,0.8867382623367148,
silte,zonas_k10,000_030cm,27711,0.1273372790660993,8.771429931241299,11.866057422277109,0.3227078298663534,0.8612300665037053,
argila,zonas_k10,000_030cm,27711,-0.18751521034132035,13.148883932231918,16.805695487803586,0.32066846728675324,0.9071859150368221,
soc_t_ha,clima_continuo,000_030cm,10892,-9.018410105246733,21.328341812588633,49.56688448288845,0.09370007876897868,1.2627001444640436,
soc_t_ha_smearing,clima_continuo,000_030cm,10892,-0.11422766915901021,22.160653363719735,48.59489487046883,0.12889603293992946,1.0587076850668289,1.1926806258937643
soc_t_ha,holdridge_eth,000_030cm,10892,-9.565419083575073,21.69804217249499,49.98649772040698,0.07829038893428186,1.2509327780468251,
soc_t_ha_smearing,holdridge_eth,000_030cm,10892,0.1245378497510222,22.680175443217504,48.936053616436546,0.11662198953317526,1.0319558594279314,1.212196012666941
soc_t_ha,holdridge_etpm,000_030cm,10892,-9.504223596475306,21.534852736550228,49.81610241748917,0.08456357505130019,1.3001619747171216,
soc_t_ha_smearing,holdridge_etpm,000_030cm,10892,-0.008765267782880113,22.46527174452954,48.73428865296434,0.12389136599610295,1.076597383841238,1.207658493538427
soc_t_ha,koppen_chelsa,000_030cm,10892,-9.479172328678809,21.733283402573303,50.02338950255205,0.07692937907709563,1.2344529549605414,
soc_t_ha_smearing,koppen_chelsa,000_030cm,10892,0.14278581402030105,22.767522201931147,49.0046635938482,0.11414320228076225,1.0199479721667593,1.2103097301503452
soc_t_ha,koppen_ipef,000_030cm,10892,-9.54363792931083,21.663179354275833,49.90983822334572,0.08111529637525017,1.2627365742228374,
soc_t_ha_smearing,koppen_ipef,000_030cm,10892,0.08244698130699209,22.648375625307395,48.850768422012905,0.11969838862050652,1.0429833159563564,1.2106968106819425
soc_t_ha,sem_clima,000_030cm,10892,-9.685617053797028,21.680655936678026,49.844723820873355,0.08351136097923129,1.2834122475701963,
soc_t_ha_smearing,sem_clima,000_030cm,10892,0.10872079327743679,22.682648888016267,48.73640647512513,0.123815219092263,1.0562647832287888,1.2150478440141335
soc_t_ha,th_cad100,000_030cm,10892,-9.604506627664184,21.631532078438752,49.89823480100112,0.08154250544928265,1.2913276622471004,
soc_t_ha_smearing,th_cad100,000_030cm,10892,-0.08110962206147983,22.50068938396864,48.80720706158123,0.12126765925865368,1.0683366806076657,1.208727253952002
soc_t_ha,th_cadsolo,000_030cm,10892,-9.57835246756405,21.59115522794029,49.76010076536067,0.08662062624423117,1.330819422581136,
soc_t_ha_smearing,th_cadsolo,000_030cm,10892,-0.1539880870934048,22.41370195684495,48.64029524843336,0.12726759341890947,1.1030977089955711,1.206438388665423
soc_t_ha,zonas_k10,000_030cm,10892,-9.468535753716298,21.512831475818707,49.79542615856765,0.08532332427382128,1.3019043181087415,
soc_t_ha_smearing,zonas_k10,000_030cm,10892,-0.060044899713226046,22.47696643814648,48.71910145505139,0.12443732910955196,1.0798842968271332,1.205596119819445
